"model_1"	"model_2"	"metric_name"	"mol_prop"	"split_type"	"p_value"	"stats_method"	"p_value_group"
"  RF"	" MolBERT"	"Precision_PPV"	" MOR"	"scaffold"	0.0890916344277198	"ranksums"	">=0.05"
"  RF"	"GROVER"	"Precision_PPV"	" MOR"	"scaffold"	0.00210389310941795	"ranksums"	"<0.05"
"  RF"	"GROVER_RDKit"	"Precision_PPV"	" MOR"	"scaffold"	0.0584368468284206	"ranksums"	">=0.05"
" MolBERT"	"  RF"	"Precision_PPV"	" MOR"	"scaffold"	0.0890916344277198	"ranksums"	">=0.05"
" MolBERT"	" MolBERT"	"Precision_PPV"	" MOR"	"scaffold"	1	"ranksums"	">=0.05"
" MolBERT"	"GROVER"	"Precision_PPV"	" MOR"	"scaffold"	0.113664747815963	"ranksums"	">=0.05"
" MolBERT"	"GROVER_RDKit"	"Precision_PPV"	" MOR"	"scaffold"	0.717188813606376	"ranksums"	">=0.05"
"GROVER"	"  RF"	"Precision_PPV"	" MOR"	"scaffold"	0.00210389310941795	"ranksums"	"<0.05"
"GROVER"	" MolBERT"	"Precision_PPV"	" MOR"	"scaffold"	0.113664747815963	"ranksums"	">=0.05"
"GROVER"	"GROVER"	"Precision_PPV"	" MOR"	"scaffold"	1	"ranksums"	">=0.05"
"GROVER"	"GROVER_RDKit"	"Precision_PPV"	" MOR"	"scaffold"	0.147372859549065	"ranksums"	">=0.05"
"GROVER_RDKit"	"  RF"	"Precision_PPV"	" MOR"	"scaffold"	0.0584368468284206	"ranksums"	">=0.05"
"GROVER_RDKit"	" MolBERT"	"Precision_PPV"	" MOR"	"scaffold"	0.717188813606376	"ranksums"	">=0.05"
"GROVER_RDKit"	"GROVER"	"Precision_PPV"	" MOR"	"scaffold"	0.147372859549065	"ranksums"	">=0.05"
"GROVER_RDKit"	"GROVER_RDKit"	"Precision_PPV"	" MOR"	"scaffold"	1	"ranksums"	">=0.05"
"  RF"	"  RF"	"Precision_NPV"	" MOR"	"scaffold"	1	"ranksums"	">=0.05"
"  RF"	" MolBERT"	"Precision_NPV"	" MOR"	"scaffold"	0.151546790758263	"ranksums"	">=0.05"
"  RF"	"GROVER"	"Precision_NPV"	" MOR"	"scaffold"	0.188236525377403	"ranksums"	">=0.05"
"  RF"	"GROVER_RDKit"	"Precision_NPV"	" MOR"	"scaffold"	0.103888659317914	"ranksums"	">=0.05"
" MolBERT"	"  RF"	"Precision_NPV"	" MOR"	"scaffold"	0.151546790758263	"ranksums"	">=0.05"
" MolBERT"	" MolBERT"	"Precision_NPV"	" MOR"	"scaffold"	1	"ranksums"	">=0.05"
" MolBERT"	"GROVER"	"Precision_NPV"	" MOR"	"scaffold"	0.917573309612805	"ranksums"	">=0.05"
" MolBERT"	"GROVER_RDKit"	"Precision_NPV"	" MOR"	"scaffold"	0.935191970239339	"ranksums"	">=0.05"
"GROVER"	"  RF"	"Precision_NPV"	" MOR"	"scaffold"	0.188236525377403	"ranksums"	">=0.05"
"GROVER"	" MolBERT"	"Precision_NPV"	" MOR"	"scaffold"	0.917573309612805	"ranksums"	">=0.05"
"GROVER"	"GROVER"	"Precision_NPV"	" MOR"	"scaffold"	1	"ranksums"	">=0.05"
"GROVER"	"GROVER_RDKit"	"Precision_NPV"	" MOR"	"scaffold"	0.964622805113689	"ranksums"	">=0.05"
"GROVER_RDKit"	"  RF"	"Precision_NPV"	" MOR"	"scaffold"	0.103888659317914	"ranksums"	">=0.05"
"GROVER_RDKit"	" MolBERT"	"Precision_NPV"	" MOR"	"scaffold"	0.935191970239339	"ranksums"	">=0.05"
"GROVER_RDKit"	"GROVER"	"Precision_NPV"	" MOR"	"scaffold"	0.964622805113689	"ranksums"	">=0.05"
"GROVER_RDKit"	"GROVER_RDKit"	"Precision_NPV"	" MOR"	"scaffold"	1	"ranksums"	">=0.05"
"  RF"	"  RF"	"AUROC"	"DOR"	"scaffold"	1	"ranksums"	">=0.05"
"  RF"	" MolBERT"	"AUROC"	"DOR"	"scaffold"	0.000163228918248559	"ranksums"	"<0.05"
"  RF"	"GROVER"	"AUROC"	"DOR"	"scaffold"	5.30809905084803e-08	"ranksums"	"<0.05"
"  RF"	"GROVER_RDKit"	"AUROC"	"DOR"	"scaffold"	2.06342813021692e-05	"ranksums"	"<0.05"
" MolBERT"	"  RF"	"AUROC"	"DOR"	"scaffold"	0.000163228918248559	"ranksums"	"<0.05"
" MolBERT"	" MolBERT"	"AUROC"	"DOR"	"scaffold"	1	"ranksums"	">=0.05"
" MolBERT"	"GROVER"	"AUROC"	"DOR"	"scaffold"	0.000710141785345457	"ranksums"	"<0.05"
" MolBERT"	"GROVER_RDKit"	"AUROC"	"DOR"	"scaffold"	0.66810637961831	"ranksums"	">=0.05"
"GROVER"	"  RF"	"AUROC"	"DOR"	"scaffold"	5.30809905084803e-08	"ranksums"	"<0.05"
"GROVER"	" MolBERT"	"AUROC"	"DOR"	"scaffold"	0.000710141785345457	"ranksums"	"<0.05"
"GROVER"	"GROVER"	"AUROC"	"DOR"	"scaffold"	1	"ranksums"	">=0.05"
"GROVER"	"GROVER_RDKit"	"AUROC"	"DOR"	"scaffold"	0.00155687902927202	"ranksums"	"<0.05"
"GROVER_RDKit"	"  RF"	"AUROC"	"DOR"	"scaffold"	2.06342813021692e-05	"ranksums"	"<0.05"
"GROVER_RDKit"	" MolBERT"	"AUROC"	"DOR"	"scaffold"	0.66810637961831	"ranksums"	">=0.05"
"GROVER_RDKit"	"GROVER"	"AUROC"	"DOR"	"scaffold"	0.00155687902927202	"ranksums"	"<0.05"
"GROVER_RDKit"	"GROVER_RDKit"	"AUROC"	"DOR"	"scaffold"	1	"ranksums"	">=0.05"
"  RF"	"  RF"	"AUPRC"	"DOR"	"scaffold"	1	"ranksums"	">=0.05"
"  RF"	" MolBERT"	"AUPRC"	"DOR"	"scaffold"	7.89907821375286e-05	"ranksums"	"<0.05"
"  RF"	"GROVER"	"AUPRC"	"DOR"	"scaffold"	1.11072752878266e-07	"ranksums"	"<0.05"
"  RF"	"GROVER_RDKit"	"AUPRC"	"DOR"	"scaffold"	9.49730301429274e-05	"ranksums"	"<0.05"
" MolBERT"	"  RF"	"AUPRC"	"DOR"	"scaffold"	7.89907821375286e-05	"ranksums"	"<0.05"
" MolBERT"	" MolBERT"	"AUPRC"	"DOR"	"scaffold"	1	"ranksums"	">=0.05"
" MolBERT"	"GROVER"	"AUPRC"	"DOR"	"scaffold"	0.00474542496004799	"ranksums"	"<0.05"
" MolBERT"	"GROVER_RDKit"	"AUPRC"	"DOR"	"scaffold"	0.929315124914634	"ranksums"	">=0.05"
"GROVER"	"  RF"	"AUPRC"	"DOR"	"scaffold"	1.11072752878266e-07	"ranksums"	"<0.05"
"GROVER"	" MolBERT"	"AUPRC"	"DOR"	"scaffold"	0.00474542496004799	"ranksums"	"<0.05"
"GROVER"	"GROVER"	"AUPRC"	"DOR"	"scaffold"	1	"ranksums"	">=0.05"
"GROVER"	"GROVER_RDKit"	"AUPRC"	"DOR"	"scaffold"	0.0062357784513685	"ranksums"	"<0.05"
"GROVER_RDKit"	"  RF"	"AUPRC"	"DOR"	"scaffold"	9.49730301429274e-05	"ranksums"	"<0.05"
"GROVER_RDKit"	" MolBERT"	"AUPRC"	"DOR"	"scaffold"	0.929315124914634	"ranksums"	">=0.05"
"GROVER_RDKit"	"GROVER"	"AUPRC"	"DOR"	"scaffold"	0.0062357784513685	"ranksums"	"<0.05"
"GROVER_RDKit"	"GROVER_RDKit"	"AUPRC"	"DOR"	"scaffold"	1	"ranksums"	">=0.05"
"  RF"	"  RF"	"Precision_PPV"	"DOR"	"scaffold"	1	"ranksums"	">=0.05"
"  RF"	" MolBERT"	"Precision_PPV"	"DOR"	"scaffold"	0.0206807491399781	"ranksums"	"<0.05"
"  RF"	"GROVER"	"Precision_PPV"	"DOR"	"scaffold"	0.000158460939132426	"ranksums"	"<0.05"
"  RF"	"GROVER_RDKit"	"Precision_PPV"	"DOR"	"scaffold"	0.0286626858183454	"ranksums"	"<0.05"
" MolBERT"	"  RF"	"Precision_PPV"	"DOR"	"scaffold"	0.0206807491399781	"ranksums"	"<0.05"
" MolBERT"	" MolBERT"	"Precision_PPV"	"DOR"	"scaffold"	1	"ranksums"	">=0.05"
" MolBERT"	"GROVER"	"Precision_PPV"	"DOR"	"scaffold"	0.079781647124981	"ranksums"	">=0.05"
" MolBERT"	"GROVER_RDKit"	"Precision_PPV"	"DOR"	"scaffold"	0.917573309612805	"ranksums"	">=0.05"
"GROVER"	"  RF"	"Precision_PPV"	"DOR"	"scaffold"	0.000158460939132426	"ranksums"	"<0.05"
"GROVER"	" MolBERT"	"Precision_PPV"	"DOR"	"scaffold"	0.079781647124981	"ranksums"	">=0.05"
"GROVER"	"GROVER"	"Precision_PPV"	"DOR"	"scaffold"	1	"ranksums"	">=0.05"
"GROVER"	"GROVER_RDKit"	"Precision_PPV"	"DOR"	"scaffold"	0.0760414758302434	"ranksums"	">=0.05"
"GROVER_RDKit"	"  RF"	"Precision_PPV"	"DOR"	"scaffold"	0.0286626858183454	"ranksums"	"<0.05"
"GROVER_RDKit"	" MolBERT"	"Precision_PPV"	"DOR"	"scaffold"	0.917573309612805	"ranksums"	">=0.05"
"GROVER_RDKit"	"GROVER"	"Precision_PPV"	"DOR"	"scaffold"	0.0760414758302434	"ranksums"	">=0.05"
"GROVER_RDKit"	"GROVER_RDKit"	"Precision_PPV"	"DOR"	"scaffold"	1	"ranksums"	">=0.05"
"  RF"	"  RF"	"Precision_NPV"	"DOR"	"scaffold"	1	"ranksums"	">=0.05"
"  RF"	" MolBERT"	"Precision_NPV"	"DOR"	"scaffold"	0.958731490813444	"ranksums"	">=0.05"
"  RF"	"GROVER"	"Precision_NPV"	"DOR"	"scaffold"	0.00967385065092029	"ranksums"	"<0.05"
"  RF"	"GROVER_RDKit"	"Precision_NPV"	"DOR"	"scaffold"	0.81874565347658	"ranksums"	">=0.05"
" MolBERT"	"  RF"	"Precision_NPV"	"DOR"	"scaffold"	0.958731490813444	"ranksums"	">=0.05"
" MolBERT"	" MolBERT"	"Precision_NPV"	"DOR"	"scaffold"	1	"ranksums"	">=0.05"
" MolBERT"	"GROVER"	"Precision_NPV"	"DOR"	"scaffold"	0.0176490281291738	"ranksums"	"<0.05"
" MolBERT"	"GROVER_RDKit"	"Precision_NPV"	"DOR"	"scaffold"	0.888302842153389	"ranksums"	">=0.05"
"GROVER"	"  RF"	"Precision_NPV"	"DOR"	"scaffold"	0.00967385065092029	"ranksums"	"<0.05"
"GROVER"	" MolBERT"	"Precision_NPV"	"DOR"	"scaffold"	0.0176490281291738	"ranksums"	"<0.05"
"GROVER"	"GROVER"	"Precision_NPV"	"DOR"	"scaffold"	1	"ranksums"	">=0.05"
"GROVER"	"GROVER_RDKit"	"Precision_NPV"	"DOR"	"scaffold"	0.0180053510254157	"ranksums"	"<0.05"
"GROVER_RDKit"	"  RF"	"Precision_NPV"	"DOR"	"scaffold"	0.81874565347658	"ranksums"	">=0.05"
"GROVER_RDKit"	" MolBERT"	"Precision_NPV"	"DOR"	"scaffold"	0.888302842153389	"ranksums"	">=0.05"
"GROVER_RDKit"	"GROVER"	"Precision_NPV"	"DOR"	"scaffold"	0.0180053510254157	"ranksums"	"<0.05"
"GROVER_RDKit"	"GROVER_RDKit"	"Precision_NPV"	"DOR"	"scaffold"	1	"ranksums"	">=0.05"
"  RF"	"  RF"	"AUROC"	"KOR"	"scaffold"	1	"ranksums"	">=0.05"
"  RF"	" MolBERT"	"AUROC"	"KOR"	"scaffold"	2.51375383338081e-05	"ranksums"	"<0.05"
"  RF"	"GROVER"	"AUROC"	"KOR"	"scaffold"	3.26108634521542e-05	"ranksums"	"<0.05"
"  RF"	"GROVER_RDKit"	"AUROC"	"KOR"	"scaffold"	3.05659986835938e-05	"ranksums"	"<0.05"
" MolBERT"	"  RF"	"AUROC"	"KOR"	"scaffold"	2.51375383338081e-05	"ranksums"	"<0.05"
" MolBERT"	" MolBERT"	"AUROC"	"KOR"	"scaffold"	1	"ranksums"	">=0.05"
" MolBERT"	"GROVER"	"AUROC"	"KOR"	"scaffold"	0.870810804536042	"ranksums"	">=0.05"
" MolBERT"	"GROVER_RDKit"	"AUROC"	"KOR"	"scaffold"	0.847587480259332	"ranksums"	">=0.05"
"GROVER"	"  RF"	"AUROC"	"KOR"	"scaffold"	3.26108634521542e-05	"ranksums"	"<0.05"
"GROVER"	" MolBERT"	"AUROC"	"KOR"	"scaffold"	0.870810804536042	"ranksums"	">=0.05"
"GROVER"	"GROVER"	"AUROC"	"KOR"	"scaffold"	1	"ranksums"	">=0.05"
"GROVER"	"GROVER_RDKit"	"AUROC"	"KOR"	"scaffold"	0.988204164940098	"ranksums"	">=0.05"
"GROVER_RDKit"	"  RF"	"AUROC"	"KOR"	"scaffold"	3.05659986835938e-05	"ranksums"	"<0.05"
"GROVER_RDKit"	" MolBERT"	"AUROC"	"KOR"	"scaffold"	0.847587480259332	"ranksums"	">=0.05"
"GROVER_RDKit"	"GROVER"	"AUROC"	"KOR"	"scaffold"	0.988204164940098	"ranksums"	">=0.05"
"GROVER_RDKit"	"GROVER_RDKit"	"AUROC"	"KOR"	"scaffold"	1	"ranksums"	">=0.05"
"  RF"	"  RF"	"AUPRC"	"KOR"	"scaffold"	1	"ranksums"	">=0.05"
"  RF"	" MolBERT"	"AUPRC"	"KOR"	"scaffold"	3.20704027752022e-06	"ranksums"	"<0.05"
"  RF"	"GROVER"	"AUPRC"	"KOR"	"scaffold"	4.26655443220908e-06	"ranksums"	"<0.05"
"  RF"	"GROVER_RDKit"	"AUPRC"	"KOR"	"scaffold"	4.78850167745837e-05	"ranksums"	"<0.05"
" MolBERT"	"  RF"	"AUPRC"	"KOR"	"scaffold"	3.20704027752022e-06	"ranksums"	"<0.05"
" MolBERT"	" MolBERT"	"AUPRC"	"KOR"	"scaffold"	1	"ranksums"	">=0.05"
" MolBERT"	"GROVER"	"AUPRC"	"KOR"	"scaffold"	0.929315124914634	"ranksums"	">=0.05"
" MolBERT"	"GROVER_RDKit"	"AUPRC"	"KOR"	"scaffold"	0.505859178079598	"ranksums"	">=0.05"
"GROVER"	"  RF"	"AUPRC"	"KOR"	"scaffold"	4.26655443220908e-06	"ranksums"	"<0.05"
"GROVER"	" MolBERT"	"AUPRC"	"KOR"	"scaffold"	0.929315124914634	"ranksums"	">=0.05"
"GROVER"	"GROVER"	"AUPRC"	"KOR"	"scaffold"	1	"ranksums"	">=0.05"
"GROVER"	"GROVER_RDKit"	"AUPRC"	"KOR"	"scaffold"	0.604838651327524	"ranksums"	">=0.05"
"GROVER_RDKit"	"  RF"	"AUPRC"	"KOR"	"scaffold"	4.78850167745837e-05	"ranksums"	"<0.05"
"GROVER_RDKit"	" MolBERT"	"AUPRC"	"KOR"	"scaffold"	0.505859178079598	"ranksums"	">=0.05"
"GROVER_RDKit"	"GROVER"	"AUPRC"	"KOR"	"scaffold"	0.604838651327524	"ranksums"	">=0.05"
"GROVER_RDKit"	"GROVER_RDKit"	"AUPRC"	"KOR"	"scaffold"	1	"ranksums"	">=0.05"
"  RF"	"  RF"	"Precision_PPV"	"KOR"	"scaffold"	1	"ranksums"	">=0.05"
"  RF"	" MolBERT"	"Precision_PPV"	"KOR"	"scaffold"	0.00375853192477805	"ranksums"	"<0.05"
"  RF"	"GROVER"	"Precision_PPV"	"KOR"	"scaffold"	0.0849996974869641	"ranksums"	">=0.05"
"  RF"	"GROVER_RDKit"	"Precision_PPV"	"KOR"	"scaffold"	0.0270863183882959	"ranksums"	"<0.05"
" MolBERT"	"  RF"	"Precision_PPV"	"KOR"	"scaffold"	0.00375853192477805	"ranksums"	"<0.05"
" MolBERT"	" MolBERT"	"Precision_PPV"	"KOR"	"scaffold"	1	"ranksums"	">=0.05"
" MolBERT"	"GROVER"	"Precision_PPV"	"KOR"	"scaffold"	0.544407554012933	"ranksums"	">=0.05"
" MolBERT"	"GROVER_RDKit"	"Precision_PPV"	"KOR"	"scaffold"	0.733825061212641	"ranksums"	">=0.05"
"GROVER"	"  RF"	"Precision_PPV"	"KOR"	"scaffold"	0.0849996974869641	"ranksums"	">=0.05"
"GROVER"	" MolBERT"	"Precision_PPV"	"KOR"	"scaffold"	0.544407554012933	"ranksums"	">=0.05"
"GROVER"	"GROVER"	"Precision_PPV"	"KOR"	"scaffold"	1	"ranksums"	">=0.05"
"GROVER"	"GROVER_RDKit"	"Precision_PPV"	"KOR"	"scaffold"	0.761828345935475	"ranksums"	">=0.05"
"GROVER_RDKit"	"  RF"	"Precision_PPV"	"KOR"	"scaffold"	0.0270863183882959	"ranksums"	"<0.05"
"GROVER_RDKit"	" MolBERT"	"Precision_PPV"	"KOR"	"scaffold"	0.733825061212641	"ranksums"	">=0.05"
"GROVER_RDKit"	"GROVER"	"Precision_PPV"	"KOR"	"scaffold"	0.761828345935475	"ranksums"	">=0.05"
"GROVER_RDKit"	"GROVER_RDKit"	"Precision_PPV"	"KOR"	"scaffold"	1	"ranksums"	">=0.05"
"  RF"	"  RF"	"Precision_NPV"	"KOR"	"scaffold"	1	"ranksums"	">=0.05"
"  RF"	" MolBERT"	"Precision_NPV"	"KOR"	"scaffold"	0.0467558423927718	"ranksums"	"<0.05"
"  RF"	"GROVER"	"Precision_NPV"	"KOR"	"scaffold"	0.108689773214447	"ranksums"	">=0.05"
"  RF"	"GROVER_RDKit"	"Precision_NPV"	"KOR"	"scaffold"	0.0405950005366926	"ranksums"	"<0.05"
" MolBERT"	"  RF"	"Precision_NPV"	"KOR"	"scaffold"	0.0467558423927718	"ranksums"	"<0.05"
" MolBERT"	" MolBERT"	"Precision_NPV"	"KOR"	"scaffold"	1	"ranksums"	">=0.05"
" MolBERT"	"GROVER"	"Precision_NPV"	"KOR"	"scaffold"	0.882465683286275	"ranksums"	">=0.05"
" MolBERT"	"GROVER_RDKit"	"Precision_NPV"	"KOR"	"scaffold"	0.988204164940098	"ranksums"	">=0.05"
"GROVER"	"  RF"	"Precision_NPV"	"KOR"	"scaffold"	0.108689773214447	"ranksums"	">=0.05"
"GROVER"	" MolBERT"	"Precision_NPV"	"KOR"	"scaffold"	0.882465683286275	"ranksums"	">=0.05"
"GROVER"	"GROVER"	"Precision_NPV"	"KOR"	"scaffold"	1	"ranksums"	">=0.05"
"GROVER"	"GROVER_RDKit"	"Precision_NPV"	"KOR"	"scaffold"	0.824495751654771	"ranksums"	">=0.05"
"GROVER_RDKit"	"  RF"	"Precision_NPV"	"KOR"	"scaffold"	0.0405950005366926	"ranksums"	"<0.05"
"GROVER_RDKit"	" MolBERT"	"Precision_NPV"	"KOR"	"scaffold"	0.988204164940098	"ranksums"	">=0.05"
"GROVER_RDKit"	"GROVER"	"Precision_NPV"	"KOR"	"scaffold"	0.824495751654771	"ranksums"	">=0.05"
"GROVER_RDKit"	"GROVER_RDKit"	"Precision_NPV"	"KOR"	"scaffold"	1	"ranksums"	">=0.05"
