"mean_metric_score"	"std_metric_score"	"split_type"	"mol_rep"	"mol_prop"	"model_name"	"metric_name"
0.923318541707936	0.0150458269899846	"Random"	"0. RDKit Descriptors"	" MOR"	"RF"	"AUROC"
0.859405810422034	0.0232912285051768	"Random"	"5. PhysChem Descriptors"	" MOR"	"RF"	"AUROC"
0.936528520728466	0.0112831319796585	"Random"	"4. AtomPairs"	" MOR"	"RF"	"AUROC"
0.916605244644048	0.0203186849559147	"Random"	"1. MorganBits"	"DOR"	"RF"	"AUROC"
0.920023460196096	0.0203754690443196	"Random"	"2. MorganCounts"	"DOR"	"RF"	"AUROC"
0.880736967921385	0.02315427937812	"Random"	"3. MACCS"	"DOR"	"RF"	"AUROC"
0.901981056301609	0.0190294335122232	"Random"	"0. RDKit Descriptors"	"DOR"	"RF"	"AUROC"
0.818822039245027	0.0284307486567468	"Random"	"5. PhysChem Descriptors"	"DOR"	"RF"	"AUROC"
0.911765980062906	0.021215192488917	"Random"	"4. AtomPairs"	"DOR"	"RF"	"AUROC"
0.930917209444336	0.0149156922142563	"Random"	"1. MorganBits"	"KOR"	"RF"	"AUROC"
0.933851769878203	0.01491935284213	"Random"	"2. MorganCounts"	"KOR"	"RF"	"AUROC"
0.913150553304845	0.0209473201206283	"Random"	"3. MACCS"	"KOR"	"RF"	"AUROC"
0.92573383400328	0.0176427104307137	"Random"	"0. RDKit Descriptors"	"KOR"	"RF"	"AUROC"
0.881875214145324	0.0239040750158146	"Random"	"5. PhysChem Descriptors"	"KOR"	"RF"	"AUROC"
0.92949096479848	0.0175355263573664	"Random"	"4. AtomPairs"	"KOR"	"RF"	"AUROC"
