"rep_1"	"rep_2"	"metric_name"	"mol_prop"	"split_type"	"p_value"	"stats_method"	"p_value_group"
"0. RDKit Descriptors"	"0. RDKit Descriptors"	"RMSE"	"  MDR1"	" Scaffold"	1	"ranksums"	">=0.05"
"0. RDKit Descriptors"	"5. PhysChem Descriptors"	"RMSE"	"  MDR1"	" Scaffold"	0.000245856875452165	"ranksums"	"<0.05"
"0. RDKit Descriptors"	"4. AtomPairs"	"RMSE"	"  MDR1"	" Scaffold"	0.524952228275667	"ranksums"	">=0.05"
"5. PhysChem Descriptors"	"1. MorganBits"	"RMSE"	"  MDR1"	" Scaffold"	0.00147961889644207	"ranksums"	"<0.05"
"5. PhysChem Descriptors"	"2. MorganCounts"	"RMSE"	"  MDR1"	" Scaffold"	0.000260456253335063	"ranksums"	"<0.05"
"5. PhysChem Descriptors"	"3. MACCS"	"RMSE"	"  MDR1"	" Scaffold"	0.0219295475688353	"ranksums"	"<0.05"
"5. PhysChem Descriptors"	"0. RDKit Descriptors"	"RMSE"	"  MDR1"	" Scaffold"	0.000245856875452165	"ranksums"	"<0.05"
"5. PhysChem Descriptors"	"5. PhysChem Descriptors"	"RMSE"	"  MDR1"	" Scaffold"	1	"ranksums"	">=0.05"
"5. PhysChem Descriptors"	"4. AtomPairs"	"RMSE"	"  MDR1"	" Scaffold"	0.000260456253335063	"ranksums"	"<0.05"
"4. AtomPairs"	"1. MorganBits"	"RMSE"	"  MDR1"	" Scaffold"	0.367136581248436	"ranksums"	">=0.05"
"4. AtomPairs"	"2. MorganCounts"	"RMSE"	"  MDR1"	" Scaffold"	0.836023950489311	"ranksums"	">=0.05"
"4. AtomPairs"	"3. MACCS"	"RMSE"	"  MDR1"	" Scaffold"	0.0357826755837011	"ranksums"	"<0.05"
"4. AtomPairs"	"0. RDKit Descriptors"	"RMSE"	"  MDR1"	" Scaffold"	0.524952228275667	"ranksums"	">=0.05"
"4. AtomPairs"	"5. PhysChem Descriptors"	"RMSE"	"  MDR1"	" Scaffold"	0.000260456253335063	"ranksums"	"<0.05"
"4. AtomPairs"	"4. AtomPairs"	"RMSE"	"  MDR1"	" Scaffold"	1	"ranksums"	">=0.05"
"1. MorganBits"	"1. MorganBits"	"RMSE"	" CYP2D6"	" Scaffold"	1	"ranksums"	">=0.05"
"1. MorganBits"	"2. MorganCounts"	"RMSE"	" CYP2D6"	" Scaffold"	0.813005287611997	"ranksums"	">=0.05"
"1. MorganBits"	"3. MACCS"	"RMSE"	" CYP2D6"	" Scaffold"	0.0210899464078764	"ranksums"	"<0.05"
"1. MorganBits"	"0. RDKit Descriptors"	"RMSE"	" CYP2D6"	" Scaffold"	0.604838651327524	"ranksums"	">=0.05"
"1. MorganBits"	"5. PhysChem Descriptors"	"RMSE"	" CYP2D6"	" Scaffold"	0.00120459794325649	"ranksums"	"<0.05"
"1. MorganBits"	"4. AtomPairs"	"RMSE"	" CYP2D6"	" Scaffold"	0.836023950489311	"ranksums"	">=0.05"
"2. MorganCounts"	"1. MorganBits"	"RMSE"	" CYP2D6"	" Scaffold"	0.813005287611997	"ranksums"	">=0.05"
"2. MorganCounts"	"2. MorganCounts"	"RMSE"	" CYP2D6"	" Scaffold"	1	"ranksums"	">=0.05"
"2. MorganCounts"	"3. MACCS"	"RMSE"	" CYP2D6"	" Scaffold"	0.0286626858183454	"ranksums"	"<0.05"
"2. MorganCounts"	"0. RDKit Descriptors"	"RMSE"	" CYP2D6"	" Scaffold"	0.416135847078279	"ranksums"	">=0.05"
"2. MorganCounts"	"5. PhysChem Descriptors"	"RMSE"	" CYP2D6"	" Scaffold"	0.00140590551147289	"ranksums"	"<0.05"
"2. MorganCounts"	"4. AtomPairs"	"RMSE"	" CYP2D6"	" Scaffold"	0.964622805113689	"ranksums"	">=0.05"
"3. MACCS"	"1. MorganBits"	"RMSE"	" CYP2D6"	" Scaffold"	0.0210899464078764	"ranksums"	"<0.05"
"3. MACCS"	"2. MorganCounts"	"RMSE"	" CYP2D6"	" Scaffold"	0.0286626858183454	"ranksums"	"<0.05"
"3. MACCS"	"3. MACCS"	"RMSE"	" CYP2D6"	" Scaffold"	1	"ranksums"	">=0.05"
"3. MACCS"	"0. RDKit Descriptors"	"RMSE"	" CYP2D6"	" Scaffold"	0.00652159522961408	"ranksums"	"<0.05"
"3. MACCS"	"5. PhysChem Descriptors"	"RMSE"	" CYP2D6"	" Scaffold"	0.214276509861477	"ranksums"	">=0.05"
"3. MACCS"	"4. AtomPairs"	"RMSE"	" CYP2D6"	" Scaffold"	0.0428195073176977	"ranksums"	"<0.05"
"0. RDKit Descriptors"	"1. MorganBits"	"RMSE"	" CYP2D6"	" Scaffold"	0.604838651327524	"ranksums"	">=0.05"
"0. RDKit Descriptors"	"2. MorganCounts"	"RMSE"	" CYP2D6"	" Scaffold"	0.416135847078279	"ranksums"	">=0.05"
"0. RDKit Descriptors"	"3. MACCS"	"RMSE"	" CYP2D6"	" Scaffold"	0.00652159522961408	"ranksums"	"<0.05"
"0. RDKit Descriptors"	"0. RDKit Descriptors"	"RMSE"	" CYP2D6"	" Scaffold"	1	"ranksums"	">=0.05"
"0. RDKit Descriptors"	"5. PhysChem Descriptors"	"RMSE"	" CYP2D6"	" Scaffold"	0.000433677833506189	"ranksums"	"<0.05"
"0. RDKit Descriptors"	"4. AtomPairs"	"RMSE"	" CYP2D6"	" Scaffold"	0.468797586246096	"ranksums"	">=0.05"
"5. PhysChem Descriptors"	"1. MorganBits"	"RMSE"	" CYP2D6"	" Scaffold"	0.00120459794325649	"ranksums"	"<0.05"
"5. PhysChem Descriptors"	"2. MorganCounts"	"RMSE"	" CYP2D6"	" Scaffold"	0.00140590551147289	"ranksums"	"<0.05"
"5. PhysChem Descriptors"	"3. MACCS"	"RMSE"	" CYP2D6"	" Scaffold"	0.214276509861477	"ranksums"	">=0.05"
"5. PhysChem Descriptors"	"0. RDKit Descriptors"	"RMSE"	" CYP2D6"	" Scaffold"	0.000433677833506189	"ranksums"	"<0.05"
"5. PhysChem Descriptors"	"5. PhysChem Descriptors"	"RMSE"	" CYP2D6"	" Scaffold"	1	"ranksums"	">=0.05"
"5. PhysChem Descriptors"	"4. AtomPairs"	"RMSE"	" CYP2D6"	" Scaffold"	0.00341901044855435	"ranksums"	"<0.05"
"4. AtomPairs"	"1. MorganBits"	"RMSE"	" CYP2D6"	" Scaffold"	0.836023950489311	"ranksums"	">=0.05"
"4. AtomPairs"	"2. MorganCounts"	"RMSE"	" CYP2D6"	" Scaffold"	0.964622805113689	"ranksums"	">=0.05"
"4. AtomPairs"	"3. MACCS"	"RMSE"	" CYP2D6"	" Scaffold"	0.0428195073176977	"ranksums"	"<0.05"
"4. AtomPairs"	"0. RDKit Descriptors"	"RMSE"	" CYP2D6"	" Scaffold"	0.468797586246096	"ranksums"	">=0.05"
"4. AtomPairs"	"5. PhysChem Descriptors"	"RMSE"	" CYP2D6"	" Scaffold"	0.00341901044855435	"ranksums"	"<0.05"
"4. AtomPairs"	"4. AtomPairs"	"RMSE"	" CYP2D6"	" Scaffold"	1	"ranksums"	">=0.05"
"1. MorganBits"	"1. MorganBits"	"RMSE"	" CYP3A4"	" Scaffold"	1	"ranksums"	">=0.05"
"1. MorganBits"	"2. MorganCounts"	"RMSE"	" CYP3A4"	" Scaffold"	0.459772646548566	"ranksums"	">=0.05"
"1. MorganBits"	"3. MACCS"	"RMSE"	" CYP3A4"	" Scaffold"	0.214276509861477	"ranksums"	">=0.05"
"1. MorganBits"	"0. RDKit Descriptors"	"RMSE"	" CYP3A4"	" Scaffold"	0.160163936901791	"ranksums"	">=0.05"
"1. MorganBits"	"5. PhysChem Descriptors"	"RMSE"	" CYP3A4"	" Scaffold"	0.000128578162532981	"ranksums"	"<0.05"
"1. MorganBits"	"4. AtomPairs"	"RMSE"	" CYP3A4"	" Scaffold"	0.711672625487313	"ranksums"	">=0.05"
"2. MorganCounts"	"1. MorganBits"	"RMSE"	" CYP3A4"	" Scaffold"	0.459772646548566	"ranksums"	">=0.05"
"2. MorganCounts"	"2. MorganCounts"	"RMSE"	" CYP3A4"	" Scaffold"	1	"ranksums"	">=0.05"
"2. MorganCounts"	"3. MACCS"	"RMSE"	" CYP3A4"	" Scaffold"	0.0527747206160589	"ranksums"	">=0.05"
"2. MorganCounts"	"0. RDKit Descriptors"	"RMSE"	" CYP3A4"	" Scaffold"	0.0320535901106827	"ranksums"	"<0.05"
"2. MorganCounts"	"5. PhysChem Descriptors"	"RMSE"	" CYP3A4"	" Scaffold"	5.65702730771461e-06	"ranksums"	"<0.05"
"2. MorganCounts"	"4. AtomPairs"	"RMSE"	" CYP3A4"	" Scaffold"	0.72271979157106	"ranksums"	">=0.05"
"3. MACCS"	"1. MorganBits"	"RMSE"	" CYP3A4"	" Scaffold"	0.214276509861477	"ranksums"	">=0.05"
"3. MACCS"	"2. MorganCounts"	"RMSE"	" CYP3A4"	" Scaffold"	0.0527747206160589	"ranksums"	">=0.05"
"3. MACCS"	"3. MACCS"	"RMSE"	" CYP3A4"	" Scaffold"	1	"ranksums"	">=0.05"
"3. MACCS"	"0. RDKit Descriptors"	"RMSE"	" CYP3A4"	" Scaffold"	0.700685660700552	"ranksums"	">=0.05"
"3. MACCS"	"5. PhysChem Descriptors"	"RMSE"	" CYP3A4"	" Scaffold"	0.000410130725819514	"ranksums"	"<0.05"
"3. MACCS"	"4. AtomPairs"	"RMSE"	" CYP3A4"	" Scaffold"	0.113664747815963	"ranksums"	">=0.05"
"0. RDKit Descriptors"	"1. MorganBits"	"RMSE"	" CYP3A4"	" Scaffold"	0.160163936901791	"ranksums"	">=0.05"
"0. RDKit Descriptors"	"2. MorganCounts"	"RMSE"	" CYP3A4"	" Scaffold"	0.0320535901106827	"ranksums"	"<0.05"
"0. RDKit Descriptors"	"3. MACCS"	"RMSE"	" CYP3A4"	" Scaffold"	0.700685660700552	"ranksums"	">=0.05"
"0. RDKit Descriptors"	"0. RDKit Descriptors"	"RMSE"	" CYP3A4"	" Scaffold"	1	"ranksums"	">=0.05"
"0. RDKit Descriptors"	"5. PhysChem Descriptors"	"RMSE"	" CYP3A4"	" Scaffold"	0.00120459794325649	"ranksums"	"<0.05"
"0. RDKit Descriptors"	"4. AtomPairs"	"RMSE"	" CYP3A4"	" Scaffold"	0.0546088652321406	"ranksums"	">=0.05"
"5. PhysChem Descriptors"	"1. MorganBits"	"RMSE"	" CYP3A4"	" Scaffold"	0.000128578162532981	"ranksums"	"<0.05"
"5. PhysChem Descriptors"	"2. MorganCounts"	"RMSE"	" CYP3A4"	" Scaffold"	5.65702730771461e-06	"ranksums"	"<0.05"
"5. PhysChem Descriptors"	"3. MACCS"	"RMSE"	" CYP3A4"	" Scaffold"	0.000410130725819514	"ranksums"	"<0.05"
"5. PhysChem Descriptors"	"0. RDKit Descriptors"	"RMSE"	" CYP3A4"	" Scaffold"	0.00120459794325649	"ranksums"	"<0.05"
"5. PhysChem Descriptors"	"5. PhysChem Descriptors"	"RMSE"	" CYP3A4"	" Scaffold"	1	"ranksums"	">=0.05"
"5. PhysChem Descriptors"	"4. AtomPairs"	"RMSE"	" CYP3A4"	" Scaffold"	1.29229610567306e-05	"ranksums"	"<0.05"
"4. AtomPairs"	"1. MorganBits"	"RMSE"	" CYP3A4"	" Scaffold"	0.711672625487313	"ranksums"	">=0.05"
"4. AtomPairs"	"2. MorganCounts"	"RMSE"	" CYP3A4"	" Scaffold"	0.72271979157106	"ranksums"	">=0.05"
"4. AtomPairs"	"3. MACCS"	"RMSE"	" CYP3A4"	" Scaffold"	0.113664747815963	"ranksums"	">=0.05"
"4. AtomPairs"	"0. RDKit Descriptors"	"RMSE"	" CYP3A4"	" Scaffold"	0.0546088652321406	"ranksums"	">=0.05"
"4. AtomPairs"	"5. PhysChem Descriptors"	"RMSE"	" CYP3A4"	" Scaffold"	1.29229610567306e-05	"ranksums"	"<0.05"
"4. AtomPairs"	"4. AtomPairs"	"RMSE"	" CYP3A4"	" Scaffold"	1	"ranksums"	">=0.05"
"1. MorganBits"	"1. MorganBits"	"RMSE"	" MOR"	" Scaffold"	1	"ranksums"	">=0.05"
"1. MorganBits"	"2. MorganCounts"	"RMSE"	" MOR"	" Scaffold"	0.836023950489311	"ranksums"	">=0.05"
"1. MorganBits"	"3. MACCS"	"RMSE"	" MOR"	" Scaffold"	0.0059612885288648	"ranksums"	"<0.05"
"1. MorganBits"	"0. RDKit Descriptors"	"RMSE"	" MOR"	" Scaffold"	0.0357826755837011	"ranksums"	"<0.05"
"1. MorganBits"	"5. PhysChem Descriptors"	"RMSE"	" MOR"	" Scaffold"	5.22484569559294e-09	"ranksums"	"<0.05"
"1. MorganBits"	"4. AtomPairs"	"RMSE"	" MOR"	" Scaffold"	0.894146064578262	"ranksums"	">=0.05"
"2. MorganCounts"	"1. MorganBits"	"RMSE"	" MOR"	" Scaffold"	0.836023950489311	"ranksums"	">=0.05"
"2. MorganCounts"	"2. MorganCounts"	"RMSE"	" MOR"	" Scaffold"	1	"ranksums"	">=0.05"
"2. MorganCounts"	"3. MACCS"	"RMSE"	" MOR"	" Scaffold"	0.00745108688879847	"ranksums"	"<0.05"
"2. MorganCounts"	"0. RDKit Descriptors"	"RMSE"	" MOR"	" Scaffold"	0.0475786020471988	"ranksums"	"<0.05"
"2. MorganCounts"	"5. PhysChem Descriptors"	"RMSE"	" MOR"	" Scaffold"	1.02179673458755e-09	"ranksums"	"<0.05"
"2. MorganCounts"	"4. AtomPairs"	"RMSE"	" MOR"	" Scaffold"	0.941072349139827	"ranksums"	">=0.05"
"3. MACCS"	"1. MorganBits"	"RMSE"	" MOR"	" Scaffold"	0.0059612885288648	"ranksums"	"<0.05"
"3. MACCS"	"2. MorganCounts"	"RMSE"	" MOR"	" Scaffold"	0.00745108688879847	"ranksums"	"<0.05"
"3. MACCS"	"3. MACCS"	"RMSE"	" MOR"	" Scaffold"	1	"ranksums"	">=0.05"
"3. MACCS"	"0. RDKit Descriptors"	"RMSE"	" MOR"	" Scaffold"	0.351636969005001	"ranksums"	">=0.05"
"3. MACCS"	"5. PhysChem Descriptors"	"RMSE"	" MOR"	" Scaffold"	1.36901867984278e-08	"ranksums"	"<0.05"
"3. MACCS"	"4. AtomPairs"	"RMSE"	" MOR"	" Scaffold"	0.0062357784513685	"ranksums"	"<0.05"
"0. RDKit Descriptors"	"1. MorganBits"	"RMSE"	" MOR"	" Scaffold"	0.0357826755837011	"ranksums"	"<0.05"
"0. RDKit Descriptors"	"2. MorganCounts"	"RMSE"	" MOR"	" Scaffold"	0.0475786020471988	"ranksums"	"<0.05"
"0. RDKit Descriptors"	"3. MACCS"	"RMSE"	" MOR"	" Scaffold"	0.351636969005001	"ranksums"	">=0.05"
"0. RDKit Descriptors"	"0. RDKit Descriptors"	"RMSE"	" MOR"	" Scaffold"	1	"ranksums"	">=0.05"
"0. RDKit Descriptors"	"5. PhysChem Descriptors"	"RMSE"	" MOR"	" Scaffold"	4.78066042920329e-09	"ranksums"	"<0.05"
"0. RDKit Descriptors"	"4. AtomPairs"	"RMSE"	" MOR"	" Scaffold"	0.0345005081441225	"ranksums"	"<0.05"
"5. PhysChem Descriptors"	"1. MorganBits"	"RMSE"	" MOR"	" Scaffold"	5.22484569559294e-09	"ranksums"	"<0.05"
"5. PhysChem Descriptors"	"2. MorganCounts"	"RMSE"	" MOR"	" Scaffold"	1.02179673458755e-09	"ranksums"	"<0.05"
"5. PhysChem Descriptors"	"3. MACCS"	"RMSE"	" MOR"	" Scaffold"	1.36901867984278e-08	"ranksums"	"<0.05"
"5. PhysChem Descriptors"	"0. RDKit Descriptors"	"RMSE"	" MOR"	" Scaffold"	4.78066042920329e-09	"ranksums"	"<0.05"
"5. PhysChem Descriptors"	"5. PhysChem Descriptors"	"RMSE"	" MOR"	" Scaffold"	1	"ranksums"	">=0.05"
"5. PhysChem Descriptors"	"4. AtomPairs"	"RMSE"	" MOR"	" Scaffold"	4.40299516798753e-10	"ranksums"	"<0.05"
"4. AtomPairs"	"1. MorganBits"	"RMSE"	" MOR"	" Scaffold"	0.894146064578262	"ranksums"	">=0.05"
"4. AtomPairs"	"2. MorganCounts"	"RMSE"	" MOR"	" Scaffold"	0.941072349139827	"ranksums"	">=0.05"
"4. AtomPairs"	"3. MACCS"	"RMSE"	" MOR"	" Scaffold"	0.0062357784513685	"ranksums"	"<0.05"
"4. AtomPairs"	"0. RDKit Descriptors"	"RMSE"	" MOR"	" Scaffold"	0.0345005081441225	"ranksums"	"<0.05"
"4. AtomPairs"	"5. PhysChem Descriptors"	"RMSE"	" MOR"	" Scaffold"	4.40299516798753e-10	"ranksums"	"<0.05"
"4. AtomPairs"	"4. AtomPairs"	"RMSE"	" MOR"	" Scaffold"	1	"ranksums"	">=0.05"
"1. MorganBits"	"1. MorganBits"	"RMSE"	"DOR"	" Scaffold"	1	"ranksums"	">=0.05"
"1. MorganBits"	"2. MorganCounts"	"RMSE"	"DOR"	" Scaffold"	0.929315124914634	"ranksums"	">=0.05"
"1. MorganBits"	"3. MACCS"	"RMSE"	"DOR"	" Scaffold"	0.000113975424637973	"ranksums"	"<0.05"
"1. MorganBits"	"0. RDKit Descriptors"	"RMSE"	"DOR"	" Scaffold"	0.00520192154044832	"ranksums"	"<0.05"
"1. MorganBits"	"5. PhysChem Descriptors"	"RMSE"	"DOR"	" Scaffold"	1.69313483916145e-10	"ranksums"	"<0.05"
"1. MorganBits"	"4. AtomPairs"	"RMSE"	"DOR"	" Scaffold"	0.700685660700552	"ranksums"	">=0.05"
"2. MorganCounts"	"1. MorganBits"	"RMSE"	"DOR"	" Scaffold"	0.929315124914634	"ranksums"	">=0.05"
"2. MorganCounts"	"2. MorganCounts"	"RMSE"	"DOR"	" Scaffold"	1	"ranksums"	">=0.05"
"2. MorganCounts"	"3. MACCS"	"RMSE"	"DOR"	" Scaffold"	8.93338459269216e-05	"ranksums"	"<0.05"
"2. MorganCounts"	"0. RDKit Descriptors"	"RMSE"	"DOR"	" Scaffold"	0.00652159522961408	"ranksums"	"<0.05"
"2. MorganCounts"	"5. PhysChem Descriptors"	"RMSE"	"DOR"	" Scaffold"	2.05326829901647e-10	"ranksums"	"<0.05"
"2. MorganCounts"	"4. AtomPairs"	"RMSE"	"DOR"	" Scaffold"	0.689760957275894	"ranksums"	">=0.05"
"3. MACCS"	"1. MorganBits"	"RMSE"	"DOR"	" Scaffold"	0.000113975424637973	"ranksums"	"<0.05"
"3. MACCS"	"2. MorganCounts"	"RMSE"	"DOR"	" Scaffold"	8.93338459269216e-05	"ranksums"	"<0.05"
"3. MACCS"	"3. MACCS"	"RMSE"	"DOR"	" Scaffold"	1	"ranksums"	">=0.05"
"3. MACCS"	"0. RDKit Descriptors"	"RMSE"	"DOR"	" Scaffold"	0.399389395013695	"ranksums"	">=0.05"
"3. MACCS"	"5. PhysChem Descriptors"	"RMSE"	"DOR"	" Scaffold"	5.76683625810191e-08	"ranksums"	"<0.05"
"3. MACCS"	"4. AtomPairs"	"RMSE"	"DOR"	" Scaffold"	5.65702730771461e-06	"ranksums"	"<0.05"
"0. RDKit Descriptors"	"1. MorganBits"	"RMSE"	"DOR"	" Scaffold"	0.00520192154044832	"ranksums"	"<0.05"
"0. RDKit Descriptors"	"2. MorganCounts"	"RMSE"	"DOR"	" Scaffold"	0.00652159522961408	"ranksums"	"<0.05"
"0. RDKit Descriptors"	"3. MACCS"	"RMSE"	"DOR"	" Scaffold"	0.399389395013695	"ranksums"	">=0.05"
"0. RDKit Descriptors"	"0. RDKit Descriptors"	"RMSE"	"DOR"	" Scaffold"	1	"ranksums"	">=0.05"
"0. RDKit Descriptors"	"5. PhysChem Descriptors"	"RMSE"	"DOR"	" Scaffold"	1.25557069040687e-08	"ranksums"	"<0.05"
"0. RDKit Descriptors"	"4. AtomPairs"	"RMSE"	"DOR"	" Scaffold"	0.00067282950584858	"ranksums"	"<0.05"
"5. PhysChem Descriptors"	"1. MorganBits"	"RMSE"	"DOR"	" Scaffold"	1.69313483916145e-10	"ranksums"	"<0.05"
"5. PhysChem Descriptors"	"2. MorganCounts"	"RMSE"	"DOR"	" Scaffold"	2.05326829901647e-10	"ranksums"	"<0.05"
"5. PhysChem Descriptors"	"3. MACCS"	"RMSE"	"DOR"	" Scaffold"	5.76683625810191e-08	"ranksums"	"<0.05"
"5. PhysChem Descriptors"	"0. RDKit Descriptors"	"RMSE"	"DOR"	" Scaffold"	1.25557069040687e-08	"ranksums"	"<0.05"
"5. PhysChem Descriptors"	"5. PhysChem Descriptors"	"RMSE"	"DOR"	" Scaffold"	1	"ranksums"	">=0.05"
"5. PhysChem Descriptors"	"4. AtomPairs"	"RMSE"	"DOR"	" Scaffold"	1.1483348024864e-10	"ranksums"	"<0.05"
"4. AtomPairs"	"1. MorganBits"	"RMSE"	"DOR"	" Scaffold"	0.700685660700552	"ranksums"	">=0.05"
"4. AtomPairs"	"2. MorganCounts"	"RMSE"	"DOR"	" Scaffold"	0.689760957275894	"ranksums"	">=0.05"
"4. AtomPairs"	"3. MACCS"	"RMSE"	"DOR"	" Scaffold"	5.65702730771461e-06	"ranksums"	"<0.05"
"4. AtomPairs"	"0. RDKit Descriptors"	"RMSE"	"DOR"	" Scaffold"	0.00067282950584858	"ranksums"	"<0.05"
"4. AtomPairs"	"5. PhysChem Descriptors"	"RMSE"	"DOR"	" Scaffold"	1.1483348024864e-10	"ranksums"	"<0.05"
"4. AtomPairs"	"4. AtomPairs"	"RMSE"	"DOR"	" Scaffold"	1	"ranksums"	">=0.05"
"1. MorganBits"	"1. MorganBits"	"RMSE"	"KOR"	" Scaffold"	1	"ranksums"	">=0.05"
"1. MorganBits"	"2. MorganCounts"	"RMSE"	"KOR"	" Scaffold"	0.689760957275894	"ranksums"	">=0.05"
"1. MorganBits"	"3. MACCS"	"RMSE"	"KOR"	" Scaffold"	1.80708780270684e-05	"ranksums"	"<0.05"
"1. MorganBits"	"0. RDKit Descriptors"	"RMSE"	"KOR"	" Scaffold"	0.00712883007556135	"ranksums"	"<0.05"
"1. MorganBits"	"5. PhysChem Descriptors"	"RMSE"	"KOR"	" Scaffold"	6.41463519308275e-10	"ranksums"	"<0.05"
"1. MorganBits"	"4. AtomPairs"	"RMSE"	"KOR"	" Scaffold"	0.952842429580199	"ranksums"	">=0.05"
"2. MorganCounts"	"1. MorganBits"	"RMSE"	"KOR"	" Scaffold"	0.689760957275894	"ranksums"	">=0.05"
"2. MorganCounts"	"2. MorganCounts"	"RMSE"	"KOR"	" Scaffold"	1	"ranksums"	">=0.05"
"2. MorganCounts"	"3. MACCS"	"RMSE"	"KOR"	" Scaffold"	1.20771791878894e-05	"ranksums"	"<0.05"
"2. MorganCounts"	"0. RDKit Descriptors"	"RMSE"	"KOR"	" Scaffold"	0.00341901044855435	"ranksums"	"<0.05"
"2. MorganCounts"	"5. PhysChem Descriptors"	"RMSE"	"KOR"	" Scaffold"	1.02179673458755e-09	"ranksums"	"<0.05"
"2. MorganCounts"	"4. AtomPairs"	"RMSE"	"KOR"	" Scaffold"	0.657380427110081	"ranksums"	">=0.05"
"3. MACCS"	"1. MorganBits"	"RMSE"	"KOR"	" Scaffold"	1.80708780270684e-05	"ranksums"	"<0.05"
"3. MACCS"	"2. MorganCounts"	"RMSE"	"KOR"	" Scaffold"	1.20771791878894e-05	"ranksums"	"<0.05"
"3. MACCS"	"3. MACCS"	"RMSE"	"KOR"	" Scaffold"	1	"ranksums"	">=0.05"
"3. MACCS"	"0. RDKit Descriptors"	"RMSE"	"KOR"	" Scaffold"	0.0413253615725104	"ranksums"	"<0.05"
"3. MACCS"	"5. PhysChem Descriptors"	"RMSE"	"KOR"	" Scaffold"	8.40120173049148e-05	"ranksums"	"<0.05"
"3. MACCS"	"4. AtomPairs"	"RMSE"	"KOR"	" Scaffold"	5.43359149466734e-05	"ranksums"	"<0.05"
"0. RDKit Descriptors"	"1. MorganBits"	"RMSE"	"KOR"	" Scaffold"	0.00712883007556135	"ranksums"	"<0.05"
"0. RDKit Descriptors"	"2. MorganCounts"	"RMSE"	"KOR"	" Scaffold"	0.00341901044855435	"ranksums"	"<0.05"
"0. RDKit Descriptors"	"3. MACCS"	"RMSE"	"KOR"	" Scaffold"	0.0413253615725104	"ranksums"	"<0.05"
"0. RDKit Descriptors"	"0. RDKit Descriptors"	"RMSE"	"KOR"	" Scaffold"	1	"ranksums"	">=0.05"
"0. RDKit Descriptors"	"5. PhysChem Descriptors"	"RMSE"	"KOR"	" Scaffold"	1.11072752878266e-07	"ranksums"	"<0.05"
"0. RDKit Descriptors"	"4. AtomPairs"	"RMSE"	"KOR"	" Scaffold"	0.0180053510254157	"ranksums"	"<0.05"
"5. PhysChem Descriptors"	"1. MorganBits"	"RMSE"	"KOR"	" Scaffold"	6.41463519308275e-10	"ranksums"	"<0.05"
