"mean_metric_score"	"std_metric_score"	"split_type"	"mol_rep"	"mol_prop"	"model_name"	"metric_name"
0.669833101464987	0.0624548985616835	"Random"	"4. AtomPairs"	"ESOL"	"RF"	"RMSE"
2.07380303897101	0.566481599146463	"Random"	"1. MorganBits"	"FreeSolv"	"RF"	"RMSE"
1.90232406637771	0.439643876404277	"Random"	"2. MorganCounts"	"FreeSolv"	"RF"	"RMSE"
1.17473133086324	0.278414418422428	"Random"	"3. MACCS"	"FreeSolv"	"RF"	"RMSE"
1.15052051375805	0.266226523061491	"Random"	"0. RDKit Descriptors"	"FreeSolv"	"RF"	"RMSE"
1.27382749553605	0.174177689298508	"Random"	"5. PhysChem Descriptors"	"FreeSolv"	"RF"	"RMSE"
1.7746969003884	0.324498346912123	"Random"	"4. AtomPairs"	"FreeSolv"	"RF"	"RMSE"
0.831909833028218	0.0373014760468675	"Random"	"1. MorganBits"	"Lipop"	"RF"	"RMSE"
0.776674753496449	0.0371452770136238	"Random"	"2. MorganCounts"	"Lipop"	"RF"	"RMSE"
0.817584350318724	0.0389046540144155	"Random"	"3. MACCS"	"Lipop"	"RF"	"RMSE"
0.700032287734965	0.0398614971607234	"Random"	"0. RDKit Descriptors"	"Lipop"	"RF"	"RMSE"
0.873094601353166	0.0409472566978668	"Random"	"5. PhysChem Descriptors"	"Lipop"	"RF"	"RMSE"
0.770194780143767	0.0362123678502085	"Random"	"4. AtomPairs"	"Lipop"	"RF"	"RMSE"
