"model_1"	"model_2"	"metric_name"	"mol_prop"	"split_type"	"p_value"	"stats_method"	"p_value_group"
"   RF"	"   RF"	"RMSE"	"FreeSolv"	"random"	1	"ranksums"	">=0.05"
"   RF"	"   SVM"	"RMSE"	"FreeSolv"	"random"	0.203564840611187	"ranksums"	">=0.05"
"   RF"	"   XGBoost"	"RMSE"	"FreeSolv"	"random"	0.0105365252586533	"ranksums"	"<0.05"
"   RF"	" RNN"	"RMSE"	"FreeSolv"	"random"	2.12588997773073e-05	"ranksums"	"<0.05"
"   RF"	"GCN"	"RMSE"	"FreeSolv"	"random"	5.84056947498936e-10	"ranksums"	"<0.05"
"   RF"	"GIN"	"RMSE"	"FreeSolv"	"random"	1.25557069040687e-08	"ranksums"	"<0.05"
"   RF"	"  MolBERT"	"RMSE"	"FreeSolv"	"random"	2.87194906632032e-11	"ranksums"	"<0.05"
"   RF"	"GROVER"	"RMSE"	"FreeSolv"	"random"	0.0863464464119469	"ranksums"	">=0.05"
"   SVM"	"   RF"	"RMSE"	"FreeSolv"	"random"	0.203564840611187	"ranksums"	">=0.05"
"   SVM"	"   SVM"	"RMSE"	"FreeSolv"	"random"	1	"ranksums"	">=0.05"
"   SVM"	"   XGBoost"	"RMSE"	"FreeSolv"	"random"	0.000541067663305024	"ranksums"	"<0.05"
"   SVM"	" RNN"	"RMSE"	"FreeSolv"	"random"	0.00147051638314442	"ranksums"	"<0.05"
"   SVM"	"GCN"	"RMSE"	"FreeSolv"	"random"	1.61897105367219e-09	"ranksums"	"<0.05"
"   SVM"	"GIN"	"RMSE"	"FreeSolv"	"random"	2.23398763166654e-06	"ranksums"	"<0.05"
"   SVM"	"  MolBERT"	"RMSE"	"FreeSolv"	"random"	2.87194906632032e-11	"ranksums"	"<0.05"
"   SVM"	"GROVER"	"RMSE"	"FreeSolv"	"random"	0.416135847078279	"ranksums"	">=0.05"
"   XGBoost"	"   RF"	"RMSE"	"FreeSolv"	"random"	0.0105365252586533	"ranksums"	"<0.05"
"   XGBoost"	"   SVM"	"RMSE"	"FreeSolv"	"random"	0.000541067663305024	"ranksums"	"<0.05"
"   XGBoost"	"   XGBoost"	"RMSE"	"FreeSolv"	"random"	1	"ranksums"	">=0.05"
"   XGBoost"	" RNN"	"RMSE"	"FreeSolv"	"random"	6.02912222890882e-08	"ranksums"	"<0.05"
"   XGBoost"	"GCN"	"RMSE"	"FreeSolv"	"random"	3.01189371187134e-10	"ranksums"	"<0.05"
"   XGBoost"	"GIN"	"RMSE"	"FreeSolv"	"random"	7.73262969786879e-10	"ranksums"	"<0.05"
"   XGBoost"	"  MolBERT"	"RMSE"	"FreeSolv"	"random"	2.87194906632032e-11	"ranksums"	"<0.05"
"   XGBoost"	"GROVER"	"RMSE"	"FreeSolv"	"random"	0.000309280912215564	"ranksums"	"<0.05"
" RNN"	"   RF"	"RMSE"	"FreeSolv"	"random"	2.12588997773073e-05	"ranksums"	"<0.05"
" RNN"	"   SVM"	"RMSE"	"FreeSolv"	"random"	0.00147051638314442	"ranksums"	"<0.05"
" RNN"	"   XGBoost"	"RMSE"	"FreeSolv"	"random"	6.02912222890882e-08	"ranksums"	"<0.05"
" RNN"	" RNN"	"RMSE"	"FreeSolv"	"random"	1	"ranksums"	">=0.05"
" RNN"	"GCN"	"RMSE"	"FreeSolv"	"random"	0.000125203901280756	"ranksums"	"<0.05"
" RNN"	"GIN"	"RMSE"	"FreeSolv"	"random"	0.0709217080220903	"ranksums"	">=0.05"
" RNN"	"  MolBERT"	"RMSE"	"FreeSolv"	"random"	9.62321963968219e-11	"ranksums"	"<0.05"
" RNN"	"GROVER"	"RMSE"	"FreeSolv"	"random"	0.0787420467241266	"ranksums"	">=0.05"
"GCN"	"   RF"	"RMSE"	"FreeSolv"	"random"	5.84056947498936e-10	"ranksums"	"<0.05"
"GCN"	"   SVM"	"RMSE"	"FreeSolv"	"random"	1.61897105367219e-09	"ranksums"	"<0.05"
"GCN"	"   XGBoost"	"RMSE"	"FreeSolv"	"random"	3.01189371187134e-10	"ranksums"	"<0.05"
"GCN"	" RNN"	"RMSE"	"FreeSolv"	"random"	0.000125203901280756	"ranksums"	"<0.05"
"GCN"	"GCN"	"RMSE"	"FreeSolv"	"random"	1	"ranksums"	">=0.05"
"GCN"	"GIN"	"RMSE"	"FreeSolv"	"random"	0.00375853192477805	"ranksums"	"<0.05"
"GCN"	"  MolBERT"	"RMSE"	"FreeSolv"	"random"	4.28553928406064e-11	"ranksums"	"<0.05"
"GCN"	"GROVER"	"RMSE"	"FreeSolv"	"random"	0.000346457398898125	"ranksums"	"<0.05"
"GIN"	"   RF"	"RMSE"	"FreeSolv"	"random"	1.25557069040687e-08	"ranksums"	"<0.05"
"GIN"	"   SVM"	"RMSE"	"FreeSolv"	"random"	2.23398763166654e-06	"ranksums"	"<0.05"
"GIN"	"   XGBoost"	"RMSE"	"FreeSolv"	"random"	7.73262969786879e-10	"ranksums"	"<0.05"
"GIN"	" RNN"	"RMSE"	"FreeSolv"	"random"	0.0709217080220903	"ranksums"	">=0.05"
"GIN"	"GCN"	"RMSE"	"FreeSolv"	"random"	0.00375853192477805	"ranksums"	"<0.05"
"GIN"	"GIN"	"RMSE"	"FreeSolv"	"random"	1	"ranksums"	">=0.05"
"GIN"	"  MolBERT"	"RMSE"	"FreeSolv"	"random"	4.73402068419889e-11	"ranksums"	"<0.05"
"GIN"	"GROVER"	"RMSE"	"FreeSolv"	"random"	0.00210389310941795	"ranksums"	"<0.05"
"  MolBERT"	"   RF"	"RMSE"	"FreeSolv"	"random"	2.87194906632032e-11	"ranksums"	"<0.05"
"  MolBERT"	"   SVM"	"RMSE"	"FreeSolv"	"random"	2.87194906632032e-11	"ranksums"	"<0.05"
"  MolBERT"	"   XGBoost"	"RMSE"	"FreeSolv"	"random"	2.87194906632032e-11	"ranksums"	"<0.05"
"  MolBERT"	" RNN"	"RMSE"	"FreeSolv"	"random"	9.62321963968219e-11	"ranksums"	"<0.05"
"  MolBERT"	"GCN"	"RMSE"	"FreeSolv"	"random"	4.28553928406064e-11	"ranksums"	"<0.05"
"  MolBERT"	"GIN"	"RMSE"	"FreeSolv"	"random"	4.73402068419889e-11	"ranksums"	"<0.05"
"  MolBERT"	"  MolBERT"	"RMSE"	"FreeSolv"	"random"	1	"ranksums"	">=0.05"
"  MolBERT"	"GROVER"	"RMSE"	"FreeSolv"	"random"	2.87194906632032e-11	"ranksums"	"<0.05"
"GROVER"	"   RF"	"RMSE"	"FreeSolv"	"random"	0.0863464464119469	"ranksums"	">=0.05"
"GROVER"	"   SVM"	"RMSE"	"FreeSolv"	"random"	0.416135847078279	"ranksums"	">=0.05"
"GROVER"	"   XGBoost"	"RMSE"	"FreeSolv"	"random"	0.000309280912215564	"ranksums"	"<0.05"
"GROVER"	" RNN"	"RMSE"	"FreeSolv"	"random"	0.0787420467241266	"ranksums"	">=0.05"
"GROVER"	"GCN"	"RMSE"	"FreeSolv"	"random"	0.000346457398898125	"ranksums"	"<0.05"
"GROVER"	"GIN"	"RMSE"	"FreeSolv"	"random"	0.00210389310941795	"ranksums"	"<0.05"
"GROVER"	"  MolBERT"	"RMSE"	"FreeSolv"	"random"	2.87194906632032e-11	"ranksums"	"<0.05"
"GROVER"	"GROVER"	"RMSE"	"FreeSolv"	"random"	1	"ranksums"	">=0.05"
"   RF"	"   RF"	"RMSE"	"Lipop"	"random"	1	"ranksums"	">=0.05"
"   RF"	"   SVM"	"RMSE"	"Lipop"	"random"	5.22831602652652e-11	"ranksums"	"<0.05"
"   RF"	"   XGBoost"	"RMSE"	"Lipop"	"random"	9.18087424269878e-07	"ranksums"	"<0.05"
"   RF"	" RNN"	"RMSE"	"Lipop"	"random"	2.87194906632032e-11	"ranksums"	"<0.05"
"   RF"	"GCN"	"RMSE"	"Lipop"	"random"	5.22831602652652e-11	"ranksums"	"<0.05"
"   RF"	"GIN"	"RMSE"	"Lipop"	"random"	0.000433677833506189	"ranksums"	"<0.05"
"   RF"	"  MolBERT"	"RMSE"	"Lipop"	"random"	3.17521724866798e-11	"ranksums"	"<0.05"
"   RF"	"GROVER"	"RMSE"	"Lipop"	"random"	2.87194906632032e-11	"ranksums"	"<0.05"
"   SVM"	"   RF"	"RMSE"	"Lipop"	"random"	5.22831602652652e-11	"ranksums"	"<0.05"
"   SVM"	"   SVM"	"RMSE"	"Lipop"	"random"	1	"ranksums"	">=0.05"
"   SVM"	"   XGBoost"	"RMSE"	"Lipop"	"random"	1.36901867984278e-08	"ranksums"	"<0.05"
"   SVM"	" RNN"	"RMSE"	"Lipop"	"random"	2.20423565524936e-05	"ranksums"	"<0.05"
"   SVM"	"GCN"	"RMSE"	"Lipop"	"random"	0.0059612885288648	"ranksums"	"<0.05"
"   SVM"	"GIN"	"RMSE"	"Lipop"	"random"	2.12839236281228e-09	"ranksums"	"<0.05"
"   SVM"	"  MolBERT"	"RMSE"	"Lipop"	"random"	0.870810804536042	"ranksums"	">=0.05"
"   SVM"	"GROVER"	"RMSE"	"Lipop"	"random"	6.8120053408138e-09	"ranksums"	"<0.05"
"   XGBoost"	"   RF"	"RMSE"	"Lipop"	"random"	9.18087424269878e-07	"ranksums"	"<0.05"
"   XGBoost"	"   SVM"	"RMSE"	"Lipop"	"random"	1.36901867984278e-08	"ranksums"	"<0.05"
"   XGBoost"	"   XGBoost"	"RMSE"	"Lipop"	"random"	1	"ranksums"	">=0.05"
"   XGBoost"	" RNN"	"RMSE"	"Lipop"	"random"	6.37303417845131e-11	"ranksums"	"<0.05"
"   XGBoost"	"GCN"	"RMSE"	"Lipop"	"random"	1.93121116964054e-05	"ranksums"	"<0.05"
"   XGBoost"	"GIN"	"RMSE"	"Lipop"	"random"	0.0210899464078764	"ranksums"	"<0.05"
"   XGBoost"	"  MolBERT"	"RMSE"	"Lipop"	"random"	3.65742836341826e-09	"ranksums"	"<0.05"
"   XGBoost"	"GROVER"	"RMSE"	"Lipop"	"random"	7.03394552480196e-11	"ranksums"	"<0.05"
" RNN"	"   RF"	"RMSE"	"Lipop"	"random"	2.87194906632032e-11	"ranksums"	"<0.05"
" RNN"	"   SVM"	"RMSE"	"Lipop"	"random"	2.20423565524936e-05	"ranksums"	"<0.05"
" RNN"	"   XGBoost"	"RMSE"	"Lipop"	"random"	6.37303417845131e-11	"ranksums"	"<0.05"
" RNN"	" RNN"	"RMSE"	"Lipop"	"random"	1	"ranksums"	">=0.05"
" RNN"	"GCN"	"RMSE"	"Lipop"	"random"	3.21373504044581e-08	"ranksums"	"<0.05"
" RNN"	"GIN"	"RMSE"	"Lipop"	"random"	3.87871447590138e-11	"ranksums"	"<0.05"
" RNN"	"  MolBERT"	"RMSE"	"Lipop"	"random"	3.7096889063393e-05	"ranksums"	"<0.05"
" RNN"	"GROVER"	"RMSE"	"Lipop"	"random"	0.000977489496784559	"ranksums"	"<0.05"
"GCN"	"   RF"	"RMSE"	"Lipop"	"random"	5.22831602652652e-11	"ranksums"	"<0.05"
"GCN"	"   SVM"	"RMSE"	"Lipop"	"random"	0.0059612885288648	"ranksums"	"<0.05"
"GCN"	"   XGBoost"	"RMSE"	"Lipop"	"random"	1.93121116964054e-05	"ranksums"	"<0.05"
"GCN"	" RNN"	"RMSE"	"Lipop"	"random"	3.21373504044581e-08	"ranksums"	"<0.05"
"GCN"	"GCN"	"RMSE"	"Lipop"	"random"	1	"ranksums"	">=0.05"
"GCN"	"GIN"	"RMSE"	"Lipop"	"random"	2.71411821224912e-08	"ranksums"	"<0.05"
"GCN"	"  MolBERT"	"RMSE"	"Lipop"	"random"	0.00181149797610815	"ranksums"	"<0.05"
"GCN"	"GROVER"	"RMSE"	"Lipop"	"random"	3.01189371187134e-10	"ranksums"	"<0.05"
"GIN"	"   RF"	"RMSE"	"Lipop"	"random"	0.000433677833506189	"ranksums"	"<0.05"
"GIN"	"   SVM"	"RMSE"	"Lipop"	"random"	2.12839236281228e-09	"ranksums"	"<0.05"
"GIN"	"   XGBoost"	"RMSE"	"Lipop"	"random"	0.0210899464078764	"ranksums"	"<0.05"
"GIN"	" RNN"	"RMSE"	"Lipop"	"random"	3.87871447590138e-11	"ranksums"	"<0.05"
"GIN"	"GCN"	"RMSE"	"Lipop"	"random"	2.71411821224912e-08	"ranksums"	"<0.05"
"GIN"	"GIN"	"RMSE"	"Lipop"	"random"	1	"ranksums"	">=0.05"
"GIN"	"  MolBERT"	"RMSE"	"Lipop"	"random"	2.2603904862877e-10	"ranksums"	"<0.05"
"GIN"	"GROVER"	"RMSE"	"Lipop"	"random"	4.28553928406064e-11	"ranksums"	"<0.05"
"  MolBERT"	"   RF"	"RMSE"	"Lipop"	"random"	3.17521724866798e-11	"ranksums"	"<0.05"
"  MolBERT"	"   SVM"	"RMSE"	"Lipop"	"random"	0.870810804536042	"ranksums"	">=0.05"
"  MolBERT"	"   XGBoost"	"RMSE"	"Lipop"	"random"	3.65742836341826e-09	"ranksums"	"<0.05"
"  MolBERT"	" RNN"	"RMSE"	"Lipop"	"random"	3.7096889063393e-05	"ranksums"	"<0.05"
"  MolBERT"	"GCN"	"RMSE"	"Lipop"	"random"	0.00181149797610815	"ranksums"	"<0.05"
"  MolBERT"	"GIN"	"RMSE"	"Lipop"	"random"	2.2603904862877e-10	"ranksums"	"<0.05"
"  MolBERT"	"  MolBERT"	"RMSE"	"Lipop"	"random"	1	"ranksums"	">=0.05"
"  MolBERT"	"GROVER"	"RMSE"	"Lipop"	"random"	5.22484569559294e-09	"ranksums"	"<0.05"
"GROVER"	"   RF"	"RMSE"	"Lipop"	"random"	2.87194906632032e-11	"ranksums"	"<0.05"
"GROVER"	"   SVM"	"RMSE"	"Lipop"	"random"	6.8120053408138e-09	"ranksums"	"<0.05"
"GROVER"	"   XGBoost"	"RMSE"	"Lipop"	"random"	7.03394552480196e-11	"ranksums"	"<0.05"
"GROVER"	" RNN"	"RMSE"	"Lipop"	"random"	0.000977489496784559	"ranksums"	"<0.05"
"GROVER"	"GCN"	"RMSE"	"Lipop"	"random"	3.01189371187134e-10	"ranksums"	"<0.05"
"GROVER"	"GIN"	"RMSE"	"Lipop"	"random"	4.28553928406064e-11	"ranksums"	"<0.05"
"GROVER"	"  MolBERT"	"RMSE"	"Lipop"	"random"	5.22484569559294e-09	"ranksums"	"<0.05"
"GROVER"	"GROVER"	"RMSE"	"Lipop"	"random"	1	"ranksums"	">=0.05"
