"model_1"	"model_2"	"metric_name"	"mol_prop"	"split_type"	"p_value"	"stats_method"	"p_value_group"
"  MolBERT"	"   XGBoost"	"RMSE"	" MOR"	"random"	5.22831602652652e-11	"ranksums"	"<0.05"
"  MolBERT"	" RNN"	"RMSE"	" MOR"	"random"	0.351636969005001	"ranksums"	">=0.05"
"  MolBERT"	"GCN"	"RMSE"	" MOR"	"random"	1.15127886155174e-08	"ranksums"	"<0.05"
"  MolBERT"	"GIN"	"RMSE"	" MOR"	"random"	3.87871447590138e-11	"ranksums"	"<0.05"
"  MolBERT"	"  MolBERT"	"RMSE"	" MOR"	"random"	1	"ranksums"	">=0.05"
"  MolBERT"	"GROVER"	"RMSE"	" MOR"	"random"	0.139289365686848	"ranksums"	">=0.05"
"GROVER"	"   RF"	"RMSE"	" MOR"	"random"	1.94330131592334e-09	"ranksums"	"<0.05"
"GROVER"	"   SVM"	"RMSE"	" MOR"	"random"	0.0475786020471988	"ranksums"	"<0.05"
"GROVER"	"   XGBoost"	"RMSE"	" MOR"	"random"	3.44536113152082e-06	"ranksums"	"<0.05"
"GROVER"	" RNN"	"RMSE"	" MOR"	"random"	0.169146461558491	"ranksums"	">=0.05"
"GROVER"	"GCN"	"RMSE"	" MOR"	"random"	0.000512111728435535	"ranksums"	"<0.05"
"GROVER"	"GIN"	"RMSE"	" MOR"	"random"	1.30573056177372e-07	"ranksums"	"<0.05"
"GROVER"	"  MolBERT"	"RMSE"	" MOR"	"random"	0.139289365686848	"ranksums"	">=0.05"
"GROVER"	"GROVER"	"RMSE"	" MOR"	"random"	1	"ranksums"	">=0.05"
"   RF"	"   RF"	"RMSE"	"DOR"	"random"	1	"ranksums"	">=0.05"
"   RF"	"   SVM"	"RMSE"	"DOR"	"random"	3.17521724866798e-11	"ranksums"	"<0.05"
"   RF"	"   XGBoost"	"RMSE"	"DOR"	"random"	1.7739278225827e-09	"ranksums"	"<0.05"
"   RF"	" RNN"	"RMSE"	"DOR"	"random"	2.87194906632032e-11	"ranksums"	"<0.05"
"   RF"	"GCN"	"RMSE"	"DOR"	"random"	3.17521724866798e-11	"ranksums"	"<0.05"
"   RF"	"GIN"	"RMSE"	"DOR"	"random"	4.8848156981151e-08	"ranksums"	"<0.05"
"   RF"	"  MolBERT"	"RMSE"	"DOR"	"random"	2.87194906632032e-11	"ranksums"	"<0.05"
"   RF"	"GROVER"	"RMSE"	"DOR"	"random"	3.17521724866798e-11	"ranksums"	"<0.05"
"   SVM"	"   RF"	"RMSE"	"DOR"	"random"	3.17521724866798e-11	"ranksums"	"<0.05"
"   SVM"	"   SVM"	"RMSE"	"DOR"	"random"	1	"ranksums"	">=0.05"
"   SVM"	"   XGBoost"	"RMSE"	"DOR"	"random"	1.34761965448825e-09	"ranksums"	"<0.05"
"   SVM"	" RNN"	"RMSE"	"DOR"	"random"	6.50572843638803e-06	"ranksums"	"<0.05"
"   SVM"	"GCN"	"RMSE"	"DOR"	"random"	0.870810804536042	"ranksums"	">=0.05"
"   SVM"	"GIN"	"RMSE"	"DOR"	"random"	1.22911475199739e-09	"ranksums"	"<0.05"
"   SVM"	"  MolBERT"	"RMSE"	"DOR"	"random"	2.48787397981522e-10	"ranksums"	"<0.05"
"   SVM"	"GROVER"	"RMSE"	"DOR"	"random"	9.19323673132505e-06	"ranksums"	"<0.05"
"   XGBoost"	"   RF"	"RMSE"	"DOR"	"random"	1.7739278225827e-09	"ranksums"	"<0.05"
"   XGBoost"	"   SVM"	"RMSE"	"DOR"	"random"	1.34761965448825e-09	"ranksums"	"<0.05"
"   XGBoost"	"   XGBoost"	"RMSE"	"DOR"	"random"	1	"ranksums"	">=0.05"
"   XGBoost"	" RNN"	"RMSE"	"DOR"	"random"	2.87194906632032e-11	"ranksums"	"<0.05"
"   XGBoost"	"GCN"	"RMSE"	"DOR"	"random"	6.23687442625586e-09	"ranksums"	"<0.05"
"   XGBoost"	"GIN"	"RMSE"	"DOR"	"random"	0.524952228275667	"ranksums"	">=0.05"
"   XGBoost"	"  MolBERT"	"RMSE"	"DOR"	"random"	2.87194906632032e-11	"ranksums"	"<0.05"
"   XGBoost"	"GROVER"	"RMSE"	"DOR"	"random"	2.55150761303332e-09	"ranksums"	"<0.05"
" RNN"	"   RF"	"RMSE"	"DOR"	"random"	2.87194906632032e-11	"ranksums"	"<0.05"
" RNN"	"   SVM"	"RMSE"	"DOR"	"random"	6.50572843638803e-06	"ranksums"	"<0.05"
" RNN"	"   XGBoost"	"RMSE"	"DOR"	"random"	2.87194906632032e-11	"ranksums"	"<0.05"
" RNN"	" RNN"	"RMSE"	"DOR"	"random"	1	"ranksums"	">=0.05"
" RNN"	"GCN"	"RMSE"	"DOR"	"random"	4.26655443220908e-06	"ranksums"	"<0.05"
" RNN"	"GIN"	"RMSE"	"DOR"	"random"	2.87194906632032e-11	"ranksums"	"<0.05"
" RNN"	"  MolBERT"	"RMSE"	"DOR"	"random"	0.160163936901791	"ranksums"	">=0.05"
" RNN"	"GROVER"	"RMSE"	"DOR"	"random"	0.0119589835689516	"ranksums"	"<0.05"
"GCN"	"   RF"	"RMSE"	"DOR"	"random"	3.17521724866798e-11	"ranksums"	"<0.05"
"GCN"	"   SVM"	"RMSE"	"DOR"	"random"	0.870810804536042	"ranksums"	">=0.05"
"GCN"	"   XGBoost"	"RMSE"	"DOR"	"random"	6.23687442625586e-09	"ranksums"	"<0.05"
"GCN"	" RNN"	"RMSE"	"DOR"	"random"	4.26655443220908e-06	"ranksums"	"<0.05"
"GCN"	"GCN"	"RMSE"	"DOR"	"random"	1	"ranksums"	">=0.05"
"GCN"	"GIN"	"RMSE"	"DOR"	"random"	3.99980746743526e-09	"ranksums"	"<0.05"
"GCN"	"  MolBERT"	"RMSE"	"DOR"	"random"	1.1483348024864e-10	"ranksums"	"<0.05"
"GCN"	"GROVER"	"RMSE"	"DOR"	"random"	7.47547107834127e-06	"ranksums"	"<0.05"
"GIN"	"   RF"	"RMSE"	"DOR"	"random"	4.8848156981151e-08	"ranksums"	"<0.05"
"GIN"	"   SVM"	"RMSE"	"DOR"	"random"	1.22911475199739e-09	"ranksums"	"<0.05"
"GIN"	"   XGBoost"	"RMSE"	"DOR"	"random"	0.524952228275667	"ranksums"	">=0.05"
"GIN"	" RNN"	"RMSE"	"DOR"	"random"	2.87194906632032e-11	"ranksums"	"<0.05"
"GIN"	"GCN"	"RMSE"	"DOR"	"random"	3.99980746743526e-09	"ranksums"	"<0.05"
"GIN"	"GIN"	"RMSE"	"DOR"	"random"	1	"ranksums"	">=0.05"
"GIN"	"  MolBERT"	"RMSE"	"DOR"	"random"	2.87194906632032e-11	"ranksums"	"<0.05"
"GIN"	"GROVER"	"RMSE"	"DOR"	"random"	1.61897105367219e-09	"ranksums"	"<0.05"
"  MolBERT"	"   RF"	"RMSE"	"DOR"	"random"	2.87194906632032e-11	"ranksums"	"<0.05"
"  MolBERT"	"   SVM"	"RMSE"	"DOR"	"random"	2.48787397981522e-10	"ranksums"	"<0.05"
"  MolBERT"	"   XGBoost"	"RMSE"	"DOR"	"random"	2.87194906632032e-11	"ranksums"	"<0.05"
"  MolBERT"	" RNN"	"RMSE"	"DOR"	"random"	0.160163936901791	"ranksums"	">=0.05"
"  MolBERT"	"GCN"	"RMSE"	"DOR"	"random"	1.1483348024864e-10	"ranksums"	"<0.05"
"  MolBERT"	"GIN"	"RMSE"	"DOR"	"random"	2.87194906632032e-11	"ranksums"	"<0.05"
"  MolBERT"	"  MolBERT"	"RMSE"	"DOR"	"random"	1	"ranksums"	">=0.05"
"  MolBERT"	"GROVER"	"RMSE"	"DOR"	"random"	0.00453105443653246	"ranksums"	"<0.05"
"GROVER"	"   RF"	"RMSE"	"DOR"	"random"	3.17521724866798e-11	"ranksums"	"<0.05"
"GROVER"	"   SVM"	"RMSE"	"DOR"	"random"	9.19323673132505e-06	"ranksums"	"<0.05"
"GROVER"	"   XGBoost"	"RMSE"	"DOR"	"random"	2.55150761303332e-09	"ranksums"	"<0.05"
"GROVER"	" RNN"	"RMSE"	"DOR"	"random"	0.0119589835689516	"ranksums"	"<0.05"
"GROVER"	"GCN"	"RMSE"	"DOR"	"random"	7.47547107834127e-06	"ranksums"	"<0.05"
"GROVER"	"GIN"	"RMSE"	"DOR"	"random"	1.61897105367219e-09	"ranksums"	"<0.05"
"GROVER"	"  MolBERT"	"RMSE"	"DOR"	"random"	0.00453105443653246	"ranksums"	"<0.05"
"GROVER"	"GROVER"	"RMSE"	"DOR"	"random"	1	"ranksums"	">=0.05"
"   RF"	"   RF"	"RMSE"	"KOR"	"random"	1	"ranksums"	">=0.05"
"   RF"	"   SVM"	"RMSE"	"KOR"	"random"	2.87194906632032e-11	"ranksums"	"<0.05"
"   RF"	"   XGBoost"	"RMSE"	"KOR"	"random"	2.7376658092235e-10	"ranksums"	"<0.05"
"   RF"	" RNN"	"RMSE"	"KOR"	"random"	2.87194906632032e-11	"ranksums"	"<0.05"
"   RF"	"GCN"	"RMSE"	"KOR"	"random"	2.87194906632032e-11	"ranksums"	"<0.05"
"   RF"	"GIN"	"RMSE"	"KOR"	"random"	7.76173468960547e-11	"ranksums"	"<0.05"
"   RF"	"  MolBERT"	"RMSE"	"KOR"	"random"	2.87194906632032e-11	"ranksums"	"<0.05"
"   RF"	"GROVER"	"RMSE"	"KOR"	"random"	2.87194906632032e-11	"ranksums"	"<0.05"
"   SVM"	"   RF"	"RMSE"	"KOR"	"random"	2.87194906632032e-11	"ranksums"	"<0.05"
"   SVM"	"   SVM"	"RMSE"	"KOR"	"random"	1	"ranksums"	">=0.05"
"   SVM"	"   XGBoost"	"RMSE"	"KOR"	"random"	3.87871447590138e-11	"ranksums"	"<0.05"
"   SVM"	" RNN"	"RMSE"	"KOR"	"random"	0.0119589835689516	"ranksums"	"<0.05"
"   SVM"	"GCN"	"RMSE"	"KOR"	"random"	0.000710141785345457	"ranksums"	"<0.05"
"   SVM"	"GIN"	"RMSE"	"KOR"	"random"	1.1483348024864e-10	"ranksums"	"<0.05"
"   SVM"	"  MolBERT"	"RMSE"	"KOR"	"random"	9.49730301429274e-05	"ranksums"	"<0.05"
"   SVM"	"GROVER"	"RMSE"	"KOR"	"random"	0.359334264539344	"ranksums"	">=0.05"
"   XGBoost"	"   RF"	"RMSE"	"KOR"	"random"	2.7376658092235e-10	"ranksums"	"<0.05"
"   XGBoost"	"   SVM"	"RMSE"	"KOR"	"random"	3.87871447590138e-11	"ranksums"	"<0.05"
"   XGBoost"	"   XGBoost"	"RMSE"	"KOR"	"random"	1	"ranksums"	">=0.05"
"   XGBoost"	" RNN"	"RMSE"	"KOR"	"random"	1.86472615897586e-10	"ranksums"	"<0.05"
"   XGBoost"	"GCN"	"RMSE"	"KOR"	"random"	8.56299390490084e-11	"ranksums"	"<0.05"
"   XGBoost"	"GIN"	"RMSE"	"KOR"	"random"	0.00544473508216336	"ranksums"	"<0.05"
"   XGBoost"	"  MolBERT"	"RMSE"	"KOR"	"random"	2.87194906632032e-11	"ranksums"	"<0.05"
"   XGBoost"	"GROVER"	"RMSE"	"KOR"	"random"	1.94330131592334e-09	"ranksums"	"<0.05"
" RNN"	"   RF"	"RMSE"	"KOR"	"random"	2.87194906632032e-11	"ranksums"	"<0.05"
" RNN"	"   SVM"	"RMSE"	"KOR"	"random"	0.0119589835689516	"ranksums"	"<0.05"
" RNN"	"   XGBoost"	"RMSE"	"KOR"	"random"	1.86472615897586e-10	"ranksums"	"<0.05"
" RNN"	" RNN"	"RMSE"	"KOR"	"random"	1	"ranksums"	">=0.05"
" RNN"	"GCN"	"RMSE"	"KOR"	"random"	0.711672625487313	"ranksums"	">=0.05"
" RNN"	"GIN"	"RMSE"	"KOR"	"random"	1.20441624662381e-07	"ranksums"	"<0.05"
" RNN"	"  MolBERT"	"RMSE"	"KOR"	"random"	3.70061293474096e-06	"ranksums"	"<0.05"
" RNN"	"GROVER"	"RMSE"	"KOR"	"random"	0.0810611055553891	"ranksums"	">=0.05"
"GCN"	"   RF"	"RMSE"	"KOR"	"random"	2.87194906632032e-11	"ranksums"	"<0.05"
"GCN"	"   SVM"	"RMSE"	"KOR"	"random"	0.000710141785345457	"ranksums"	"<0.05"
"GCN"	"   XGBoost"	"RMSE"	"KOR"	"random"	8.56299390490084e-11	"ranksums"	"<0.05"
"GCN"	" RNN"	"RMSE"	"KOR"	"random"	0.711672625487313	"ranksums"	">=0.05"
"GCN"	"GCN"	"RMSE"	"KOR"	"random"	1	"ranksums"	">=0.05"
"GCN"	"GIN"	"RMSE"	"KOR"	"random"	6.23687442625586e-09	"ranksums"	"<0.05"
"GCN"	"  MolBERT"	"RMSE"	"KOR"	"random"	2.95369449102501e-08	"ranksums"	"<0.05"
"GCN"	"GROVER"	"RMSE"	"KOR"	"random"	0.0332577966305004	"ranksums"	"<0.05"
"GIN"	"   RF"	"RMSE"	"KOR"	"random"	7.76173468960547e-11	"ranksums"	"<0.05"
"GIN"	"   SVM"	"RMSE"	"KOR"	"random"	1.1483348024864e-10	"ranksums"	"<0.05"
"GIN"	"   XGBoost"	"RMSE"	"KOR"	"random"	0.00544473508216336	"ranksums"	"<0.05"
"GIN"	" RNN"	"RMSE"	"KOR"	"random"	1.20441624662381e-07	"ranksums"	"<0.05"
"GIN"	"GCN"	"RMSE"	"KOR"	"random"	6.23687442625586e-09	"ranksums"	"<0.05"
"GIN"	"GIN"	"RMSE"	"KOR"	"random"	1	"ranksums"	">=0.05"
"GIN"	"  MolBERT"	"RMSE"	"KOR"	"random"	3.17521724866798e-11	"ranksums"	"<0.05"
"GIN"	"GROVER"	"RMSE"	"KOR"	"random"	7.89286156048025e-07	"ranksums"	"<0.05"
"  MolBERT"	"   RF"	"RMSE"	"KOR"	"random"	2.87194906632032e-11	"ranksums"	"<0.05"
"  MolBERT"	"   SVM"	"RMSE"	"KOR"	"random"	9.49730301429274e-05	"ranksums"	"<0.05"
"  MolBERT"	"   XGBoost"	"RMSE"	"KOR"	"random"	2.87194906632032e-11	"ranksums"	"<0.05"
"  MolBERT"	" RNN"	"RMSE"	"KOR"	"random"	3.70061293474096e-06	"ranksums"	"<0.05"
"  MolBERT"	"GCN"	"RMSE"	"KOR"	"random"	2.95369449102501e-08	"ranksums"	"<0.05"
"  MolBERT"	"GIN"	"RMSE"	"KOR"	"random"	3.17521724866798e-11	"ranksums"	"<0.05"
"  MolBERT"	"  MolBERT"	"RMSE"	"KOR"	"random"	1	"ranksums"	">=0.05"
"  MolBERT"	"GROVER"	"RMSE"	"KOR"	"random"	0.604838651327524	"ranksums"	">=0.05"
"GROVER"	"   RF"	"RMSE"	"KOR"	"random"	2.87194906632032e-11	"ranksums"	"<0.05"
"GROVER"	"   SVM"	"RMSE"	"KOR"	"random"	0.359334264539344	"ranksums"	">=0.05"
"GROVER"	"   XGBoost"	"RMSE"	"KOR"	"random"	1.94330131592334e-09	"ranksums"	"<0.05"
"GROVER"	" RNN"	"RMSE"	"KOR"	"random"	0.0810611055553891	"ranksums"	">=0.05"
"GROVER"	"GCN"	"RMSE"	"KOR"	"random"	0.0332577966305004	"ranksums"	"<0.05"
"GROVER"	"GIN"	"RMSE"	"KOR"	"random"	7.89286156048025e-07	"ranksums"	"<0.05"
"GROVER"	"  MolBERT"	"RMSE"	"KOR"	"random"	0.604838651327524	"ranksums"	">=0.05"
"GROVER"	"GROVER"	"RMSE"	"KOR"	"random"	1	"ranksums"	">=0.05"
