"split_type"	"mol_rep"	"mol_prop"	"model_name"	"mean_metric_score.RMSE"	"std_metric_score.RMSE"	"mean_metric_score.MAE"	"std_metric_score.MAE"	"mean_metric_score.R2"	"std_metric_score.R2"	"mean_metric_score.Pearson_R"	"std_metric_score.Pearson_R"
"Random"	"5. PhysChem Descriptors"	"  MDR1"	"RF"	1.84246064829744	0.204278168603197	1.21966985304337	0.0919984275414508	0.720020523951929	0.077360586015267	0.851137678804679	0.0452513005454882
"Random"	"4. AtomPairs"	"  MDR1"	"RF"	1.40781418396564	0.178642338240607	0.944195489403052	0.080328419393932	0.836365055942416	0.0488639079825594	0.917293978680195	0.0249062912778507
"Random"	"1. MorganBits"	"  MDR1"	"SVM"	1.74961942190282	0.173812551324866	1.21468563673502	0.0910233802979421	0.747392252276727	0.0715575381755155	0.877547466803357	0.0291205829976318
"Random"	"2. MorganCounts"	"  MDR1"	"SVM"	1.71500613824559	0.179274349335844	1.17191365464392	0.0894207684677818	0.756702660195886	0.0695067031641594	0.884017368278682	0.0274938617034884
"Random"	"3. MACCS"	"  MDR1"	"SVM"	2.05624264772331	0.145172454090635	1.52835815227221	0.0920006743668263	0.654472371375261	0.0725469209679506	0.816077505109337	0.0400942254268844
"Random"	"0. RDKit Descriptors"	"  MDR1"	"SVM"	1.79230104562859	0.131129511687525	1.28641655299611	0.0944242921405478	0.739088833745562	0.0508072708688547	0.86392652002605	0.027812367982252
"Random"	"5. PhysChem Descriptors"	"  MDR1"	"SVM"	4.61354817215531	1.71478291773929	3.61096950705092	1.54507866437026	-1.01158531173938	1.8477062899047	0.382460601174748	0.121801761225808
"Random"	"4. AtomPairs"	"  MDR1"	"SVM"	3.02947702006939	0.430235417040638	1.84283496359252	0.157952997785235	0.237379104055535	0.255686663011646	0.724051749378491	0.0585589758730936
"Random"	"1. MorganBits"	"  MDR1"	"XGBoost"	1.66210703665617	0.165597351854362	1.22454169696948	0.0869333360588567	0.77310996224312	0.0576092508122311	0.884621055224108	0.0324401802407284
"Random"	"2. MorganCounts"	"  MDR1"	"XGBoost"	1.58530834699661	0.163006872692941	1.15897029585563	0.0751233432367608	0.794069685236561	0.0514574929724442	0.895783851573194	0.0293764575544934
"Random"	"3. MACCS"	"  MDR1"	"XGBoost"	1.68479892563879	0.11815887815068	1.25037456227537	0.0680428259411326	0.767850466502934	0.0494487717190498	0.880945003947404	0.0273093190813647
"Random"	"0. RDKit Descriptors"	"  MDR1"	"XGBoost"	1.50847060950127	0.142676152203497	1.0752126202584	0.0804203510060097	0.813623413546142	0.0474638153743801	0.905696621616523	0.0254353583783839
"Random"	"5. PhysChem Descriptors"	"  MDR1"	"XGBoost"	2.01910484764443	0.1690881069545	1.46051495647676	0.0924196222080075	0.667538084436483	0.0716613148281735	0.822287849126549	0.0455526137075093
"Random"	"4. AtomPairs"	"  MDR1"	"XGBoost"	1.52164183951298	0.166418216675492	1.09647891068067	0.0804165648481635	0.809466956979809	0.0514440706179124	0.903453677022655	0.0284069838590699
"Random"	"1. MorganBits"	" CYP2D6"	"RF"	1.54854119766039	0.075056921551574	1.13228844115211	0.0481082069696606	0.397601037668823	0.0495054782752428	0.634077629756278	0.0392139001373495
"Random"	"2. MorganCounts"	" CYP2D6"	"RF"	1.54127383834457	0.0789358447078478	1.122548806232	0.0524755588640832	0.403189240305797	0.0520028496787001	0.639087754973361	0.0425664427570257
"Random"	"3. MACCS"	" CYP2D6"	"RF"	1.56410224672715	0.0835102224724947	1.16290915198457	0.0621380821720114	0.384706861031107	0.0623396547152534	0.624979732013834	0.0473163349332569
"Random"	"0. RDKit Descriptors"	" CYP2D6"	"RF"	1.57284446254524	0.0788233234036672	1.16919128618153	0.0512492856273945	0.379106633563349	0.0454860557332264	0.621487287588457	0.0396209817981662
"Random"	"5. PhysChem Descriptors"	" CYP2D6"	"RF"	1.6969619577521	0.0783225652415921	1.28185598711863	0.046842881135427	0.27652089418338	0.0593718756160613	0.534806596818845	0.0476777811702766
"Random"	"4. AtomPairs"	" CYP2D6"	"RF"	1.54562645852993	0.0831253168565081	1.1404967003143	0.0524612955571459	0.399872680099282	0.0531044349154285	0.639009346993944	0.0463466476670457
"Random"	"1. MorganBits"	" CYP2D6"	"SVM"	2.08941687127084	0.133132306247682	1.5286072576346	0.0860499336008173	-0.100199200880114	0.14188961456709	0.465263784793005	0.0506608252683239
"Random"	"2. MorganCounts"	" CYP2D6"	"SVM"	2.09794131501804	0.120488299463511	1.5485110738319	0.0800210439308142	-0.110723120978312	0.147584231442748	0.474500685899525	0.0550814525709629
"Random"	"3. MACCS"	" CYP2D6"	"SVM"	1.78912496146388	0.0858303807350731	1.34487047836841	0.0680129395211579	0.195417333106498	0.0714506057119226	0.467610718709315	0.0646713077833423
"Random"	"0. RDKit Descriptors"	" CYP2D6"	"SVM"	1.80509775875035	0.088609870394323	1.34122592485084	0.0641706347038381	0.181551480318922	0.0665651442857727	0.455027796505587	0.0589916262479635
"Random"	"5. PhysChem Descriptors"	" CYP2D6"	"SVM"	2.43788591177267	0.540492490839574	1.97500203155989	0.511112940804083	-0.556385623029055	0.714382635602653	0.281593331028338	0.063141983049365
