"split_type"	"mol_rep"	"mol_prop"	"model_name"	"mean_metric_score.RMSE"	"std_metric_score.RMSE"	"mean_metric_score.MAE"	"std_metric_score.MAE"	"mean_metric_score.R2"	"std_metric_score.R2"	"mean_metric_score.Pearson_R"	"std_metric_score.Pearson_R"
"Random"	"4. AtomPairs"	" CYP2D6"	"SVM"	3.03214214863424	0.301997333442225	2.11067767012782	0.088068606846666	-1.33536965956385	0.504033961187621	0.348238200616395	0.0734954041475185
"Random"	"1. MorganBits"	" CYP2D6"	"XGBoost"	1.68786441213196	0.0797807832951667	1.28716351014077	0.0536499510555343	0.285167989115245	0.0457340025411761	0.54852173380218	0.0499647820196053
"Random"	"2. MorganCounts"	" CYP2D6"	"XGBoost"	1.6953913283587	0.0743452985860431	1.28852942695299	0.0504347573192643	0.27855144468482	0.0461650021220346	0.540949839702816	0.0503819854088991
"Random"	"3. MACCS"	" CYP2D6"	"XGBoost"	1.70404961927717	0.0786188106618751	1.30027726980565	0.0632431464629108	0.270635574292849	0.0566439291232219	0.524041652218451	0.0569092191060747
"Random"	"0. RDKit Descriptors"	" CYP2D6"	"XGBoost"	1.6401308103753	0.0754536106754511	1.23336287585003	0.0607138739514286	0.324433894189741	0.0518626936845177	0.575929287961773	0.0497200579036624
"Random"	"5. PhysChem Descriptors"	" CYP2D6"	"XGBoost"	1.78344718530157	0.0753568862321389	1.36366264261584	0.0506047228177472	0.20196802103554	0.0440326233234996	0.454376744731061	0.0473191316850514
"Random"	"4. AtomPairs"	" CYP2D6"	"XGBoost"	1.65597784851164	0.0772264291515002	1.25186762119011	0.0519291533459797	0.311520715040348	0.0497545774661438	0.567587233227245	0.0510651888774017
"Random"	"1. MorganBits"	" CYP3A4"	"RF"	1.37820104829707	0.0954744737150874	0.966134848637664	0.0458859935077739	0.570995507323705	0.052788202322838	0.756934179488345	0.0353446608118013
"Random"	"2. MorganCounts"	" CYP3A4"	"RF"	1.35409107145153	0.087761016605845	0.952354662319111	0.0407306574362592	0.585617915116708	0.0511044162075059	0.767014292373195	0.0341953485804373
"Random"	"3. MACCS"	" CYP3A4"	"RF"	1.51491618753558	0.0846440994370652	1.08218039790451	0.0466866751297459	0.481743825510184	0.056724155371397	0.69647773781875	0.0398123804579966
"Random"	"0. RDKit Descriptors"	" CYP3A4"	"RF"	1.48079817018543	0.0945946148366626	1.06588147075821	0.0562738335452781	0.50495029871174	0.0556086164400808	0.714855501226401	0.040802864930424
"Random"	"5. PhysChem Descriptors"	" CYP3A4"	"RF"	1.69310791762758	0.0926747014549427	1.23289625460555	0.0623092492642595	0.353350082446869	0.0609095156286625	0.596637836766327	0.0490323078598112
"Random"	"4. AtomPairs"	" CYP3A4"	"RF"	1.37785757728156	0.091953056999644	0.981988606326709	0.0499814663297548	0.570597071816525	0.0562550361185701	0.758282013371183	0.0385218461122345
"Random"	"1. MorganBits"	" CYP3A4"	"SVM"	1.93021937385551	0.111597165153542	1.39039583814061	0.0633802660703685	0.156061278913761	0.113024919824603	0.583664413601464	0.0501163724132582
"Random"	"2. MorganCounts"	" CYP3A4"	"SVM"	1.95391834046031	0.12178295058319	1.39903683181461	0.0681586766070381	0.134189568555727	0.124085539451142	0.584017429525152	0.048538520396957
"Random"	"3. MACCS"	" CYP3A4"	"SVM"	1.9121759451564	0.0944208037212287	1.39256274938799	0.0605200280857123	0.176688170313686	0.0541411492953834	0.446712729948566	0.0506179840099522
"Random"	"0. RDKit Descriptors"	" CYP3A4"	"SVM"	1.8303007054769	0.0958031270722302	1.31405769413428	0.0610912312413205	0.246193271291094	0.0437105114179263	0.517099029512778	0.0375369182624351
"Random"	"5. PhysChem Descriptors"	" CYP3A4"	"SVM"	2.46131388451581	0.538622064790895	1.94925678020937	0.502537169102707	-0.41439349105649	0.632115868941999	0.305312466819178	0.0817125013303606
"Random"	"4. AtomPairs"	" CYP3A4"	"SVM"	2.35854684228491	0.213911913649163	1.68665673215299	0.108433937576353	-0.271809257951685	0.277080916428295	0.517133692482598	0.063539866494714
"Random"	"1. MorganBits"	" CYP3A4"	"XGBoost"	1.60622929843734	0.0901999086476939	1.20912854906206	0.0523496501599392	0.418314735981428	0.0528798137492019	0.660886581162874	0.0455578034833023
"Random"	"2. MorganCounts"	" CYP3A4"	"XGBoost"	1.57313596471974	0.0892980135114107	1.18495958469727	0.0544919226901819	0.442094639426383	0.0499897786795764	0.679527489939027	0.0404303854763445
"Random"	"3. MACCS"	" CYP3A4"	"XGBoost"	1.6955386932299	0.0841080276990154	1.27456863371512	0.0514848572857027	0.352222081289151	0.0493954823580314	0.600004757928262	0.0464188180317074
"Random"	"0. RDKit Descriptors"	" CYP3A4"	"XGBoost"	1.63950398289138	0.0847004437985777	1.22379668444581	0.0530920044374648	0.394077480345192	0.0496775976332225	0.633432493367286	0.0422296747264992
"Random"	"5. PhysChem Descriptors"	" CYP3A4"	"XGBoost"	1.8317780277035	0.0826604565419473	1.37880613039746	0.054314760781311	0.244516367661242	0.0419345836401185	0.497181828404687	0.0428933108361402
"Random"	"4. AtomPairs"	" CYP3A4"	"XGBoost"	1.5399596398527	0.0810264314579978	1.15643018730196	0.0520026049594397	0.464843347013476	0.0508889265415096	0.690087464246292	0.0390838894970779
"Random"	"1. MorganBits"	" MOR"	"RF"	1.71786518256813	0.0905678799486066	1.21762148667837	0.0556873853754155	0.671975572263798	0.031701592381803	0.820752052667181	0.0191258622987737
"Random"	"2. MorganCounts"	" MOR"	"RF"	1.70189379410835	0.0859281777635891	1.21037994205014	0.0511945177527536	0.677923163377687	0.0320170441217999	0.824294191989098	0.019547560474525
"Random"	"3. MACCS"	" MOR"	"RF"	1.87798657787066	0.0910410925518732	1.36825130260387	0.0556677349843249	0.607903389206551	0.037334874919037	0.781347068261158	0.0234242127284496
"Random"	"0. RDKit Descriptors"	" MOR"	"RF"	1.84252538587288	0.0989160764465112	1.32986591811884	0.0620579393732544	0.622604509124507	0.0373582356686762	0.792117409709922	0.024359612485064
"Random"	"5. PhysChem Descriptors"	" MOR"	"RF"	2.20286826058816	0.110568653544441	1.65967229783892	0.070296539604442	0.460978725309692	0.0468736696822976	0.680900772955864	0.0332973521284801
"Random"	"4. AtomPairs"	" MOR"	"RF"	1.7321867775546	0.0911698198836896	1.24884308027559	0.0497128149211795	0.666691745611874	0.0307785508817874	0.819237560442443	0.0194299422107812
"Random"	"1. MorganBits"	" MOR"	"SVM"	2.09194427099476	0.114019241354548	1.53494316186525	0.0727215996499578	0.513263689972754	0.0506302456944982	0.74461655696628	0.0282005125385545
"Random"	"2. MorganCounts"	" MOR"	"SVM"	2.19933392237082	0.1102731969759	1.58904196711634	0.0666927267533217	0.461746466068637	0.0569684468331574	0.723510003214622	0.0284545069975252
"Random"	"3. MACCS"	" MOR"	"SVM"	2.52295449715681	0.117513280925117	1.92069335534353	0.0869190830035746	0.293166649321445	0.0567852010749481	0.560350129124606	0.0390856771263017
"Random"	"0. RDKit Descriptors"	" MOR"	"SVM"	2.35880590673336	0.100626170051469	1.77411788003849	0.0736298455790275	0.382039687566315	0.0485879172011745	0.626884417122406	0.0339708116862986
"Random"	"5. PhysChem Descriptors"	" MOR"	"SVM"	4.36168886346153	1.52351023232071	3.53437029054082	1.31743345417488	-1.34325335207323	1.94018228096503	0.317423872845184	0.0667106499307022
"Random"	"4. AtomPairs"	" MOR"	"SVM"	3.18121593303393	0.444102961714427	2.1438019997586	0.171416209339449	-0.148565203764558	0.375312064365881	0.572335318851328	0.0654209144997414
"Random"	"1. MorganBits"	" MOR"	"XGBoost"	2.01586030232538	0.0761158139202179	1.54999100062499	0.0567415052420319	0.548959611026831	0.0283919020032427	0.75517509520361	0.0230278148351828
"Random"	"2. MorganCounts"	" MOR"	"XGBoost"	1.98798217678169	0.0719720221051325	1.52260644966091	0.0525168542026115	0.561307529305397	0.0274916543069214	0.762074970561911	0.0214745231328573
"Random"	"3. MACCS"	" MOR"	"XGBoost"	2.22632546669598	0.0941272507017966	1.72819806682358	0.0680579035755603	0.449993655252112	0.0358333197069097	0.67932255116922	0.0298858389269373
"Random"	"0. RDKit Descriptors"	" MOR"	"XGBoost"	2.06643992680846	0.0945525833680219	1.56456789572298	0.0677100625098016	0.526235769947297	0.0313787780876571	0.731507218197953	0.0234876041018684
"Random"	"5. PhysChem Descriptors"	" MOR"	"XGBoost"	2.51269067293178	0.0932391936055245	1.99738397200458	0.0744630399430426	0.299487650111815	0.0387769540775382	0.555513783956573	0.0387040182029026
"Random"	"4. AtomPairs"	" MOR"	"XGBoost"	1.92350166837344	0.076846621604286	1.45544480373541	0.0590644671152151	0.589374588862595	0.02649192906334	0.776017441198706	0.0191473195906232
"Random"	"1. MorganBits"	"DOR"	"RF"	1.59633951003975	0.103636166528176	1.15942355146055	0.0690933440573394	0.727705137228951	0.0334500498730311	0.854184318943257	0.0199845407968869
"Random"	"2. MorganCounts"	"DOR"	"RF"	1.57999953318727	0.103726422787664	1.14464172778051	0.0680179226736484	0.73330062661796	0.0325003302159589	0.857615688064045	0.0194473176542173
"Random"	"3. MACCS"	"DOR"	"RF"	1.82060080360367	0.0873365248611708	1.35415997261016	0.0630416105406425	0.646377852940923	0.0304092309564877	0.8058898698991	0.0186998668272595
"Random"	"0. RDKit Descriptors"	"DOR"	"RF"	1.71464588143724	0.0821905010424318	1.2687858852434	0.0605572849588185	0.68642572956534	0.0259459773146297	0.833044680516742	0.0164942948338118
"Random"	"5. PhysChem Descriptors"	"DOR"	"RF"	2.23974871929703	0.103821982789594	1.66710653035586	0.0833890607148039	0.464899243056577	0.0440778983436974	0.683966923408055	0.0322477168913402
"Random"	"4. AtomPairs"	"DOR"	"RF"	1.63405096560808	0.074970109760105	1.20210402361464	0.0581593750632632	0.715297207139339	0.0217352288672158	0.849451473953115	0.0133741529021844
"Random"	"1. MorganBits"	"DOR"	"SVM"	1.90034352762563	0.0847495927643978	1.4074761605282	0.0575158955924975	0.614307065465012	0.0362379359052935	0.802806684999527	0.0174802262257714
"Random"	"2. MorganCounts"	"DOR"	"SVM"	1.99666108274814	0.108087858546697	1.46127976902074	0.0631800514082761	0.57455681897569	0.0407165803811332	0.783367204134445	0.0200973264544458
"Random"	"3. MACCS"	"DOR"	"SVM"	2.38586870303137	0.0869545237764766	1.84487563389735	0.0760710998654648	0.393126504388601	0.0380772533164363	0.633820897931628	0.0256280171435317
"Random"	"0. RDKit Descriptors"	"DOR"	"SVM"	2.13330146709187	0.0959054631426548	1.6340111379498	0.0754696163479973	0.514303923500625	0.0424118634540599	0.720457097805081	0.0274641177468712
"Random"	"5. PhysChem Descriptors"	"DOR"	"SVM"	3.78429678896847	0.984910527603085	2.99459916487699	0.806386845458014	-0.604648475842344	0.870929190065585	0.307337265111679	0.0636830538811715
"Random"	"4. AtomPairs"	"DOR"	"SVM"	3.02400620413504	0.339404459956514	2.08064990635247	0.141396655125181	0.0101772431845456	0.251833270724569	0.630967167555793	0.049308301337152
"Random"	"1. MorganBits"	"DOR"	"XGBoost"	1.84627659366665	0.096391287501545	1.43002707712669	0.0817336584856115	0.636635878320035	0.0297554336524218	0.810125939649549	0.0196037705460643
"Random"	"2. MorganCounts"	"DOR"	"XGBoost"	1.83613592972646	0.0956410454702709	1.42083354710112	0.0786775739604664	0.640610817496573	0.02961142758294	0.812905191526012	0.0201235161973031
"Random"	"3. MACCS"	"DOR"	"XGBoost"	2.10223156332677	0.0744464129735676	1.62469326903811	0.0667463903505042	0.528799856255674	0.0297360038036364	0.732587494092539	0.0211044364515433
"Random"	"0. RDKit Descriptors"	"DOR"	"XGBoost"	1.9147151726654	0.0851235535178805	1.46793602449531	0.070807628363256	0.609155771552845	0.0284184531065728	0.786619232426115	0.0194906242908937
"Random"	"5. PhysChem Descriptors"	"DOR"	"XGBoost"	2.5221940431934	0.0974379794791397	1.98454204541397	0.085583061267528	0.322309695181349	0.0357371336419148	0.577148521232234	0.0355223037139324
"Random"	"4. AtomPairs"	"DOR"	"XGBoost"	1.8102623617503	0.0768013590681684	1.39244673875116	0.0646140474087904	0.65059059516151	0.0253679114081219	0.813349435392595	0.0174612641724631
"Random"	"1. MorganBits"	"KOR"	"RF"	1.71759594134521	0.0849591769727887	1.25882274393585	0.0563948644244433	0.711659321647155	0.0368685733807782	0.844572616293238	0.0214789441036814
"Random"	"2. MorganCounts"	"KOR"	"RF"	1.69694447287902	0.0800125674195614	1.24246639312011	0.0513680874578192	0.718714359053471	0.0338728016258865	0.848651988576824	0.0198570600262837
"Random"	"3. MACCS"	"KOR"	"RF"	1.90626449021943	0.0889514725366152	1.41224583822349	0.0538741070909122	0.64512191797292	0.0419528076975941	0.804574345080997	0.0250608075543834
"Random"	"0. RDKit Descriptors"	"KOR"	"RF"	1.81297833398806	0.0847490305088586	1.35348885503517	0.0533485550356352	0.679127404257931	0.0366381679443269	0.827836932823362	0.023152005044554
"Random"	"5. PhysChem Descriptors"	"KOR"	"RF"	2.21886031596418	0.106034734893035	1.68392616350494	0.0757966763382768	0.519530318986785	0.0548538741461386	0.722354019762692	0.0372798804215413
"Random"	"4. AtomPairs"	"KOR"	"RF"	1.72820843683939	0.0857039115855493	1.28438829928824	0.0581050674343833	0.708168886407256	0.036293174518243	0.843696159860212	0.0219830978837477
"Random"	"1. MorganBits"	"KOR"	"SVM"	2.14439333624206	0.126423187305053	1.60168113450763	0.0731776084796075	0.550475157310541	0.0623140284184338	0.768813311241397	0.0279776102311316
"Random"	"2. MorganCounts"	"KOR"	"SVM"	2.20599872655912	0.120636729140682	1.62598342674083	0.0730388861054426	0.524509437886784	0.0612154139119215	0.759640813300879	0.0268765853785647
"Random"	"3. MACCS"	"KOR"	"SVM"	2.48829544228803	0.107475683776042	1.90302402403365	0.0760868123348211	0.397622579155141	0.0445453055090829	0.638022876785574	0.0304259411828544
"Random"	"0. RDKit Descriptors"	"KOR"	"SVM"	2.41997931652932	0.0978865384244621	1.86500001289441	0.0790017604681209	0.429508923817032	0.0512455289087874	0.658465146201702	0.0371552993056766
"Random"	"5. PhysChem Descriptors"	"KOR"	"SVM"	4.38912533570602	1.60269806172899	3.51978279772886	1.42658545214985	-1.10082927873207	1.56384472913587	0.346421480138839	0.109872487912524
"Random"	"4. AtomPairs"	"KOR"	"SVM"	3.38330530643974	0.453945526406803	2.2155438617551	0.160773093206392	-0.142434083290672	0.352059023249648	0.586951801801021	0.0709925012042721
"Random"	"1. MorganBits"	"KOR"	"XGBoost"	2.00879048864536	0.0868613437218645	1.56356060713953	0.0666357731448138	0.606764573883701	0.037378064405766	0.787609304487121	0.0278084078162702
"Random"	"2. MorganCounts"	"KOR"	"XGBoost"	2.00272644529511	0.0944080412174646	1.55641138431966	0.0677238664142065	0.608941632788176	0.0407446335331291	0.78894751547967	0.0297588744935103
"Random"	"3. MACCS"	"KOR"	"XGBoost"	2.25422487331577	0.085158105965159	1.73916319878314	0.0676286680667347	0.505523016373679	0.0353829751607783	0.717213767543004	0.0280137316796968
"Random"	"0. RDKit Descriptors"	"KOR"	"XGBoost"	2.04188217385043	0.0850383356509335	1.57473030094297	0.0633273310158377	0.593563949152285	0.0398449710415354	0.77555919340977	0.0281971827950306
"Random"	"5. PhysChem Descriptors"	"KOR"	"XGBoost"	2.50299232756663	0.0921571963494013	1.97178278897899	0.0773962904870251	0.389919595646034	0.0489697710180371	0.634130669519887	0.0451657529015767
"Random"	"4. AtomPairs"	"KOR"	"XGBoost"	1.93744614855049	0.0939004511612945	1.48876906610043	0.0697370543015534	0.634012722033143	0.0388840420997958	0.802476216559587	0.0260451981625898
