"split_type"	"mol_rep"	"mol_prop"	"model_name"	"mean_metric_score.AUROC"	"std_metric_score.AUROC"	"mean_metric_score.AUPRC"	"std_metric_score.AUPRC"	"mean_metric_score.Precision_PPV"	"std_metric_score.Precision_PPV"	"mean_metric_score.Precision_NPV"	"std_metric_score.Precision_NPV"
"Scaffold"	"3. MACCS"	"KOR"	"SVM"	0.820931308305885	0.0409482871976741	0.642286772856207	0.0951588775883318	0.567861899144072	0.0782864268000192	0.90093634143524	0.0403381843984016
"Scaffold"	"0. RDKit Descriptors"	"KOR"	"SVM"	0.831708327313298	0.043058974773596	0.667466990816811	0.0995453792228049	0.571332136823835	0.0984497838357823	0.901711264632987	0.0386771941533091
"Scaffold"	"5. PhysChem Descriptors"	"KOR"	"SVM"	0.721132155725899	0.0751310543807838	0.490072326746279	0.10336708245821	0.489883051385104	0.105579118271014	0.844823682218628	0.0659642271826635
"Scaffold"	"4. AtomPairs"	"KOR"	"SVM"	0.840432469043116	0.0349445911591372	0.672805914415088	0.0824297295616606	0.618859326170744	0.0854241909155763	0.889656333885776	0.0374459690873044
"Scaffold"	"1. MorganBits"	"KOR"	"XGBoost"	0.881517443134292	0.037711488345174	0.76162645208253	0.0774410114302414	0.67927270303672	0.0919038014191043	0.918312237636944	0.0425627516271339
"Scaffold"	"2. MorganCounts"	"KOR"	"XGBoost"	0.883705952749127	0.0350906132845464	0.760343769242059	0.0794279827922225	0.663322465188518	0.0755347795730508	0.921264180675068	0.0360557184916606
"Scaffold"	"3. MACCS"	"KOR"	"XGBoost"	0.851178414799906	0.0439361211622241	0.69323387802696	0.0924985455024349	0.604405138769215	0.089991195536826	0.915583925312413	0.0399753312778162
"Scaffold"	"0. RDKit Descriptors"	"KOR"	"XGBoost"	0.861476583753992	0.047828790287905	0.736747400342551	0.0898689568970227	0.624760180539023	0.0997838397182994	0.906705206010628	0.0406070091033205
"Scaffold"	"5. PhysChem Descriptors"	"KOR"	"XGBoost"	0.787667178121567	0.0598695293247459	0.642035709879233	0.101547619799799	0.575778678523476	0.0991596861550804	0.864826259781182	0.0490591514249645
"Scaffold"	"4. AtomPairs"	"KOR"	"XGBoost"	0.882591654237785	0.0415345460840981	0.778766160140542	0.0726824281140728	0.671694661708558	0.0766347295562571	0.915418478047789	0.0417240058364967
"Random"	"1. MorganBits"	"  MDR1"	"RF"	0.978479992414224	0.0234482578872275	0.909159057209458	0.0687863899085338	0.782836174575339	0.177909579325058	0.988487973491832	0.004384345619833
"Random"	"2. MorganCounts"	"  MDR1"	"RF"	0.981282718295816	0.0234996288155969	0.912175498065807	0.0646861837978002	0.787855599375207	0.136420478883954	0.988813226093948	0.0044841694187967
"Random"	"3. MACCS"	"  MDR1"	"RF"	0.972837073624329	0.0321743686186122	0.881593885939574	0.0889981983854031	0.67477523739429	0.158352955694715	0.986808753789136	0.0093145097541612
"Random"	"0. RDKit Descriptors"	"  MDR1"	"RF"	0.978864630898545	0.0208009808251741	0.914415807742779	0.0636077419225485	0.717603910388133	0.171713045191937	0.987425508982941	0.0055766855566551
"Random"	"5. PhysChem Descriptors"	"  MDR1"	"RF"	0.953917855791322	0.0334539041801712	0.803156689278678	0.112838624467541	0.524104693007188	0.169980358818986	0.983081678533107	0.0085048594672516
"Random"	"4. AtomPairs"	"  MDR1"	"RF"	0.980924028157467	0.0154657379837589	0.917676613053758	0.0594123865406528	0.823560382567483	0.159245818727787	0.987344985453397	0.005871811715779
"Random"	"1. MorganBits"	"  MDR1"	"SVM"	0.979230954120148	0.0192610387346354	0.899591535064449	0.058742912234207	0.77231925814622	0.16323430780254	0.987227144994907	0.0047335549886876
"Random"	"2. MorganCounts"	"  MDR1"	"SVM"	0.979530780500976	0.0201108102591527	0.903955925506866	0.0685808013238878	0.735255474544948	0.168752308322212	0.987461974578026	0.0054347045513892
"Random"	"3. MACCS"	"  MDR1"	"SVM"	0.964382303678531	0.0291832125426274	0.850812201169821	0.0876920046825453	0.640971153185617	0.23013409760636	0.985492597351163	0.0072329481739171
"Random"	"0. RDKit Descriptors"	"  MDR1"	"SVM"	0.977119830039524	0.0218963227385963	0.903416657333368	0.0647005008358128	0.640527359235856	0.165708134035159	0.988549582360403	0.0046472933929456
"Random"	"5. PhysChem Descriptors"	"  MDR1"	"SVM"	0.829523013845808	0.0613407267849756	0.575515330880857	0.141142197205896	0.513789706136421	0.223903536619726	0.961920974780871	0.0160856424224732
"Random"	"4. AtomPairs"	"  MDR1"	"SVM"	0.971800623174072	0.0256279016835656	0.881319221843263	0.0842238858558324	0.720605238987592	0.197078095775618	0.985777834324625	0.0062802721662469
"Random"	"1. MorganBits"	"  MDR1"	"XGBoost"	0.971230820745109	0.0316064867976834	0.88190402355017	0.0720916400371011	0.754334460060163	0.163057192793598	0.986683363233274	0.005804533683149
"Random"	"2. MorganCounts"	"  MDR1"	"XGBoost"	0.979772495283623	0.0224988907809416	0.906388828756199	0.0640875610307365	0.753740914056222	0.185787960759603	0.988766213318316	0.0041750903168065
"Random"	"3. MACCS"	"  MDR1"	"XGBoost"	0.980072756042635	0.0163325599205985	0.888019923177636	0.0696135340392846	0.682684581328598	0.151811990878407	0.988078775961165	0.0048175395108666
"Random"	"0. RDKit Descriptors"	"  MDR1"	"XGBoost"	0.974183727934992	0.022031029873867	0.886847252960598	0.0726407406855859	0.717551449843885	0.189780918839483	0.985628195547694	0.0063931743924709
"Random"	"5. PhysChem Descriptors"	"  MDR1"	"XGBoost"	0.934826232537845	0.0424212043482022	0.783295241512354	0.115747176734506	0.503238960709695	0.171504639365277	0.980640251216032	0.0086432137639406
"Random"	"4. AtomPairs"	"  MDR1"	"XGBoost"	0.979084863935459	0.0185198983951671	0.892663766252849	0.0855308311143643	0.738894106763436	0.19409007188902	0.98584104240845	0.0074471435548332
"Random"	"1. MorganBits"	" CYP2D6"	"RF"	0.605952412411463	0.390333161090383	0.188884964694232	0.22004317078018	0.0805502402940711	0.190844228718912	0.990362665918463	0.0046980792226686
"Random"	"2. MorganCounts"	" CYP2D6"	"RF"	0.608939511832267	0.368439915210803	0.165376484447763	0.223956526071176	0.0797927407390062	0.192483705497851	0.98937329599923	0.005004928221369
"Random"	"3. MACCS"	" CYP2D6"	"RF"	0.578229645349501	0.390408587350675	0.165770494734914	0.218725727387547	0.125733436430989	0.26641313401777	0.9889457630953	0.0065832079883368
"Random"	"0. RDKit Descriptors"	" CYP2D6"	"RF"	0.549152878084133	0.372700430651996	0.0997266991567757	0.198615374976008	0.0533505600726075	0.104973392065343	0.987835269642183	0.0077018926794321
"Random"	"5. PhysChem Descriptors"	" CYP2D6"	"RF"	0.500043834072736	0.360238585610924	0.107325477219358	0.211984724876712	0.0642973232064505	0.201040016993032	0.98661471382063	0.0079947996094027
"Random"	"4. AtomPairs"	" CYP2D6"	"RF"	0.544405313907421	0.375272846249974	0.132368098495453	0.135567373207582	0.0597281415045354	0.114320280307659	0.988090926409561	0.0067903455161746
"Random"	"1. MorganBits"	" CYP2D6"	"SVM"	0.581540160342177	0.393264719571006	0.18866811186697	0.237029116995918	0.117278029416213	0.257602348002585	0.983526188694669	0.0199474745802402
"Random"	"2. MorganCounts"	" CYP2D6"	"SVM"	0.609616691158798	0.391113401619018	0.169612425454389	0.233053744551369	0.0827123650592192	0.200304694397626	0.986185703302198	0.0135590885074646
"Random"	"3. MACCS"	" CYP2D6"	"SVM"	0.544555229487069	0.385274782120778	0.0744821683060325	0.0957721879585087	0.0493164378607857	0.124530995756349	0.98461205357493	0.0128363036928976
"Random"	"0. RDKit Descriptors"	" CYP2D6"	"SVM"	0.539395843170042	0.37524104126188	0.0988109313607392	0.132051514536535	0.0290052620157971	0.0620708728511301	0.961999790894574	0.0761333500224986
"Random"	"5. PhysChem Descriptors"	" CYP2D6"	"SVM"	0.385541342222632	0.319317867446778	0.0580812939584738	0.114175480759331	0.006194672635721	0.009090379679575	0.968848923787299	0.0331864404433462
