"metric_score"	"metric_name"	"mol_rep"	"mol_prop"	"model_name"	"fold"	"split_type"	"task"	"AC_pct_train"	"AC_pct_valid"	"AC_pct_test"
2.17591953951177	"RMSE"	"SMILES"	"  MDR1"	" MolBERT"	0	"Scaffold"	"reg"	0.383478260869565	0.566433566433566	0.496551724137931
2.70915791408645	"RMSE"	"SMILES"	"  MDR1"	" MolBERT"	1	"Scaffold"	"reg"	0.370434782608696	0.496503496503497	0.668965517241379
2.36376236362378	"RMSE"	"SMILES"	"  MDR1"	" MolBERT"	2	"Scaffold"	"reg"	0.393913043478261	0.566433566433566	0.413793103448276
2.0324034092382	"RMSE"	"SMILES"	"  MDR1"	" MolBERT"	3	"Scaffold"	"reg"	0.407826086956522	0.58041958041958	0.289655172413793
2.47768689872421	"RMSE"	"SMILES"	"  MDR1"	" MolBERT"	4	"Scaffold"	"reg"	0.472173913043478	0.160839160839161	0.193103448275862
2.29248118139133	"RMSE"	"SMILES"	"  MDR1"	" MolBERT"	5	"Scaffold"	"reg"	0.375652173913043	0.398601398601399	0.724137931034483
2.059025843298	"RMSE"	"SMILES"	"  MDR1"	" MolBERT"	6	"Scaffold"	"reg"	0.38	0.559440559440559	0.531034482758621
2.75825522715362	"RMSE"	"SMILES"	"  MDR1"	" MolBERT"	7	"Scaffold"	"reg"	0.443478260869565	0.244755244755245	0.337931034482759
2.50863853214349	"RMSE"	"SMILES"	"  MDR1"	" MolBERT"	8	"Scaffold"	"reg"	0.407826086956522	0.412587412587413	0.455172413793103
2.91057273753886	"RMSE"	"SMILES"	"  MDR1"	" MolBERT"	9	"Scaffold"	"reg"	0.392173913043478	0.587412587412587	0.406896551724138
2.43292021554638	"RMSE"	"SMILES"	"  MDR1"	" MolBERT"	10	"Scaffold"	"reg"	0.401739130434783	0.678321678321678	0.241379310344828
3.02197262989993	"RMSE"	"SMILES"	"  MDR1"	" MolBERT"	11	"Scaffold"	"reg"	0.46695652173913	0.20979020979021	0.186206896551724
2.29238569999512	"RMSE"	"SMILES"	"  MDR1"	" MolBERT"	12	"Scaffold"	"reg"	0.409565217391304	0.321678321678322	0.531034482758621
2.17659576706735	"RMSE"	"SMILES"	"  MDR1"	" MolBERT"	13	"Scaffold"	"reg"	0.410434782608696	0.510489510489511	0.337931034482759
