"fold"	"D_statistic"	"p_value"	"split_type"	"mol_prop"	"group"
18	0.107996457024758	0.0173240196176941	"Random"	" CYP2D6"	" Training vs Validation"
19	0.0378274513912368	0.932756547791528	"Random"	" CYP2D6"	" Training vs Validation"
20	0.0587281480811265	0.483817575042331	"Random"	" CYP2D6"	" Training vs Validation"
21	0.0621092131642483	0.412089005550562	"Random"	" CYP2D6"	" Training vs Validation"
22	0.0773216250065479	0.17520652450448	"Random"	" CYP2D6"	" Training vs Validation"
23	0.103448686384784	0.0256263116289893	"Random"	" CYP2D6"	" Training vs Validation"
24	0.071645245317701	0.246913234037642	"Random"	" CYP2D6"	" Training vs Validation"
25	0.0919697323244108	0.0638751930518119	"Random"	" CYP2D6"	" Training vs Validation"
26	0.0449014967165573	0.806321397810877	"Random"	" CYP2D6"	" Training vs Validation"
27	0.0494540294200283	0.701864085080964	"Random"	" CYP2D6"	" Training vs Validation"
28	0.0619473030053383	0.415379336863018	"Random"	" CYP2D6"	" Training vs Validation"
29	0.0454205616377689	0.794999384615617	"Random"	" CYP2D6"	" Training vs Validation"
0	0.0524631359347589	0.627162049157345	"Scaffold"	" CYP2D6"	" Training vs Validation"
1	0.0549902802143094	0.566864334158558	"Scaffold"	" CYP2D6"	" Training vs Validation"
2	0.0602294817694751	0.448720819016475	"Scaffold"	" CYP2D6"	" Training vs Validation"
3	0.0835996396567256	0.114900629727025	"Scaffold"	" CYP2D6"	" Training vs Validation"
4	0.0840690341851975	0.111265154600262	"Scaffold"	" CYP2D6"	" Training vs Validation"
5	0.0435019676639325	0.834031915987254	"Scaffold"	" CYP2D6"	" Training vs Validation"
6	0.181025081788441	3.04714467924683e-06	"Scaffold"	" CYP2D6"	" Training vs Validation"
7	0.0688065999715518	0.28797095894908	"Scaffold"	" CYP2D6"	" Training vs Validation"
8	0.074908728841686	0.201603483274822	"Scaffold"	" CYP2D6"	" Training vs Validation"
9	0.0604049120477929	0.444990834260243	"Scaffold"	" CYP2D6"	" Training vs Validation"
10	0.118496040965341	0.00643435960164995	"Scaffold"	" CYP2D6"	" Training vs Validation"
11	0.0954862263524726	0.048141756637836	"Scaffold"	" CYP2D6"	" Training vs Validation"
12	0.0418756815703381	0.866069561913598	"Scaffold"	" CYP2D6"	" Training vs Validation"
13	0.0571570812194775	0.516577434157002	"Scaffold"	" CYP2D6"	" Training vs Validation"
14	0.097823716277085	0.0400233262739955	"Scaffold"	" CYP2D6"	" Training vs Validation"
15	0.0391351761414822	0.912992375853257	"Scaffold"	" CYP2D6"	" Training vs Validation"
16	0.100464653169598	0.0323114739475691	"Scaffold"	" CYP2D6"	" Training vs Validation"
17	0.1113413304253	0.0126012093084241	"Scaffold"	" CYP2D6"	" Training vs Validation"
18	0.0970888056516998	0.0424365579343231	"Scaffold"	" CYP2D6"	" Training vs Validation"
19	0.0767910483144469	0.179449141441891	"Scaffold"	" CYP2D6"	" Training vs Validation"
20	0.0690247024797307	0.284487533280557	"Scaffold"	" CYP2D6"	" Training vs Validation"
21	0.0569389787112986	0.521559708502533	"Scaffold"	" CYP2D6"	" Training vs Validation"
22	0.0863780759565692	0.0947379229335772	"Scaffold"	" CYP2D6"	" Training vs Validation"
23	0.0549476079844484	0.567870427592027	"Scaffold"	" CYP2D6"	" Training vs Validation"
24	0.0420511118486558	0.862750176724255	"Scaffold"	" CYP2D6"	" Training vs Validation"
25	0.0955241572234602	0.0479994063896892	"Scaffold"	" CYP2D6"	" Training vs Validation"
26	0.0824285240149827	0.124398645676074	"Scaffold"	" CYP2D6"	" Training vs Validation"
27	0.0834905884026362	0.115759087325374	"Scaffold"	" CYP2D6"	" Training vs Validation"
28	0.0946659712673652	0.0513107129598198	"Scaffold"	" CYP2D6"	" Training vs Validation"
29	0.0780522497747855	0.165707430545997	"Scaffold"	" CYP2D6"	" Training vs Validation"
0	0.0448184456817913	0.527200337829585	"Random"	" CYP3A4"	"Training vs Test"
1	0.0505716147375903	0.373014578410911	"Random"	" CYP3A4"	"Training vs Test"
2	0.0530298542826679	0.316620034208963	"Random"	" CYP3A4"	"Training vs Test"
3	0.0521709513090866	0.335626650017633	"Random"	" CYP3A4"	"Training vs Test"
4	0.0684752991351736	0.0931460900891253	"Random"	" CYP3A4"	"Training vs Test"
5	0.0465658689728705	0.477441013064836	"Random"	" CYP3A4"	"Training vs Test"
6	0.0308390593531572	0.914899100748308	"Random"	" CYP3A4"	"Training vs Test"
7	0.0552363464044544	0.271255019635294	"Random"	" CYP3A4"	"Training vs Test"
8	0.0361775855941239	0.785453250019352	"Random"	" CYP3A4"	"Training vs Test"
9	0.0598048217035896	0.192637879359272	"Random"	" CYP3A4"	"Training vs Test"
10	0.0653062433360976	0.122893589589341	"Random"	" CYP3A4"	"Training vs Test"
11	0.0556139675393911	0.263946130991819	"Random"	" CYP3A4"	"Training vs Test"
12	0.0352372349247719	0.811524919634835	"Random"	" CYP3A4"	"Training vs Test"
13	0.0463585475654543	0.483227048643926	"Random"	" CYP3A4"	"Training vs Test"
14	0.0676089918256131	0.100609457957761	"Random"	" CYP3A4"	"Training vs Test"
15	0.0595234569363819	0.196902720346503	"Random"	" CYP3A4"	"Training vs Test"
16	0.0248119298661296	0.987817017346629	"Random"	" CYP3A4"	"Training vs Test"
17	0.0560212060182443	0.256264376952484	"Random"	" CYP3A4"	"Training vs Test"
18	0.0389171899064092	0.704970283065129	"Random"	" CYP3A4"	"Training vs Test"
19	0.0435374955573984	0.564921845941289	"Random"	" CYP3A4"	"Training vs Test"
20	0.035785155787229	0.796459011507219	"Random"	" CYP3A4"	"Training vs Test"
21	0.0441742684516053	0.546056530830056	"Random"	" CYP3A4"	"Training vs Test"
22	0.0451590451368321	0.517333913573579	"Random"	" CYP3A4"	"Training vs Test"
23	0.0528003198673143	0.321625498476193	"Random"	" CYP3A4"	"Training vs Test"
24	0.0541775263594361	0.292402652801306	"Random"	" CYP3A4"	"Training vs Test"
25	0.0498163724677171	0.391556958959739	"Random"	" CYP3A4"	"Training vs Test"
26	0.0385543774434309	0.715895988481426	"Random"	" CYP3A4"	"Training vs Test"
27	0.0419973936737353	0.611268101229765	"Random"	" CYP3A4"	"Training vs Test"
28	0.0352002132448762	0.81252932738412	"Random"	" CYP3A4"	"Training vs Test"
29	0.0274256604667693	0.966475742688953	"Random"	" CYP3A4"	"Training vs Test"
0	0.0423009714488805	0.602069196834897	"Scaffold"	" CYP3A4"	"Training vs Test"
1	0.057198495438929	0.234984904895473	"Scaffold"	" CYP3A4"	"Training vs Test"
2	0.0414198554673617	0.62882553584542	"Scaffold"	" CYP3A4"	"Training vs Test"
3	0.0802481933420211	0.0296402145852448	"Scaffold"	" CYP3A4"	"Training vs Test"
4	0.0802481933420211	0.0296402145852448	"Scaffold"	" CYP3A4"	"Training vs Test"
5	0.0725773012676223	0.0638042982543242	"Scaffold"	" CYP3A4"	"Training vs Test"
6	0.0361405639142282	0.786498688193708	"Scaffold"	" CYP3A4"	"Training vs Test"
7	0.111516704181969	0.000587119731842556	"Scaffold"	" CYP3A4"	"Training vs Test"
8	0.084705603601469	0.0183247438684303	"Scaffold"	" CYP3A4"	"Training vs Test"
9	0.0726809619713304	0.0631790959609912	"Scaffold"	" CYP3A4"	"Training vs Test"
10	0.140252932117048	5.17284422363318e-06	"Scaffold"	" CYP3A4"	"Training vs Test"
11	0.0622704655846464	0.15827824737392	"Scaffold"	" CYP3A4"	"Training vs Test"
12	0.15172224854875	5.7883103932177e-07	"Scaffold"	" CYP3A4"	"Training vs Test"
13	0.088274493543419	0.0122373527031628	"Scaffold"	" CYP3A4"	"Training vs Test"
14	0.0842613434427201	0.0192468355635672	"Scaffold"	" CYP3A4"	"Training vs Test"
15	0.0720071673972278	0.0673382018551515	"Scaffold"	" CYP3A4"	"Training vs Test"
16	0.0858014453263831	0.01621681889954	"Scaffold"	" CYP3A4"	"Training vs Test"
17	0.0882300675275441	0.012300272659131	"Scaffold"	" CYP3A4"	"Training vs Test"
18	0.0987442246179363	0.00340039107593115	"Scaffold"	" CYP3A4"	"Training vs Test"
19	0.0705485132093354	0.0771464765839086	"Scaffold"	" CYP3A4"	"Training vs Test"
20	0.0955455514749437	0.00510564366534105	"Scaffold"	" CYP3A4"	"Training vs Test"
21	0.0578945030209691	0.22304369137808	"Scaffold"	" CYP3A4"	"Training vs Test"
22	0.0710816253998341	0.0734299489036794	"Scaffold"	" CYP3A4"	"Training vs Test"
23	0.0952345693638195	0.0053076504630627	"Scaffold"	" CYP3A4"	"Training vs Test"
24	0.0334750029617344	0.857127946420906	"Scaffold"	" CYP3A4"	"Training vs Test"
25	0.0598788650633811	0.191527574665522	"Scaffold"	" CYP3A4"	"Training vs Test"
26	0.0892814832365833	0.0108868479063493	"Scaffold"	" CYP3A4"	"Training vs Test"
27	0.0978186826205426	0.00383004003411336	"Scaffold"	" CYP3A4"	"Training vs Test"
28	0.0861938751332781	0.0155165143095166	"Scaffold"	" CYP3A4"	"Training vs Test"
29	0.0562951664494728	0.251189950654299	"Scaffold"	" CYP3A4"	"Training vs Test"
0	0.0748208150693046	0.255059097612944	"Random"	" CYP3A4"	" Validation vs Test"
1	0.0520598862693994	0.701736416611859	"Random"	" CYP3A4"	" Validation vs Test"
2	0.0379027958772657	0.954434379904201	"Random"	" CYP3A4"	" Validation vs Test"
3	0.0523116336926904	0.696026705404628	"Random"	" CYP3A4"	" Validation vs Test"
4	0.0742654898708684	0.262886178592054	"Random"	" CYP3A4"	" Validation vs Test"
5	0.0744876199502429	0.259734517683187	"Random"	" CYP3A4"	" Validation vs Test"
6	0.0970856533586068	0.0626122742729623	"Random"	" CYP3A4"	" Validation vs Test"
7	0.0563321881293685	0.604314993354123	"Random"	" CYP3A4"	" Validation vs Test"
8	0.0562359317616396	0.60650061831634	"Random"	" CYP3A4"	" Validation vs Test"
9	0.0808627532282905	0.180758756180155	"Random"	" CYP3A4"	" Validation vs Test"
10	0.0911103542234332	0.0946465161788722	"Random"	" CYP3A4"	" Validation vs Test"
11	0.0565617225447222	0.599109066837315	"Random"	" CYP3A4"	" Validation vs Test"
12	0.0389171899064092	0.943558764978713	"Random"	" CYP3A4"	" Validation vs Test"
13	0.0402351617106978	0.927356720573169	"Random"	" CYP3A4"	" Validation vs Test"
14	0.0583313588437389	0.559334482568926	"Random"	" CYP3A4"	" Validation vs Test"
15	0.0749170714370335	0.253720024281672	"Random"	" CYP3A4"	" Validation vs Test"
16	0.0450850017770406	0.849188190015296	"Random"	" CYP3A4"	" Validation vs Test"
17	0.0937611065039687	0.0790516039854038	"Random"	" CYP3A4"	" Validation vs Test"
18	0.0539924179599573	0.657698297628237	"Random"	" CYP3A4"	" Validation vs Test"
19	0.069141689373297	0.343407282190487	"Random"	" CYP3A4"	" Validation vs Test"
20	0.035637069067646	0.973750644522964	"Random"	" CYP3A4"	" Validation vs Test"
21	0.0504235280180073	0.738478082471666	"Random"	" CYP3A4"	" Validation vs Test"
22	0.0448110413458121	0.854290279751419	"Random"	" CYP3A4"	" Validation vs Test"
23	0.0822621727283497	0.166240447954836	"Random"	" CYP3A4"	" Validation vs Test"
24	0.0755464399952612	0.245092170113786	"Random"	" CYP3A4"	" Validation vs Test"
25	0.0826694112072029	0.162193921558059	"Random"	" CYP3A4"	" Validation vs Test"
26	0.0526522331477313	0.688284780894855	"Random"	" CYP3A4"	" Validation vs Test"
27	0.0530372586186471	0.679513696633645	"Random"	" CYP3A4"	" Validation vs Test"
28	0.0499866721952375	0.748142961780131	"Random"	" CYP3A4"	" Validation vs Test"
29	0.0273219997630612	0.999159821900191	"Random"	" CYP3A4"	" Validation vs Test"
0	0.0423009714488805	0.602069196834897	"Scaffold"	" CYP3A4"	" Validation vs Test"
1	0.057198495438929	0.234984904895473	"Scaffold"	" CYP3A4"	" Validation vs Test"
2	0.0414198554673617	0.62882553584542	"Scaffold"	" CYP3A4"	" Validation vs Test"
3	0.0802481933420211	0.0296402145852448	"Scaffold"	" CYP3A4"	" Validation vs Test"
4	0.0802481933420211	0.0296402145852448	"Scaffold"	" CYP3A4"	" Validation vs Test"
5	0.0725773012676223	0.0638042982543242	"Scaffold"	" CYP3A4"	" Validation vs Test"
6	0.0361405639142282	0.786498688193708	"Scaffold"	" CYP3A4"	" Validation vs Test"
7	0.111516704181969	0.000587119731842556	"Scaffold"	" CYP3A4"	" Validation vs Test"
8	0.084705603601469	0.0183247438684303	"Scaffold"	" CYP3A4"	" Validation vs Test"
9	0.0726809619713304	0.0631790959609912	"Scaffold"	" CYP3A4"	" Validation vs Test"
10	0.140252932117048	5.17284422363318e-06	"Scaffold"	" CYP3A4"	" Validation vs Test"
11	0.0622704655846464	0.15827824737392	"Scaffold"	" CYP3A4"	" Validation vs Test"
12	0.15172224854875	5.7883103932177e-07	"Scaffold"	" CYP3A4"	" Validation vs Test"
13	0.088274493543419	0.0122373527031628	"Scaffold"	" CYP3A4"	" Validation vs Test"
14	0.0842613434427201	0.0192468355635672	"Scaffold"	" CYP3A4"	" Validation vs Test"
15	0.0720071673972278	0.0673382018551515	"Scaffold"	" CYP3A4"	" Validation vs Test"
16	0.0858014453263831	0.01621681889954	"Scaffold"	" CYP3A4"	" Validation vs Test"
17	0.0882300675275441	0.012300272659131	"Scaffold"	" CYP3A4"	" Validation vs Test"
18	0.0987442246179363	0.00340039107593115	"Scaffold"	" CYP3A4"	" Validation vs Test"
19	0.0705485132093354	0.0771464765839086	"Scaffold"	" CYP3A4"	" Validation vs Test"
20	0.0955455514749437	0.00510564366534105	"Scaffold"	" CYP3A4"	" Validation vs Test"
21	0.0578945030209691	0.22304369137808	"Scaffold"	" CYP3A4"	" Validation vs Test"
22	0.0710816253998341	0.0734299489036794	"Scaffold"	" CYP3A4"	" Validation vs Test"
23	0.0952345693638195	0.0053076504630627	"Scaffold"	" CYP3A4"	" Validation vs Test"
24	0.0334750029617344	0.857127946420906	"Scaffold"	" CYP3A4"	" Validation vs Test"
25	0.0598788650633811	0.191527574665522	"Scaffold"	" CYP3A4"	" Validation vs Test"
26	0.0892814832365833	0.0108868479063493	"Scaffold"	" CYP3A4"	" Validation vs Test"
27	0.0978186826205426	0.00383004003411336	"Scaffold"	" CYP3A4"	" Validation vs Test"
28	0.0861938751332781	0.0155165143095166	"Scaffold"	" CYP3A4"	" Validation vs Test"
29	0.0562951664494728	0.251189950654299	"Scaffold"	" CYP3A4"	" Validation vs Test"
0	0.0466621253405995	0.476332266752112	"Random"	" CYP3A4"	" Training vs Validation"
1	0.0333787465940054	0.860454060309836	"Random"	" CYP3A4"	" Training vs Validation"
2	0.0548365122615804	0.280423547226723	"Random"	" CYP3A4"	" Training vs Validation"
3	0.0432561307901907	0.574884940695165	"Random"	" CYP3A4"	" Training vs Validation"
4	0.0309945504087193	0.91262494770452	"Random"	" CYP3A4"	" Training vs Validation"
5	0.0405313351498638	0.657409386044943	"Random"	" CYP3A4"	" Training vs Validation"
6	0.0739100817438692	0.0566431665449408	"Random"	" CYP3A4"	" Training vs Validation"
7	0.0378065395095368	0.739567162935483	"Random"	" CYP3A4"	" Training vs Validation"
8	0.0347411444141689	0.825941453511079	"Random"	" CYP3A4"	" Training vs Validation"
9	0.0548365122615804	0.280423547226723	"Random"	" CYP3A4"	" Training vs Validation"
10	0.0623297002724796	0.158485459384278	"Random"	" CYP3A4"	" Training vs Validation"
11	0.0619891008174387	0.162917863093814	"Random"	" CYP3A4"	" Training vs Validation"
12	0.0456403269754768	0.505099033907878	"Random"	" CYP3A4"	" Training vs Validation"
13	0.0572207084468665	0.235807129933714	"Random"	" CYP3A4"	" Training vs Validation"
14	0.0435967302452316	0.564726765581847	"Random"	" CYP3A4"	" Training vs Validation"
15	0.0412125340599455	0.63665929742376	"Random"	" CYP3A4"	" Training vs Validation"
16	0.0429155313351499	0.585092413572122	"Random"	" CYP3A4"	" Training vs Validation"
17	0.0657356948228883	0.119266362048713	"Random"	" CYP3A4"	" Training vs Validation"
18	0.0749318801089918	0.05129274038056	"Random"	" CYP3A4"	" Training vs Validation"
19	0.0463215258855586	0.485833407427949	"Random"	" CYP3A4"	" Training vs Validation"
20	0.0408719346049046	0.647032655752489	"Random"	" CYP3A4"	" Training vs Validation"
21	0.0378065395095368	0.739567162935483	"Random"	" CYP3A4"	" Training vs Validation"
22	0.0606267029972752	0.181640318877558	"Random"	" CYP3A4"	" Training vs Validation"
23	0.0415531335149864	0.626296715809801	"Random"	" CYP3A4"	" Training vs Validation"
24	0.0323569482288828	0.884216770570772	"Random"	" CYP3A4"	" Training vs Validation"
25	0.0902588555858311	0.00983215977754137	"Random"	" CYP3A4"	" Training vs Validation"
26	0.037125340599455	0.759542881500246	"Random"	" CYP3A4"	" Training vs Validation"
27	0.063692098092643	0.141710432780862	"Random"	" CYP3A4"	" Training vs Validation"
28	0.0459809264305177	0.495423467346085	"Random"	" CYP3A4"	" Training vs Validation"
29	0.0289509536784741	0.947382843458053	"Random"	" CYP3A4"	" Training vs Validation"
0	0.0423009714488805	0.602069196834897	"Scaffold"	" CYP3A4"	" Training vs Validation"
1	0.057198495438929	0.234984904895473	"Scaffold"	" CYP3A4"	" Training vs Validation"
2	0.0414198554673617	0.62882553584542	"Scaffold"	" CYP3A4"	" Training vs Validation"
3	0.0802481933420211	0.0296402145852448	"Scaffold"	" CYP3A4"	" Training vs Validation"
4	0.0802481933420211	0.0296402145852448	"Scaffold"	" CYP3A4"	" Training vs Validation"
5	0.0725773012676223	0.0638042982543242	"Scaffold"	" CYP3A4"	" Training vs Validation"
6	0.0361405639142282	0.786498688193708	"Scaffold"	" CYP3A4"	" Training vs Validation"
7	0.111516704181969	0.000587119731842556	"Scaffold"	" CYP3A4"	" Training vs Validation"
8	0.084705603601469	0.0183247438684303	"Scaffold"	" CYP3A4"	" Training vs Validation"
9	0.0726809619713304	0.0631790959609912	"Scaffold"	" CYP3A4"	" Training vs Validation"
10	0.140252932117048	5.17284422363318e-06	"Scaffold"	" CYP3A4"	" Training vs Validation"
11	0.0622704655846464	0.15827824737392	"Scaffold"	" CYP3A4"	" Training vs Validation"
12	0.15172224854875	5.7883103932177e-07	"Scaffold"	" CYP3A4"	" Training vs Validation"
13	0.088274493543419	0.0122373527031628	"Scaffold"	" CYP3A4"	" Training vs Validation"
14	0.0842613434427201	0.0192468355635672	"Scaffold"	" CYP3A4"	" Training vs Validation"
15	0.0720071673972278	0.0673382018551515	"Scaffold"	" CYP3A4"	" Training vs Validation"
16	0.0858014453263831	0.01621681889954	"Scaffold"	" CYP3A4"	" Training vs Validation"
17	0.0882300675275441	0.012300272659131	"Scaffold"	" CYP3A4"	" Training vs Validation"
18	0.0987442246179363	0.00340039107593115	"Scaffold"	" CYP3A4"	" Training vs Validation"
19	0.0705485132093354	0.0771464765839086	"Scaffold"	" CYP3A4"	" Training vs Validation"
20	0.0955455514749437	0.00510564366534105	"Scaffold"	" CYP3A4"	" Training vs Validation"
21	0.0578945030209691	0.22304369137808	"Scaffold"	" CYP3A4"	" Training vs Validation"
22	0.0710816253998341	0.0734299489036794	"Scaffold"	" CYP3A4"	" Training vs Validation"
23	0.0952345693638195	0.0053076504630627	"Scaffold"	" CYP3A4"	" Training vs Validation"
24	0.0334750029617344	0.857127946420906	"Scaffold"	" CYP3A4"	" Training vs Validation"
25	0.0598788650633811	0.191527574665522	"Scaffold"	" CYP3A4"	" Training vs Validation"
26	0.0892814832365833	0.0108868479063493	"Scaffold"	" CYP3A4"	" Training vs Validation"
27	0.0978186826205426	0.00383004003411336	"Scaffold"	" CYP3A4"	" Training vs Validation"
28	0.0861938751332781	0.0155165143095166	"Scaffold"	" CYP3A4"	" Training vs Validation"
29	0.0562951664494728	0.251189950654299	"Scaffold"	" CYP3A4"	" Training vs Validation"
0	0.0815310614511737	0.0305238786643528	"Random"	" MOR"	"Training vs Test"
1	0.0242721940336104	0.992514126379405	"Random"	" MOR"	"Training vs Test"
2	0.0404476591457052	0.682091161092393	"Random"	" MOR"	"Training vs Test"
3	0.0480825746398455	0.461032530981055	"Random"	" MOR"	"Training vs Test"
4	0.0549498002806866	0.298213592945242	"Random"	" MOR"	"Training vs Test"
5	0.0412213465759833	0.658975883160578	"Random"	" MOR"	"Training vs Test"
6	0.0690441061811028	0.099623553984537	"Random"	" MOR"	"Training vs Test"
7	0.0537982655007377	0.322361647784997	"Random"	" MOR"	"Training vs Test"
8	0.041599193925654	0.647671571395962	"Random"	" MOR"	"Training vs Test"
9	0.072648649945422	0.0722495892424792	"Random"	" MOR"	"Training vs Test"
10	0.0555435604015978	0.28627293856577	"Random"	" MOR"	"Training vs Test"
11	0.0768469538306524	0.048679856691232	"Random"	" MOR"	"Training vs Test"
12	0.0490361893794907	0.435833803784825	"Random"	" MOR"	"Training vs Test"
13	0.0471229623232214	0.487127668287209	"Random"	" MOR"	"Training vs Test"
14	0.0401057972579078	0.692272794374748	"Random"	" MOR"	"Training vs Test"
15	0.0634363717058308	0.158927914400583	"Random"	" MOR"	"Training vs Test"
16	0.0401717706046757	0.690310092335337	"Random"	" MOR"	"Training vs Test"
17	0.0598918037113006	0.20910802168824	"Random"	" MOR"	"Training vs Test"
18	0.0595259515155877	0.214914630540873	"Random"	" MOR"	"Training vs Test"
19	0.0656914606498974	0.132349740618048	"Random"	" MOR"	"Training vs Test"
20	0.060353617138676	0.201951179285111	"Random"	" MOR"	"Training vs Test"
21	0.0302637734355321	0.935467571825292	"Random"	" MOR"	"Training vs Test"
22	0.0372389554619933	0.775575607744677	"Random"	" MOR"	"Training vs Test"
23	0.049018196648554	0.436302155209583	"Random"	" MOR"	"Training vs Test"
24	0.0600237504048365	0.207043620495454	"Random"	" MOR"	"Training vs Test"
25	0.0328907121522905	0.885501441375178	"Random"	" MOR"	"Training vs Test"
26	0.0627406527762784	0.16793757364337	"Random"	" MOR"	"Training vs Test"
27	0.0280686602612545	0.965305601816677	"Random"	" MOR"	"Training vs Test"
28	0.0708253865438363	0.0851730968535732	"Random"	" MOR"	"Training vs Test"
29	0.0389182770160855	0.727343225577304	"Random"	" MOR"	"Training vs Test"
0	0.0277208007964782	0.969020027535242	"Scaffold"	" MOR"	"Training vs Test"
1	0.0519450142142575	0.363959257805406	"Scaffold"	" MOR"	"Training vs Test"
2	0.0681084841723944	0.107997017950138	"Scaffold"	" MOR"	"Training vs Test"
3	0.11351613947965	0.000602468392198241	"Scaffold"	" MOR"	"Training vs Test"
4	0.159277651828661	2.33781779379605e-07	"Scaffold"	" MOR"	"Training vs Test"
5	0.137698369858577	1.31810836355717e-05	"Scaffold"	" MOR"	"Training vs Test"
6	0.0441781520265812	0.571079153845634	"Scaffold"	" MOR"	"Training vs Test"
7	0.0591720944738326	0.220647212622228	"Scaffold"	" MOR"	"Training vs Test"
8	0.0943478834550841	0.00739052244993665	"Scaffold"	" MOR"	"Training vs Test"
9	0.0565691460649898	0.266422721018563	"Scaffold"	" MOR"	"Training vs Test"
10	0.0840860292441853	0.0233891901088216	"Scaffold"	" MOR"	"Training vs Test"
11	0.11030143821896	0.000947415665892959	"Scaffold"	" MOR"	"Training vs Test"
12	0.0408854822651649	0.669019000948989	"Scaffold"	" MOR"	"Training vs Test"
13	0.0834322933534852	0.0250576043937915	"Scaffold"	" MOR"	"Training vs Test"
14	0.0687082418702844	0.102565053773214	"Scaffold"	" MOR"	"Training vs Test"
15	0.0664951359650701	0.12379898457318	"Scaffold"	" MOR"	"Training vs Test"
16	0.0982223181834539	0.00462170268375561	"Scaffold"	" MOR"	"Training vs Test"
17	0.161124905538163	1.61095234263442e-07	"Scaffold"	" MOR"	"Training vs Test"
18	0.100483404704499	0.00348363462416423	"Scaffold"	" MOR"	"Training vs Test"
19	0.15595499418235	4.51873727547181e-07	"Scaffold"	" MOR"	"Training vs Test"
20	0.0898437031439298	0.0124558481560578	"Scaffold"	" MOR"	"Training vs Test"
21	0.110721268607483	0.000893686077273803	"Scaffold"	" MOR"	"Training vs Test"
22	0.0851715906773663	0.020835708618233	"Scaffold"	" MOR"	"Training vs Test"
23	0.103566159271654	0.00234502726892927	"Scaffold"	" MOR"	"Training vs Test"
24	0.0545179747382058	0.30711588169252	"Scaffold"	" MOR"	"Training vs Test"
25	0.0321410150299279	0.901255411338211	"Scaffold"	" MOR"	"Training vs Test"
26	0.105845238523636	0.00173673860455492	"Scaffold"	" MOR"	"Training vs Test"
27	0.085495459834227	0.020123553613048	"Scaffold"	" MOR"	"Training vs Test"
28	0.10669689445464	0.00154978852780974	"Scaffold"	" MOR"	"Training vs Test"
29	0.0908512960763852	0.0111076771397274	"Scaffold"	" MOR"	"Training vs Test"
0	0.108785070661481	0.0304937137017059	"Random"	" MOR"	" Validation vs Test"
1	0.0471743409996639	0.826396581066882	"Random"	" MOR"	" Validation vs Test"
2	0.0670603863574527	0.404506443317096	"Random"	" MOR"	" Validation vs Test"
3	0.0589539219922857	0.57075035291051	"Random"	" MOR"	" Validation vs Test"
4	0.0978057329428147	0.0679860533157565	"Random"	" MOR"	" Validation vs Test"
5	0.095060898513148	0.0819747208012331	"Random"	" MOR"	" Validation vs Test"
6	0.0918359181191082	0.101434871333017	"Random"	" MOR"	" Validation vs Test"
7	0.0957971223251869	0.0780031160297969	"Random"	" MOR"	" Validation vs Test"
8	0.0477745234551304	0.814613732826105	"Random"	" MOR"	" Validation vs Test"
9	0.0610425569373089	0.525480046639948	"Random"	" MOR"	" Validation vs Test"
10	0.0923800835453978	0.0979046375743792	"Random"	" MOR"	" Validation vs Test"
11	0.0631471967478113	0.481370210434161	"Random"	" MOR"	" Validation vs Test"
12	0.0377794849634289	0.962476223949651	"Random"	" MOR"	" Validation vs Test"
13	0.0601942990669163	0.543708959531262	"Random"	" MOR"	" Validation vs Test"
14	0.0549367007570302	0.660265532571183	"Random"	" MOR"	" Validation vs Test"
15	0.0954690225828652	0.0797525182439912	"Random"	" MOR"	" Validation vs Test"
16	0.0557529488964646	0.6419620736783	"Random"	" MOR"	" Validation vs Test"
17	0.0542084793777308	0.676579294385144	"Random"	" MOR"	" Validation vs Test"
18	0.0486067764600438	0.797852267077847	"Random"	" MOR"	" Validation vs Test"
19	0.0567052383924713	0.620638276019384	"Random"	" MOR"	" Validation vs Test"
20	0.0609625326099134	0.527189622044582	"Random"	" MOR"	" Validation vs Test"
21	0.055816968358381	0.640526898815855	"Random"	" MOR"	" Validation vs Test"
22	0.0581376738528512	0.588753535132209	"Random"	" MOR"	" Validation vs Test"
23	0.0657960019846033	0.428537237957608	"Random"	" MOR"	" Validation vs Test"
24	0.0322898161040957	0.992773169768407	"Random"	" MOR"	" Validation vs Test"
25	0.0645556249099726	0.452875012533797	"Random"	" MOR"	" Validation vs Test"
26	0.0752228677517966	0.269927694579079	"Random"	" MOR"	" Validation vs Test"
27	0.0983659032345834	0.0653959963614835	"Random"	" MOR"	" Validation vs Test"
28	0.0630351626894576	0.483673980570271	"Random"	" MOR"	" Validation vs Test"
29	0.0385157087754678	0.955706200080265	"Random"	" MOR"	" Validation vs Test"
0	0.0277208007964782	0.969020027535242	"Scaffold"	" MOR"	" Validation vs Test"
1	0.0519450142142575	0.363959257805406	"Scaffold"	" MOR"	" Validation vs Test"
2	0.0681084841723944	0.107997017950138	"Scaffold"	" MOR"	" Validation vs Test"
3	0.11351613947965	0.000602468392198241	"Scaffold"	" MOR"	" Validation vs Test"
4	0.159277651828661	2.33781779379605e-07	"Scaffold"	" MOR"	" Validation vs Test"
5	0.137698369858577	1.31810836355717e-05	"Scaffold"	" MOR"	" Validation vs Test"
6	0.0441781520265812	0.571079153845634	"Scaffold"	" MOR"	" Validation vs Test"
7	0.0591720944738326	0.220647212622228	"Scaffold"	" MOR"	" Validation vs Test"
8	0.0943478834550841	0.00739052244993665	"Scaffold"	" MOR"	" Validation vs Test"
