"fold"	"D_statistic"	"p_value"	"split_type"	"mol_prop"	"group"
16	0.0540540540540541	0.715416453906509	"Random"	"KOR"	" Validation vs Test"
17	0.039039039039039	0.961502737995321	"Random"	"KOR"	" Validation vs Test"
18	0.036036036036036	0.982068356359166	"Random"	"KOR"	" Validation vs Test"
19	0.0660660660660661	0.461556024227192	"Random"	"KOR"	" Validation vs Test"
20	0.0780780780780781	0.262068191795541	"Random"	"KOR"	" Validation vs Test"
21	0.0600600600600601	0.585325050990847	"Random"	"KOR"	" Validation vs Test"
22	0.0570570570570571	0.650369830002938	"Random"	"KOR"	" Validation vs Test"
23	0.0810810810810811	0.223700274500034	"Random"	"KOR"	" Validation vs Test"
24	0.0840840840840841	0.189746997646017	"Random"	"KOR"	" Validation vs Test"
25	0.0720720720720721	0.352694374639084	"Random"	"KOR"	" Validation vs Test"
26	0.0900900900900901	0.134007882647733	"Random"	"KOR"	" Validation vs Test"
27	0.0570570570570571	0.650369830002938	"Random"	"KOR"	" Validation vs Test"
28	0.048048048048048	0.836763374590381	"Random"	"KOR"	" Validation vs Test"
29	0.105105105105105	0.0505118352485621	"Random"	"KOR"	" Validation vs Test"
0	0.066291477195984	0.147292106424213	"Scaffold"	"KOR"	" Validation vs Test"
1	0.163252442483454	2.70252326517451e-07	"Scaffold"	"KOR"	" Validation vs Test"
2	0.114985817838008	0.000781970177580305	"Scaffold"	"KOR"	" Validation vs Test"
3	0.0650601053532034	0.162110026582887	"Scaffold"	"KOR"	" Validation vs Test"
4	0.119690693800369	0.000406076205320516	"Scaffold"	"KOR"	" Validation vs Test"
5	0.137064967808743	2.87621114870573e-05	"Scaffold"	"KOR"	" Validation vs Test"
6	0.0543491963441538	0.344698944172172	"Scaffold"	"KOR"	" Validation vs Test"
7	0.044288865877268	0.605454640655915	"Scaffold"	"KOR"	" Validation vs Test"
8	0.117799738868128	0.000530098675316726	"Scaffold"	"KOR"	" Validation vs Test"
9	0.102624825536896	0.00385917781826284	"Scaffold"	"KOR"	" Validation vs Test"
10	0.0687609742920175	0.120863798163823	"Scaffold"	"KOR"	" Validation vs Test"
11	0.0516410787447661	0.407284227323514	"Scaffold"	"KOR"	" Validation vs Test"
12	0.076871820269236	0.0599695057064739	"Scaffold"	"KOR"	" Validation vs Test"
13	0.0548286884876863	0.334311888611813	"Scaffold"	"KOR"	" Validation vs Test"
14	0.0821304758903246	0.0365114334579706	"Scaffold"	"KOR"	" Validation vs Test"
15	0.15533069199946	1.20851028095892e-06	"Scaffold"	"KOR"	" Validation vs Test"
16	0.0838188285083967	0.0309182300293391	"Scaffold"	"KOR"	" Validation vs Test"
17	0.0529197244608527	0.37691517104635	"Scaffold"	"KOR"	" Validation vs Test"
18	0.0544595020485345	0.342290642098671	"Scaffold"	"KOR"	" Validation vs Test"
19	0.0378145963711674	0.78984184102632	"Scaffold"	"KOR"	" Validation vs Test"
20	0.0957791184548197	0.00864108447710188	"Scaffold"	"KOR"	" Validation vs Test"
21	0.0763743190311107	0.0627450253791237	"Scaffold"	"KOR"	" Validation vs Test"
22	0.0644410427265769	0.169995558978373	"Scaffold"	"KOR"	" Validation vs Test"
23	0.0614965557606591	0.2117215069399	"Scaffold"	"KOR"	" Validation vs Test"
24	0.0505267660168385	0.434897350396484	"Scaffold"	"KOR"	" Validation vs Test"
25	0.165010580343073	1.91874172328355e-07	"Scaffold"	"KOR"	" Validation vs Test"
26	0.0939759578587187	0.0105866373242018	"Scaffold"	"KOR"	" Validation vs Test"
27	0.0622101661338976	0.200949498063454	"Scaffold"	"KOR"	" Validation vs Test"
28	0.0810274188465175	0.0406270162530441	"Scaffold"	"KOR"	" Validation vs Test"
29	0.0999234613479807	0.00533976081586496	"Scaffold"	"KOR"	" Validation vs Test"
0	0.0532412111359479	0.371133173980442	"Random"	"KOR"	" Training vs Validation"
1	0.0297816613606088	0.95549884143236	"Random"	"KOR"	" Training vs Validation"
2	0.0674004831899569	0.135868212588467	"Random"	"KOR"	" Training vs Validation"
3	0.0340569893201473	0.882396663574932	"Random"	"KOR"	" Training vs Validation"
4	0.0640802456591931	0.175863924551986	"Random"	"KOR"	" Training vs Validation"
5	0.0365372891688681	0.824364996303632	"Random"	"KOR"	" Training vs Validation"
6	0.05845921109079	0.26395410998829	"Random"	"KOR"	" Training vs Validation"
7	0.0443496127706654	0.605405509994574	"Random"	"KOR"	" Training vs Validation"
8	0.0927961796382849	0.0122308851684811	"Random"	"KOR"	" Training vs Validation"
9	0.0324787193208245	0.913772657707661	"Random"	"KOR"	" Training vs Validation"
10	0.0322438980333717	0.918020020334932	"Random"	"KOR"	" Training vs Validation"
11	0.0813181602655287	0.0399194515683637	"Random"	"KOR"	" Training vs Validation"
12	0.0356341303709725	0.846585363173439	"Random"	"KOR"	" Training vs Validation"
13	0.0629603287498024	0.191277880190116	"Random"	"KOR"	" Training vs Validation"
14	0.060964347806453	0.221329047818199	"Random"	"KOR"	" Training vs Validation"
15	0.0425049109259636	0.65882720278129	"Random"	"KOR"	" Training vs Validation"
16	0.0667739167739168	0.142792922437142	"Random"	"KOR"	" Training vs Validation"
17	0.0440651177493282	0.61361310466493	"Random"	"KOR"	" Training vs Validation"
18	0.0399963873648085	0.730998810288352	"Random"	"KOR"	" Training vs Validation"
19	0.0470805391858024	0.528063635153613	"Random"	"KOR"	" Training vs Validation"
20	0.0347524215945269	0.867112402369204	"Random"	"KOR"	" Training vs Validation"
21	0.0392174129016235	0.752889354404431	"Random"	"KOR"	" Training vs Validation"
22	0.0302942039784145	0.948779416994641	"Random"	"KOR"	" Training vs Validation"
23	0.0530775136038294	0.374898601024651	"Random"	"KOR"	" Training vs Validation"
24	0.0955135586714534	0.00903479629716697	"Random"	"KOR"	" Training vs Validation"
25	0.0662128293707241	0.149233149343333	"Random"	"KOR"	" Training vs Validation"
26	0.0673372620741042	0.136554333125496	"Random"	"KOR"	" Training vs Validation"
27	0.0265946397525345	0.984899189849696	"Random"	"KOR"	" Training vs Validation"
28	0.0451455214613109	0.582559569657964	"Random"	"KOR"	" Training vs Validation"
29	0.0572760730655468	0.286083007362077	"Random"	"KOR"	" Training vs Validation"
0	0.066291477195984	0.147292106424213	"Scaffold"	"KOR"	" Training vs Validation"
1	0.163252442483454	2.70252326517451e-07	"Scaffold"	"KOR"	" Training vs Validation"
2	0.114985817838008	0.000781970177580305	"Scaffold"	"KOR"	" Training vs Validation"
3	0.0650601053532034	0.162110026582887	"Scaffold"	"KOR"	" Training vs Validation"
4	0.119690693800369	0.000406076205320516	"Scaffold"	"KOR"	" Training vs Validation"
5	0.137064967808743	2.87621114870573e-05	"Scaffold"	"KOR"	" Training vs Validation"
6	0.0543491963441538	0.344698944172172	"Scaffold"	"KOR"	" Training vs Validation"
7	0.044288865877268	0.605454640655915	"Scaffold"	"KOR"	" Training vs Validation"
8	0.117799738868128	0.000530098675316726	"Scaffold"	"KOR"	" Training vs Validation"
9	0.102624825536896	0.00385917781826284	"Scaffold"	"KOR"	" Training vs Validation"
10	0.0687609742920175	0.120863798163823	"Scaffold"	"KOR"	" Training vs Validation"
11	0.0516410787447661	0.407284227323514	"Scaffold"	"KOR"	" Training vs Validation"
12	0.076871820269236	0.0599695057064739	"Scaffold"	"KOR"	" Training vs Validation"
13	0.0548286884876863	0.334311888611813	"Scaffold"	"KOR"	" Training vs Validation"
14	0.0821304758903246	0.0365114334579706	"Scaffold"	"KOR"	" Training vs Validation"
15	0.15533069199946	1.20851028095892e-06	"Scaffold"	"KOR"	" Training vs Validation"
16	0.0838188285083967	0.0309182300293391	"Scaffold"	"KOR"	" Training vs Validation"
17	0.0529197244608527	0.37691517104635	"Scaffold"	"KOR"	" Training vs Validation"
18	0.0544595020485345	0.342290642098671	"Scaffold"	"KOR"	" Training vs Validation"
19	0.0378145963711674	0.78984184102632	"Scaffold"	"KOR"	" Training vs Validation"
20	0.0957791184548197	0.00864108447710188	"Scaffold"	"KOR"	" Training vs Validation"
21	0.0763743190311107	0.0627450253791237	"Scaffold"	"KOR"	" Training vs Validation"
22	0.0644410427265769	0.169995558978373	"Scaffold"	"KOR"	" Training vs Validation"
23	0.0614965557606591	0.2117215069399	"Scaffold"	"KOR"	" Training vs Validation"
24	0.0505267660168385	0.434897350396484	"Scaffold"	"KOR"	" Training vs Validation"
25	0.165010580343073	1.91874172328355e-07	"Scaffold"	"KOR"	" Training vs Validation"
26	0.0939759578587187	0.0105866373242018	"Scaffold"	"KOR"	" Training vs Validation"
27	0.0622101661338976	0.200949498063454	"Scaffold"	"KOR"	" Training vs Validation"
28	0.0810274188465175	0.0406270162530441	"Scaffold"	"KOR"	" Training vs Validation"
29	0.0999234613479807	0.00533976081586496	"Scaffold"	"KOR"	" Training vs Validation"
