"X"	"metric_score"	"metric_name"	"mol_prop"	"model_name"	"fold"	"split_type"	"task"	"edge_removed"	"edge_pct"
304	0.992319508448541	"AUROC"	"  MDR1"	"RF"	19	"Scaffold"	"Cutoff value: 6"	"N"	4.82758620689655
308	0.945539754363284	"AUROC"	"  MDR1"	"RF"	19	"Scaffold"	"Cutoff value: 5"	"N"	4.82758620689655
310	0.996500437445319	"AUROC"	"  MDR1"	"RF"	19	"Scaffold"	"Cutoff value: 7"	"N"	4.82758620689655
312	0.990273274664196	"AUROC"	"  MDR1"	"RF"	19	"Random"	"Cutoff value: 6"	"N"	4.16666666666667
316	0.989236111111111	"AUROC"	"  MDR1"	"RF"	19	"Random"	"Cutoff value: 5"	"N"	4.16666666666667
318	0.988636363636364	"AUROC"	"  MDR1"	"RF"	19	"Random"	"Cutoff value: 7"	"N"	4.16666666666667
320	0.944111232279171	"AUROC"	"  MDR1"	"RF"	20	"Scaffold"	"Cutoff value: 6"	"N"	4.13793103448276
324	0.968671679197995	"AUROC"	"  MDR1"	"RF"	20	"Scaffold"	"Cutoff value: 5"	"N"	4.13793103448276
326	0.96037037037037	"AUROC"	"  MDR1"	"RF"	20	"Scaffold"	"Cutoff value: 7"	"N"	4.13793103448276
328	0.970643939393939	"AUROC"	"  MDR1"	"RF"	20	"Random"	"Cutoff value: 6"	"N"	2.08333333333333
332	0.992248062015504	"AUROC"	"  MDR1"	"RF"	20	"Random"	"Cutoff value: 5"	"N"	2.08333333333333
334	0.978102189781022	"AUROC"	"  MDR1"	"RF"	20	"Random"	"Cutoff value: 7"	"N"	2.08333333333333
336	0.899592944369064	"AUROC"	"  MDR1"	"RF"	21	"Scaffold"	"Cutoff value: 6"	"N"	1.37931034482759
340	0.921037296037296	"AUROC"	"  MDR1"	"RF"	21	"Scaffold"	"Cutoff value: 5"	"N"	1.37931034482759
342	0.800182481751825	"AUROC"	"  MDR1"	"RF"	21	"Scaffold"	"Cutoff value: 7"	"N"	1.37931034482759
344	0.984145625367	"AUROC"	"  MDR1"	"RF"	21	"Random"	"Cutoff value: 6"	"N"	3.47222222222222
348	0.979056437389771	"AUROC"	"  MDR1"	"RF"	21	"Random"	"Cutoff value: 5"	"N"	3.47222222222222
350	0.849253731343284	"AUROC"	"  MDR1"	"RF"	21	"Random"	"Cutoff value: 7"	"N"	3.47222222222222
352	0.781428571428571	"AUROC"	"  MDR1"	"RF"	22	"Scaffold"	"Cutoff value: 6"	"N"	1.37931034482759
356	0.903333333333333	"AUROC"	"  MDR1"	"RF"	22	"Scaffold"	"Cutoff value: 5"	"N"	1.37931034482759
358	0.940559440559441	"AUROC"	"  MDR1"	"RF"	22	"Scaffold"	"Cutoff value: 7"	"N"	1.37931034482759
360	0.996212121212121	"AUROC"	"  MDR1"	"RF"	22	"Random"	"Cutoff value: 6"	"N"	2.77777777777778
364	0.985529715762274	"AUROC"	"  MDR1"	"RF"	22	"Random"	"Cutoff value: 5"	"N"	2.77777777777778
366	0.998161764705882	"AUROC"	"  MDR1"	"RF"	22	"Random"	"Cutoff value: 7"	"N"	2.77777777777778
368	1	"AUROC"	"  MDR1"	"RF"	23	"Scaffold"	"Cutoff value: 6"	"N"	0
372	0.977342549923195	"AUROC"	"  MDR1"	"RF"	23	"Scaffold"	"Cutoff value: 5"	"N"	0
374	1	"AUROC"	"  MDR1"	"RF"	23	"Scaffold"	"Cutoff value: 7"	"N"	0
376	0.956298828125	"AUROC"	"  MDR1"	"RF"	23	"Random"	"Cutoff value: 6"	"N"	2.08333333333333
380	0.972672533580361	"AUROC"	"  MDR1"	"RF"	23	"Random"	"Cutoff value: 5"	"N"	2.08333333333333
