"X"	"metric_score"	"metric_name"	"mol_prop"	"model_name"	"fold"	"split_type"	"task"	"edge_removed"	"edge_pct"
457	0.724099099099099	"AUROC"	" CYP2D6"	"RF"	28	"Random"	"cutoff6"	"Edge Cases Removed"	1.73913043478261
464	0.601973684210526	"AUROC"	" CYP2D6"	"RF"	29	" Scaffold"	"cutoff6"	" Original"	0
465	0.601973684210526	"AUROC"	" CYP2D6"	"RF"	29	" Scaffold"	"cutoff6"	"Edge Cases Removed"	0
472	0.610666666666667	"AUROC"	" CYP2D6"	"RF"	29	"Random"	"cutoff6"	" Original"	0.434782608695652
473	0.724444444444444	"AUROC"	" CYP2D6"	"RF"	29	"Random"	"cutoff6"	"Edge Cases Removed"	0.434782608695652
0	0.885645604395604	"AUROC"	" CYP3A4"	"RF"	0	" Scaffold"	"cutoff6"	" Original"	0.543478260869565
1	0.900367309458219	"AUROC"	" CYP3A4"	"RF"	0	" Scaffold"	"cutoff6"	"Edge Cases Removed"	0.543478260869565
8	0.927582113177681	"AUROC"	" CYP3A4"	"RF"	0	"Random"	"cutoff6"	" Original"	0.271739130434783
9	0.915512465373961	"AUROC"	" CYP3A4"	"RF"	0	"Random"	"cutoff6"	"Edge Cases Removed"	0.271739130434783
16	0.634668508287293	"AUROC"	" CYP3A4"	"RF"	1	" Scaffold"	"cutoff6"	" Original"	1.08695652173913
17	0.723955431754875	"AUROC"	" CYP3A4"	"RF"	1	" Scaffold"	"cutoff6"	"Edge Cases Removed"	1.08695652173913
24	0.770604395604396	"AUROC"	" CYP3A4"	"RF"	1	"Random"	"cutoff6"	" Original"	0.271739130434783
25	0.695970695970696	"AUROC"	" CYP3A4"	"RF"	1	"Random"	"cutoff6"	"Edge Cases Removed"	0.271739130434783
32	0.868461776539771	"AUROC"	" CYP3A4"	"RF"	2	" Scaffold"	"cutoff6"	" Original"	0
33	0.868461776539771	"AUROC"	" CYP3A4"	"RF"	2	" Scaffold"	"cutoff6"	"Edge Cases Removed"	0
40	0.950732093391373	"AUROC"	" CYP3A4"	"RF"	2	"Random"	"cutoff6"	" Original"	0.815217391304348
41	0.947771587743733	"AUROC"	" CYP3A4"	"RF"	2	"Random"	"cutoff6"	"Edge Cases Removed"	0.815217391304348
48	0.989871086556169	"AUROC"	" CYP3A4"	"RF"	3	" Scaffold"	"cutoff6"	" Original"	0.815217391304348
49	0.999307479224377	"AUROC"	" CYP3A4"	"RF"	3	" Scaffold"	"cutoff6"	"Edge Cases Removed"	0.815217391304348
56	0.910220994475138	"AUROC"	" CYP3A4"	"RF"	3	"Random"	"cutoff6"	" Original"	0.271739130434783
57	0.896961325966851	"AUROC"	" CYP3A4"	"RF"	3	"Random"	"cutoff6"	"Edge Cases Removed"	0.271739130434783
64	0.788286505738029	"AUROC"	" CYP3A4"	"RF"	4	" Scaffold"	"cutoff6"	" Original"	0
65	0.788286505738029	"AUROC"	" CYP3A4"	"RF"	4	" Scaffold"	"cutoff6"	"Edge Cases Removed"	0
72	0.810543278084715	"AUROC"	" CYP3A4"	"RF"	4	"Random"	"cutoff6"	" Original"	0.815217391304348
73	0.934166666666667	"AUROC"	" CYP3A4"	"RF"	4	"Random"	"cutoff6"	"Edge Cases Removed"	0.815217391304348
80	0.842376373626374	"AUROC"	" CYP3A4"	"RF"	5	" Scaffold"	"cutoff6"	" Original"	0.543478260869565
81	0.7910927456382	"AUROC"	" CYP3A4"	"RF"	5	" Scaffold"	"cutoff6"	"Edge Cases Removed"	0.543478260869565
88	0.926493345713401	"AUROC"	" CYP3A4"	"RF"	5	"Random"	"cutoff6"	" Original"	1.6304347826087
89	0.971629778672032	"AUROC"	" CYP3A4"	"RF"	5	"Random"	"cutoff6"	"Edge Cases Removed"	1.6304347826087
96	0.998633879781421	"AUROC"	" CYP3A4"	"RF"	6	" Scaffold"	"cutoff6"	" Original"	0
97	0.998633879781421	"AUROC"	" CYP3A4"	"RF"	6	" Scaffold"	"cutoff6"	"Edge Cases Removed"	0
104	0.999208547685002	"AUROC"	" CYP3A4"	"RF"	6	"Random"	"cutoff6"	" Original"	0.815217391304348
105	0.999201915403033	"AUROC"	" CYP3A4"	"RF"	6	"Random"	"cutoff6"	"Edge Cases Removed"	0.815217391304348
112	0.665660511363636	"AUROC"	" CYP3A4"	"RF"	7	" Scaffold"	"cutoff6"	" Original"	1.90217391304348
113	0.663801337153773	"AUROC"	" CYP3A4"	"RF"	7	" Scaffold"	"cutoff6"	"Edge Cases Removed"	1.90217391304348
120	0.950162513542795	"AUROC"	" CYP3A4"	"RF"	7	"Random"	"cutoff6"	" Original"	0.815217391304348
121	0.943502824858757	"AUROC"	" CYP3A4"	"RF"	7	"Random"	"cutoff6"	"Edge Cases Removed"	0.815217391304348
128	0.765013774104683	"AUROC"	" CYP3A4"	"RF"	8	" Scaffold"	"cutoff6"	" Original"	0.543478260869565
129	0.908494475138122	"AUROC"	" CYP3A4"	"RF"	8	" Scaffold"	"cutoff6"	"Edge Cases Removed"	0.543478260869565
136	0.997214484679666	"AUROC"	" CYP3A4"	"RF"	8	"Random"	"cutoff6"	" Original"	0.815217391304348
137	1	"AUROC"	" CYP3A4"	"RF"	8	"Random"	"cutoff6"	"Edge Cases Removed"	0.815217391304348
144	0.703296703296703	"AUROC"	" CYP3A4"	"RF"	9	" Scaffold"	"cutoff6"	" Original"	0
145	0.703296703296703	"AUROC"	" CYP3A4"	"RF"	9	" Scaffold"	"cutoff6"	"Edge Cases Removed"	0
152	0.787217579696688	"AUROC"	" CYP3A4"	"RF"	9	"Random"	"cutoff6"	" Original"	0
153	0.787217579696688	"AUROC"	" CYP3A4"	"RF"	9	"Random"	"cutoff6"	"Edge Cases Removed"	0
160	0.995535714285714	"AUROC"	" CYP3A4"	"RF"	10	" Scaffold"	"cutoff6"	" Original"	0
161	0.995535714285714	"AUROC"	" CYP3A4"	"RF"	10	" Scaffold"	"cutoff6"	"Edge Cases Removed"	0
168	0.811979166666667	"AUROC"	" CYP3A4"	"RF"	10	"Random"	"cutoff6"	" Original"	0.815217391304348
169	0.847493036211699	"AUROC"	" CYP3A4"	"RF"	10	"Random"	"cutoff6"	"Edge Cases Removed"	0.815217391304348
176	0.954297820823244	"AUROC"	" CYP3A4"	"RF"	11	" Scaffold"	"cutoff6"	" Original"	0
177	0.954297820823244	"AUROC"	" CYP3A4"	"RF"	11	" Scaffold"	"cutoff6"	"Edge Cases Removed"	0
184	0.999313186813187	"AUROC"	" CYP3A4"	"RF"	11	"Random"	"cutoff6"	" Original"	0.543478260869565
185	1	"AUROC"	" CYP3A4"	"RF"	11	"Random"	"cutoff6"	"Edge Cases Removed"	0.543478260869565
192	0.513317191283293	"AUROC"	" CYP3A4"	"RF"	12	" Scaffold"	"cutoff6"	" Original"	2.44565217391304
193	0.468767908309456	"AUROC"	" CYP3A4"	"RF"	12	" Scaffold"	"cutoff6"	"Edge Cases Removed"	2.44565217391304
200	0.97075208913649	"AUROC"	" CYP3A4"	"RF"	12	"Random"	"cutoff6"	" Original"	0.815217391304348
201	0.969473264166002	"AUROC"	" CYP3A4"	"RF"	12	"Random"	"cutoff6"	"Edge Cases Removed"	0.815217391304348
208	0.952054794520548	"AUROC"	" CYP3A4"	"RF"	13	" Scaffold"	"cutoff6"	" Original"	0
209	0.952054794520548	"AUROC"	" CYP3A4"	"RF"	13	" Scaffold"	"cutoff6"	"Edge Cases Removed"	0
216	0.970133085731972	"AUROC"	" CYP3A4"	"RF"	13	"Random"	"cutoff6"	" Original"	0.271739130434783
217	0.97284295468653	"AUROC"	" CYP3A4"	"RF"	13	"Random"	"cutoff6"	"Edge Cases Removed"	0.271739130434783
224	1	"AUROC"	" CYP3A4"	"RF"	14	" Scaffold"	"cutoff6"	" Original"	0.543478260869565
225	1	"AUROC"	" CYP3A4"	"RF"	14	" Scaffold"	"cutoff6"	"Edge Cases Removed"	0.543478260869565
232	0.996316758747698	"AUROC"	" CYP3A4"	"RF"	14	"Random"	"cutoff6"	" Original"	0
233	0.996316758747698	"AUROC"	" CYP3A4"	"RF"	14	"Random"	"cutoff6"	"Edge Cases Removed"	0
240	0.81257957728546	"AUROC"	" CYP3A4"	"RF"	15	" Scaffold"	"cutoff6"	" Original"	1.08695652173913
241	0.82566510172144	"AUROC"	" CYP3A4"	"RF"	15	" Scaffold"	"cutoff6"	"Edge Cases Removed"	1.08695652173913
248	0.94622905027933	"AUROC"	" CYP3A4"	"RF"	15	"Random"	"cutoff6"	" Original"	1.35869565217391
249	0.967094703049759	"AUROC"	" CYP3A4"	"RF"	15	"Random"	"cutoff6"	"Edge Cases Removed"	1.35869565217391
256	0.71038715769594	"AUROC"	" CYP3A4"	"RF"	16	" Scaffold"	"cutoff6"	" Original"	1.6304347826087
257	0.717142857142857	"AUROC"	" CYP3A4"	"RF"	16	" Scaffold"	"cutoff6"	"Edge Cases Removed"	1.6304347826087
264	0.999208547685002	"AUROC"	" CYP3A4"	"RF"	16	"Random"	"cutoff6"	" Original"	0.271739130434783
265	0.999206349206349	"AUROC"	" CYP3A4"	"RF"	16	"Random"	"cutoff6"	"Edge Cases Removed"	0.271739130434783
272	0.913498622589532	"AUROC"	" CYP3A4"	"RF"	17	" Scaffold"	"cutoff6"	" Original"	0
273	0.913498622589532	"AUROC"	" CYP3A4"	"RF"	17	" Scaffold"	"cutoff6"	"Edge Cases Removed"	0
280	0.913804945054945	"AUROC"	" CYP3A4"	"RF"	17	"Random"	"cutoff6"	" Original"	0
281	0.913804945054945	"AUROC"	" CYP3A4"	"RF"	17	"Random"	"cutoff6"	"Edge Cases Removed"	0
288	0.704109589041096	"AUROC"	" CYP3A4"	"RF"	18	" Scaffold"	"cutoff6"	" Original"	0
289	0.704109589041096	"AUROC"	" CYP3A4"	"RF"	18	" Scaffold"	"cutoff6"	"Edge Cases Removed"	0
296	0.975558659217877	"AUROC"	" CYP3A4"	"RF"	18	"Random"	"cutoff6"	" Original"	0.543478260869565
297	0.971892458100559	"AUROC"	" CYP3A4"	"RF"	18	"Random"	"cutoff6"	"Edge Cases Removed"	0.543478260869565
304	0.717847249703205	"AUROC"	" CYP3A4"	"RF"	19	" Scaffold"	"cutoff6"	" Original"	0
305	0.717847249703205	"AUROC"	" CYP3A4"	"RF"	19	" Scaffold"	"cutoff6"	"Edge Cases Removed"	0
312	0.93213296398892	"AUROC"	" CYP3A4"	"RF"	19	"Random"	"cutoff6"	" Original"	1.35869565217391
313	0.924301675977654	"AUROC"	" CYP3A4"	"RF"	19	"Random"	"cutoff6"	"Edge Cases Removed"	1.35869565217391
320	0.85199841709537	"AUROC"	" CYP3A4"	"RF"	20	" Scaffold"	"cutoff6"	" Original"	0
321	0.85199841709537	"AUROC"	" CYP3A4"	"RF"	20	" Scaffold"	"cutoff6"	"Edge Cases Removed"	0
328	0.739090064995357	"AUROC"	" CYP3A4"	"RF"	20	"Random"	"cutoff6"	" Original"	0.271739130434783
329	0.706476323119777	"AUROC"	" CYP3A4"	"RF"	20	"Random"	"cutoff6"	"Edge Cases Removed"	0.271739130434783
336	0.732965009208103	"AUROC"	" CYP3A4"	"RF"	21	" Scaffold"	"cutoff6"	" Original"	0.543478260869565
337	0.681440443213296	"AUROC"	" CYP3A4"	"RF"	21	" Scaffold"	"cutoff6"	"Edge Cases Removed"	0.543478260869565
344	0.876335575781559	"AUROC"	" CYP3A4"	"RF"	21	"Random"	"cutoff6"	" Original"	0.543478260869565
345	0.832409972299169	"AUROC"	" CYP3A4"	"RF"	21	"Random"	"cutoff6"	"Edge Cases Removed"	0.543478260869565
352	0.646575342465753	"AUROC"	" CYP3A4"	"RF"	22	" Scaffold"	"cutoff6"	" Original"	0
353	0.646575342465753	"AUROC"	" CYP3A4"	"RF"	22	" Scaffold"	"cutoff6"	"Edge Cases Removed"	0
360	0.994214876033058	"AUROC"	" CYP3A4"	"RF"	22	"Random"	"cutoff6"	" Original"	0.543478260869565
361	1	"AUROC"	" CYP3A4"	"RF"	22	"Random"	"cutoff6"	"Edge Cases Removed"	0.543478260869565
368	0.769885239414325	"AUROC"	" CYP3A4"	"RF"	23	" Scaffold"	"cutoff6"	" Original"	0
369	0.769885239414325	"AUROC"	" CYP3A4"	"RF"	23	" Scaffold"	"cutoff6"	"Edge Cases Removed"	0
376	0.890581717451524	"AUROC"	" CYP3A4"	"RF"	23	"Random"	"cutoff6"	" Original"	0.543478260869565
377	0.943213296398892	"AUROC"	" CYP3A4"	"RF"	23	"Random"	"cutoff6"	"Edge Cases Removed"	0.543478260869565
384	0.998010299625468	"AUROC"	" CYP3A4"	"RF"	24	" Scaffold"	"cutoff6"	" Original"	0
385	0.998010299625468	"AUROC"	" CYP3A4"	"RF"	24	" Scaffold"	"cutoff6"	"Edge Cases Removed"	0
392	0.932528690146419	"AUROC"	" CYP3A4"	"RF"	24	"Random"	"cutoff6"	" Original"	0.271739130434783
393	0.921283471837488	"AUROC"	" CYP3A4"	"RF"	24	"Random"	"cutoff6"	"Edge Cases Removed"	0.271739130434783
400	0.884027777777778	"AUROC"	" CYP3A4"	"RF"	25	" Scaffold"	"cutoff6"	" Original"	0.543478260869565
401	0.869478710704337	"AUROC"	" CYP3A4"	"RF"	25	" Scaffold"	"cutoff6"	"Edge Cases Removed"	0.543478260869565
408	0.950977653631285	"AUROC"	" CYP3A4"	"RF"	25	"Random"	"cutoff6"	" Original"	0.543478260869565
409	0.946623093681917	"AUROC"	" CYP3A4"	"RF"	25	"Random"	"cutoff6"	"Edge Cases Removed"	0.543478260869565
416	0.801826484018265	"AUROC"	" CYP3A4"	"RF"	26	" Scaffold"	"cutoff6"	" Original"	0
417	0.801826484018265	"AUROC"	" CYP3A4"	"RF"	26	" Scaffold"	"cutoff6"	"Edge Cases Removed"	0
424	0.947384710615908	"AUROC"	" CYP3A4"	"RF"	26	"Random"	"cutoff6"	" Original"	0.271739130434783
425	0.941852367688022	"AUROC"	" CYP3A4"	"RF"	26	"Random"	"cutoff6"	"Edge Cases Removed"	0.271739130434783
432	0.928374655647383	"AUROC"	" CYP3A4"	"RF"	27	" Scaffold"	"cutoff6"	" Original"	1.08695652173913
433	0.988194444444444	"AUROC"	" CYP3A4"	"RF"	27	" Scaffold"	"cutoff6"	"Edge Cases Removed"	1.08695652173913
440	0.872774040364068	"AUROC"	" CYP3A4"	"RF"	27	"Random"	"cutoff6"	" Original"	0.271739130434783
441	0.85387811634349	"AUROC"	" CYP3A4"	"RF"	27	"Random"	"cutoff6"	"Edge Cases Removed"	0.271739130434783
448	1	"AUROC"	" CYP3A4"	"RF"	28	" Scaffold"	"cutoff6"	" Original"	0
449	1	"AUROC"	" CYP3A4"	"RF"	28	" Scaffold"	"cutoff6"	"Edge Cases Removed"	0
456	0.847222222222222	"AUROC"	" CYP3A4"	"RF"	28	"Random"	"cutoff6"	" Original"	0
457	0.847222222222222	"AUROC"	" CYP3A4"	"RF"	28	"Random"	"cutoff6"	"Edge Cases Removed"	0
464	0.920476706392199	"AUROC"	" CYP3A4"	"RF"	29	" Scaffold"	"cutoff6"	" Original"	0.543478260869565
465	0.915018832391714	"AUROC"	" CYP3A4"	"RF"	29	" Scaffold"	"cutoff6"	"Edge Cases Removed"	0.543478260869565
472	0.977411048689138	"AUROC"	" CYP3A4"	"RF"	29	"Random"	"cutoff6"	" Original"	1.6304347826087
473	0.997175141242938	"AUROC"	" CYP3A4"	"RF"	29	"Random"	"cutoff6"	"Edge Cases Removed"	1.6304347826087
0	0.924032027230882	"AUROC"	" MOR"	"RF"	0	" Scaffold"	"cutoff6"	" Original"	9.03954802259887
1	0.93993890421758	"AUROC"	" MOR"	"RF"	0	" Scaffold"	"cutoff6"	"Edge Cases Removed"	9.03954802259887
8	0.958680555555556	"AUROC"	" MOR"	"RF"	0	"Random"	"cutoff6"	" Original"	5.36723163841808
9	0.966872340425532	"AUROC"	" MOR"	"RF"	0	"Random"	"cutoff6"	"Edge Cases Removed"	5.36723163841808
16	0.907488822652757	"AUROC"	" MOR"	"RF"	1	" Scaffold"	"cutoff6"	" Original"	6.77966101694915
17	0.933565531475748	"AUROC"	" MOR"	"RF"	1	" Scaffold"	"cutoff6"	"Edge Cases Removed"	6.77966101694915
24	0.925521609538003	"AUROC"	" MOR"	"RF"	1	"Random"	"cutoff6"	" Original"	6.49717514124294
25	0.942572274468826	"AUROC"	" MOR"	"RF"	1	"Random"	"cutoff6"	"Edge Cases Removed"	6.49717514124294
32	0.919452887537994	"AUROC"	" MOR"	"RF"	2	" Scaffold"	"cutoff6"	" Original"	3.10734463276836
33	0.924102982292637	"AUROC"	" MOR"	"RF"	2	" Scaffold"	"cutoff6"	"Edge Cases Removed"	3.10734463276836
40	0.938459866705303	"AUROC"	" MOR"	"RF"	2	"Random"	"cutoff6"	" Original"	2.82485875706215
41	0.947025092364532	"AUROC"	" MOR"	"RF"	2	"Random"	"cutoff6"	"Edge Cases Removed"	2.82485875706215
48	0.934141791044776	"AUROC"	" MOR"	"RF"	3	" Scaffold"	"cutoff6"	" Original"	7.06214689265537
49	0.942230527143981	"AUROC"	" MOR"	"RF"	3	" Scaffold"	"cutoff6"	"Edge Cases Removed"	7.06214689265537
56	0.939695247933884	"AUROC"	" MOR"	"RF"	3	"Random"	"cutoff6"	" Original"	6.49717514124294
57	0.949921170184812	"AUROC"	" MOR"	"RF"	3	"Random"	"cutoff6"	"Edge Cases Removed"	6.49717514124294
64	0.940873015873016	"AUROC"	" MOR"	"RF"	4	" Scaffold"	"cutoff6"	" Original"	7.06214689265537
65	0.959691070672873	"AUROC"	" MOR"	"RF"	4	" Scaffold"	"cutoff6"	"Edge Cases Removed"	7.06214689265537
72	0.925277128980833	"AUROC"	" MOR"	"RF"	4	"Random"	"cutoff6"	" Original"	7.90960451977401
73	0.948315756685801	"AUROC"	" MOR"	"RF"	4	"Random"	"cutoff6"	"Edge Cases Removed"	7.90960451977401
80	0.94203428115865	"AUROC"	" MOR"	"RF"	5	" Scaffold"	"cutoff6"	" Original"	10.7344632768362
81	0.9697265625	"AUROC"	" MOR"	"RF"	5	" Scaffold"	"cutoff6"	"Edge Cases Removed"	10.7344632768362
88	0.934576400841461	"AUROC"	" MOR"	"RF"	5	"Random"	"cutoff6"	" Original"	6.21468926553672
89	0.951005533810231	"AUROC"	" MOR"	"RF"	5	"Random"	"cutoff6"	"Edge Cases Removed"	6.21468926553672
96	0.905182713302847	"AUROC"	" MOR"	"RF"	6	" Scaffold"	"cutoff6"	" Original"	3.95480225988701
97	0.913361501067648	"AUROC"	" MOR"	"RF"	6	" Scaffold"	"cutoff6"	"Edge Cases Removed"	3.95480225988701
104	0.936599836333879	"AUROC"	" MOR"	"RF"	6	"Random"	"cutoff6"	" Original"	4.23728813559322
105	0.942547969656403	"AUROC"	" MOR"	"RF"	6	"Random"	"cutoff6"	"Edge Cases Removed"	4.23728813559322
112	0.888273278061224	"AUROC"	" MOR"	"RF"	7	" Scaffold"	"cutoff6"	" Original"	6.49717514124294
113	0.908944213923467	"AUROC"	" MOR"	"RF"	7	" Scaffold"	"cutoff6"	"Edge Cases Removed"	6.49717514124294
120	0.938471594120972	"AUROC"	" MOR"	"RF"	7	"Random"	"cutoff6"	" Original"	5.08474576271187
121	0.947636810984563	"AUROC"	" MOR"	"RF"	7	"Random"	"cutoff6"	"Edge Cases Removed"	5.08474576271187
128	0.882612844341188	"AUROC"	" MOR"	"RF"	8	" Scaffold"	"cutoff6"	" Original"	4.80225988700565
129	0.900436391234228	"AUROC"	" MOR"	"RF"	8	" Scaffold"	"cutoff6"	"Edge Cases Removed"	4.80225988700565
136	0.953980769230769	"AUROC"	" MOR"	"RF"	8	"Random"	"cutoff6"	" Original"	3.67231638418079
137	0.957579854656076	"AUROC"	" MOR"	"RF"	8	"Random"	"cutoff6"	"Edge Cases Removed"	3.67231638418079
144	0.879460699942628	"AUROC"	" MOR"	"RF"	9	" Scaffold"	"cutoff6"	" Original"	7.90960451977401
145	0.90163972500929	"AUROC"	" MOR"	"RF"	9	" Scaffold"	"cutoff6"	"Edge Cases Removed"	7.90960451977401
152	0.91785111028715	"AUROC"	" MOR"	"RF"	9	"Random"	"cutoff6"	" Original"	5.64971751412429
153	0.92490157480315	"AUROC"	" MOR"	"RF"	9	"Random"	"cutoff6"	"Edge Cases Removed"	5.64971751412429
160	0.887147266313933	"AUROC"	" MOR"	"RF"	10	" Scaffold"	"cutoff6"	" Original"	7.06214689265537
161	0.900937672366244	"AUROC"	" MOR"	"RF"	10	" Scaffold"	"cutoff6"	"Edge Cases Removed"	7.06214689265537
168	0.947400284900285	"AUROC"	" MOR"	"RF"	10	"Random"	"cutoff6"	" Original"	6.49717514124294
169	0.961907756813417	"AUROC"	" MOR"	"RF"	10	"Random"	"cutoff6"	"Edge Cases Removed"	6.49717514124294
176	0.90440852019736	"AUROC"	" MOR"	"RF"	11	" Scaffold"	"cutoff6"	" Original"	5.36723163841808
177	0.91863644790508	"AUROC"	" MOR"	"RF"	11	" Scaffold"	"cutoff6"	"Edge Cases Removed"	5.36723163841808
184	0.913425925925926	"AUROC"	" MOR"	"RF"	11	"Random"	"cutoff6"	" Original"	5.93220338983051
185	0.929731884780225	"AUROC"	" MOR"	"RF"	11	"Random"	"cutoff6"	"Edge Cases Removed"	5.93220338983051
192	0.952166977902272	"AUROC"	" MOR"	"RF"	12	" Scaffold"	"cutoff6"	" Original"	7.34463276836158
193	0.970477416893213	"AUROC"	" MOR"	"RF"	12	" Scaffold"	"cutoff6"	"Edge Cases Removed"	7.34463276836158
200	0.933881886087768	"AUROC"	" MOR"	"RF"	12	"Random"	"cutoff6"	" Original"	6.77966101694915
201	0.950637448391634	"AUROC"	" MOR"	"RF"	12	"Random"	"cutoff6"	"Edge Cases Removed"	6.77966101694915
208	0.858800876201244	"AUROC"	" MOR"	"RF"	13	" Scaffold"	"cutoff6"	" Original"	3.95480225988701
209	0.8658924533364	"AUROC"	" MOR"	"RF"	13	" Scaffold"	"cutoff6"	"Edge Cases Removed"	3.95480225988701
216	0.934570906877663	"AUROC"	" MOR"	"RF"	13	"Random"	"cutoff6"	" Original"	4.80225988700565
217	0.934249850567842	"AUROC"	" MOR"	"RF"	13	"Random"	"cutoff6"	"Edge Cases Removed"	4.80225988700565
224	0.920195065978198	"AUROC"	" MOR"	"RF"	14	" Scaffold"	"cutoff6"	" Original"	4.51977401129944
225	0.926748971193416	"AUROC"	" MOR"	"RF"	14	" Scaffold"	"cutoff6"	"Edge Cases Removed"	4.51977401129944
232	0.946609538002981	"AUROC"	" MOR"	"RF"	14	"Random"	"cutoff6"	" Original"	4.23728813559322
233	0.95347280334728	"AUROC"	" MOR"	"RF"	14	"Random"	"cutoff6"	"Edge Cases Removed"	4.23728813559322
240	0.901403846153846	"AUROC"	" MOR"	"RF"	15	" Scaffold"	"cutoff6"	" Original"	4.23728813559322
241	0.910475419613189	"AUROC"	" MOR"	"RF"	15	" Scaffold"	"cutoff6"	"Edge Cases Removed"	4.23728813559322
248	0.942941898527005	"AUROC"	" MOR"	"RF"	15	"Random"	"cutoff6"	" Original"	3.67231638418079
249	0.941657749242019	"AUROC"	" MOR"	"RF"	15	"Random"	"cutoff6"	"Edge Cases Removed"	3.67231638418079
256	0.935064935064935	"AUROC"	" MOR"	"RF"	16	" Scaffold"	"cutoff6"	" Original"	8.47457627118644
257	0.953189300411523	"AUROC"	" MOR"	"RF"	16	" Scaffold"	"cutoff6"	"Edge Cases Removed"	8.47457627118644
264	0.927887481371088	"AUROC"	" MOR"	"RF"	16	"Random"	"cutoff6"	" Original"	5.93220338983051
265	0.928940512375163	"AUROC"	" MOR"	"RF"	16	"Random"	"cutoff6"	"Edge Cases Removed"	5.93220338983051
272	0.947649572649573	"AUROC"	" MOR"	"RF"	17	" Scaffold"	"cutoff6"	" Original"	7.6271186440678
273	0.96061160680241	"AUROC"	" MOR"	"RF"	17	" Scaffold"	"cutoff6"	"Edge Cases Removed"	7.6271186440678
280	0.918872386325921	"AUROC"	" MOR"	"RF"	17	"Random"	"cutoff6"	" Original"	6.77966101694915
281	0.930564362714014	"AUROC"	" MOR"	"RF"	17	"Random"	"cutoff6"	"Edge Cases Removed"	6.77966101694915
288	0.931570512820513	"AUROC"	" MOR"	"RF"	18	" Scaffold"	"cutoff6"	" Original"	6.77966101694915
289	0.94383967300634	"AUROC"	" MOR"	"RF"	18	" Scaffold"	"cutoff6"	"Edge Cases Removed"	6.77966101694915
296	0.936641081871345	"AUROC"	" MOR"	"RF"	18	"Random"	"cutoff6"	" Original"	7.90960451977401
297	0.955973597359736	"AUROC"	" MOR"	"RF"	18	"Random"	"cutoff6"	"Edge Cases Removed"	7.90960451977401
304	0.903752994410434	"AUROC"	" MOR"	"RF"	19	" Scaffold"	"cutoff6"	" Original"	2.82485875706215
305	0.913108961362452	"AUROC"	" MOR"	"RF"	19	" Scaffold"	"cutoff6"	"Edge Cases Removed"	2.82485875706215
312	0.925040168087999	"AUROC"	" MOR"	"RF"	19	"Random"	"cutoff6"	" Original"	5.36723163841808
313	0.939525544036612	"AUROC"	" MOR"	"RF"	19	"Random"	"cutoff6"	"Edge Cases Removed"	5.36723163841808
320	0.840061228952548	"AUROC"	" MOR"	"RF"	20	" Scaffold"	"cutoff6"	" Original"	7.06214689265537
321	0.85516693163752	"AUROC"	" MOR"	"RF"	20	" Scaffold"	"cutoff6"	"Edge Cases Removed"	7.06214689265537
328	0.956031375874496	"AUROC"	" MOR"	"RF"	20	"Random"	"cutoff6"	" Original"	4.80225988700565
329	0.962119020061728	"AUROC"	" MOR"	"RF"	20	"Random"	"cutoff6"	"Edge Cases Removed"	4.80225988700565
336	0.975308641975309	"AUROC"	" MOR"	"RF"	21	" Scaffold"	"cutoff6"	" Original"	3.38983050847458
337	0.978184580876235	"AUROC"	" MOR"	"RF"	21	" Scaffold"	"cutoff6"	"Edge Cases Removed"	3.38983050847458
344	0.931892996329789	"AUROC"	" MOR"	"RF"	21	"Random"	"cutoff6"	" Original"	5.64971751412429
345	0.94990328820116	"AUROC"	" MOR"	"RF"	21	"Random"	"cutoff6"	"Edge Cases Removed"	5.64971751412429
352	0.933801627172898	"AUROC"	" MOR"	"RF"	22	" Scaffold"	"cutoff6"	" Original"	5.93220338983051
353	0.954625322997416	"AUROC"	" MOR"	"RF"	22	" Scaffold"	"cutoff6"	"Edge Cases Removed"	5.93220338983051
360	0.941655000189186	"AUROC"	" MOR"	"RF"	22	"Random"	"cutoff6"	" Original"	6.49717514124294
361	0.947032947302271	"AUROC"	" MOR"	"RF"	22	"Random"	"cutoff6"	"Edge Cases Removed"	6.49717514124294
368	0.961452233561988	"AUROC"	" MOR"	"RF"	23	" Scaffold"	"cutoff6"	" Original"	6.21468926553672
369	0.971836954846664	"AUROC"	" MOR"	"RF"	23	" Scaffold"	"cutoff6"	"Edge Cases Removed"	6.21468926553672
376	0.916694472250028	"AUROC"	" MOR"	"RF"	23	"Random"	"cutoff6"	" Original"	7.34463276836158
377	0.941945043103448	"AUROC"	" MOR"	"RF"	23	"Random"	"cutoff6"	"Edge Cases Removed"	7.34463276836158
384	0.929501656127672	"AUROC"	" MOR"	"RF"	24	" Scaffold"	"cutoff6"	" Original"	6.21468926553672
385	0.945777582803246	"AUROC"	" MOR"	"RF"	24	" Scaffold"	"cutoff6"	"Edge Cases Removed"	6.21468926553672
392	0.949616053317879	"AUROC"	" MOR"	"RF"	24	"Random"	"cutoff6"	" Original"	7.06214689265537
393	0.958071999312656	"AUROC"	" MOR"	"RF"	24	"Random"	"cutoff6"	"Edge Cases Removed"	7.06214689265537
400	0.943653846153846	"AUROC"	" MOR"	"RF"	25	" Scaffold"	"cutoff6"	" Original"	2.25988700564972
401	0.945937103831841	"AUROC"	" MOR"	"RF"	25	" Scaffold"	"cutoff6"	"Edge Cases Removed"	2.25988700564972
